task,protocol,seed,fold,d,n_train,n_test,train_acc,test_acc,w_norm,explained_var
imagery_left_right_fist,subject_disjoint,20260917,subj2,128,3285,1613,0.727854,0.603844,5.42906,0.932059
imagery_left_right_fist,subject_disjoint,20260917,subj2,256,3285,1613,0.768341,0.605704,7.90374,0.947217
imagery_left_right_fist,subject_disjoint,20260917,subj2,512,3285,1613,0.799696,0.623063,10.4445,0.966434
imagery_left_right_fist,subject_disjoint,20260917,subj2,1024,3285,1613,0.858752,0.619963,16.103,0.987442
imagery_left_right_fist,subject_disjoint,20260917,subj2,2080,3285,1613,0.952207,0.606324,22.6332,1
imagery_left_right_fist,subject_disjoint,20260918,subj0,2,3227,1671,0.504803,0.502693,0.00197847,0.616185
imagery_left_right_fist,subject_disjoint,20260918,subj0,4,3227,1671,0.507902,0.493716,0.0146404,0.654918
imagery_left_right_fist,subject_disjoint,20260918,subj0,8,3227,1671,0.518128,0.515859,0.0410254,0.708485
imagery_left_right_fist,subject_disjoint,20260918,subj0,16,3227,1671,0.530524,0.525434,0.107973,0.772126
imagery_left_right_fist,subject_disjoint,20260918,subj0,32,3227,1671,0.534552,0.521843,0.158494,0.842224
imagery_left_right_fist,subject_disjoint,20260918,subj0,64,3227,1671,0.559343,0.548773,0.492443,0.89992
imagery_left_right_fist,subject_disjoint,20260918,subj0,128,3227,1671,0.715215,0.612807,5.30424,0.922956
imagery_left_right_fist,subject_disjoint,20260918,subj0,256,3227,1671,0.750232,0.614602,7.13066,0.939788
imagery_left_right_fist,subject_disjoint,20260918,subj0,512,3227,1671,0.776883,0.608618,9.74857,0.961561
imagery_left_right_fist,subject_disjoint,20260918,subj0,1024,3227,1671,0.851875,0.607421,15.8383,0.98559
imagery_left_right_fist,subject_disjoint,20260918,subj0,2080,3227,1671,0.951348,0.593656,22.8181,1
imagery_left_right_fist,subject_disjoint,20260918,subj1,2,3288,1610,0.504562,0.502484,0.00604557,0.620652
imagery_left_right_fist,subject_disjoint,20260918,subj1,4,3288,1610,0.50882,0.509317,0.0275007,0.656597
imagery_left_right_fist,subject_disjoint,20260918,subj1,8,3288,1610,0.516119,0.508696,0.039215,0.706524
imagery_left_right_fist,subject_disjoint,20260918,subj1,16,3288,1610,0.518856,0.519876,0.0783597,0.773009
imagery_left_right_fist,subject_disjoint,20260918,subj1,32,3288,1610,0.531022,0.53913,0.173616,0.84564
imagery_left_right_fist,subject_disjoint,20260918,subj1,64,3288,1610,0.565389,0.527329,0.527732,0.904619
imagery_left_right_fist,subject_disjoint,20260918,subj1,128,3288,1610,0.703771,0.612422,4.84652,0.92867
imagery_left_right_fist,subject_disjoint,20260918,subj1,256,3288,1610,0.740572,0.638509,7.14573,0.944577
imagery_left_right_fist,subject_disjoint,20260918,subj1,512,3288,1610,0.780718,0.635404,9.83259,0.964704
imagery_left_right_fist,subject_disjoint,20260918,subj1,1024,3288,1610,0.852494,0.618634,15.7428,0.986746
imagery_left_right_fist,subject_disjoint,20260918,subj1,2080,3288,1610,0.945864,0.603727,22.8229,1
imagery_left_right_fist,subject_disjoint,20260918,subj2,2,3281,1617,0.502591,0.504638,0.00271268,0.66419
imagery_left_right_fist,subject_disjoint,20260918,subj2,4,3281,1617,0.506553,0.505257,0.00913607,0.698268
imagery_left_right_fist,subject_disjoint,20260918,subj2,8,3281,1617,0.51844,0.526902,0.0503547,0.742167
imagery_left_right_fist,subject_disjoint,20260918,subj2,16,3281,1617,0.526973,0.529375,0.0754352,0.797817
imagery_left_right_fist,subject_disjoint,20260918,subj2,32,3281,1617,0.531545,0.531231,0.173964,0.861767
imagery_left_right_fist,subject_disjoint,20260918,subj2,64,3281,1617,0.565376,0.553494,0.53839,0.912689
imagery_left_right_fist,subject_disjoint,20260918,subj2,128,3281,1617,0.705273,0.594929,5.28587,0.933477
imagery_left_right_fist,subject_disjoint,20260918,subj2,256,3281,1617,0.7516,0.617811,7.55904,0.948104
imagery_left_right_fist,subject_disjoint,20260918,subj2,512,3281,1617,0.790917,0.612863,10.7904,0.966877
imagery_left_right_fist,subject_disjoint,20260918,subj2,1024,3281,1617,0.858884,0.605442,16.7363,0.987546
imagery_left_right_fist,subject_disjoint,20260918,subj2,2080,3281,1617,0.956721,0.596166,22.8621,1
imagery_left_right_fist,subject_disjoint,20260919,subj0,2,3242,1656,0.503701,0.505435,0.00331183,0.634016
imagery_left_right_fist,subject_disjoint,20260919,subj0,4,3242,1656,0.508637,0.502415,0.0125849,0.672126
imagery_left_right_fist,subject_disjoint,20260919,subj0,8,3242,1656,0.510796,0.515097,0.0270371,0.723018
imagery_left_right_fist,subject_disjoint,20260919,subj0,16,3242,1656,0.516656,0.532005,0.100881,0.783817
imagery_left_right_fist,subject_disjoint,20260919,subj0,32,3242,1656,0.536089,0.538647,0.182344,0.851011
imagery_left_right_fist,subject_disjoint,20260919,subj0,64,3242,1656,0.544725,0.554952,0.375833,0.907286
imagery_left_right_fist,subject_disjoint,20260919,subj0,128,3242,1656,0.702961,0.6093,5.00215,0.929286
imagery_left_right_fist,subject_disjoint,20260919,subj0,256,3242,1656,0.747378,0.623792,7.48055,0.944921
imagery_left_right_fist,subject_disjoint,20260919,subj0,512,3242,1656,0.788094,0.612319,10.3719,0.964966
imagery_left_right_fist,subject_disjoint,20260919,subj0,1024,3242,1656,0.864281,0.608696,16.3705,0.986939
imagery_left_right_fist,subject_disjoint,20260919,subj0,2080,3242,1656,0.951265,0.592995,22.9319,1
imagery_left_right_fist,subject_disjoint,20260919,subj1,2,3264,1634,0.505208,0.492044,0.00432323,0.637036
imagery_left_right_fist,subject_disjoint,20260919,subj1,4,3264,1634,0.508578,0.5,0.0121663,0.673145
imagery_left_right_fist,subject_disjoint,20260919,subj1,8,3264,1634,0.520527,0.517136,0.0532918,0.721397
imagery_left_right_fist,subject_disjoint,20260919,subj1,16,3264,1634,0.523591,0.53672,0.0901042,0.783512
imagery_left_right_fist,subject_disjoint,20260919,subj1,32,3264,1634,0.51685,0.551408,0.156836,0.852327
imagery_left_right_fist,subject_disjoint,20260919,subj1,64,3264,1634,0.551164,0.553856,0.482061,0.907056
imagery_left_right_fist,subject_disjoint,20260919,subj1,128,3264,1634,0.708946,0.632803,5.00887,0.929666
imagery_left_right_fist,subject_disjoint,20260919,subj1,256,3264,1634,0.750613,0.624235,7.31335,0.945291
imagery_left_right_fist,subject_disjoint,20260919,subj1,512,3264,1634,0.796875,0.618727,10.5083,0.965204
imagery_left_right_fist,subject_disjoint,20260919,subj1,1024,3264,1634,0.856311,0.590575,16.172,0.987
imagery_left_right_fist,subject_disjoint,20260919,subj1,2080,3264,1634,0.949449,0.588739,22.8362,1
imagery_left_right_fist,subject_disjoint,20260919,subj2,2,3290,1608,0.505167,0.508706,0.00223341,0.63296
imagery_left_right_fist,subject_disjoint,20260919,subj2,4,3290,1608,0.511854,0.508085,0.0212577,0.666375
imagery_left_right_fist,subject_disjoint,20260919,subj2,8,3290,1608,0.518237,0.515547,0.0445111,0.71404
imagery_left_right_fist,subject_disjoint,20260919,subj2,16,3290,1608,0.534347,0.519279,0.102311,0.775274
imagery_left_right_fist,subject_disjoint,20260919,subj2,32,3290,1608,0.52766,0.532338,0.148737,0.846024
imagery_left_right_fist,subject_disjoint,20260919,subj2,64,3290,1608,0.56079,0.554104,0.521037,0.903736
imagery_left_right_fist,subject_disjoint,20260919,subj2,128,3290,1608,0.714286,0.593905,5.22351,0.926795
imagery_left_right_fist,subject_disjoint,20260919,subj2,256,3290,1608,0.751976,0.606965,7.11369,0.942773
imagery_left_right_fist,subject_disjoint,20260919,subj2,512,3290,1608,0.785714,0.61505,9.6436,0.963299
imagery_left_right_fist,subject_disjoint,20260919,subj2,1024,3290,1608,0.849544,0.600124,15.7391,0.986064
imagery_left_right_fist,subject_disjoint,20260919,subj2,2080,3290,1608,0.948936,0.587687,22.7854,1
imagery_left_right_fist,subject_disjoint,20260920,subj0,2,3243,1655,0.503546,0.502115,0.00111493,0.649593
imagery_left_right_fist,subject_disjoint,20260920,subj0,4,3243,1655,0.512797,0.510574,0.0217295,0.685159
imagery_left_right_fist,subject_disjoint,20260920,subj0,8,3243,1655,0.511255,0.512991,0.0363514,0.732076
imagery_left_right_fist,subject_disjoint,20260920,subj0,16,3243,1655,0.513105,0.520846,0.0817869,0.790313
imagery_left_right_fist,subject_disjoint,20260920,subj0,32,3243,1655,0.537774,0.537764,0.173832,0.855766
imagery_left_right_fist,subject_disjoint,20260920,subj0,64,3243,1655,0.569843,0.547432,0.46275,0.909709
imagery_left_right_fist,subject_disjoint,20260920,subj0,128,3243,1655,0.705828,0.605438,5.07986,0.930775
imagery_left_right_fist,subject_disjoint,20260920,subj0,256,3243,1655,0.745914,0.593353,6.90866,0.94599
imagery_left_right_fist,subject_disjoint,20260920,subj0,512,3243,1655,0.783225,0.613897,9.98176,0.965631
imagery_left_right_fist,subject_disjoint,20260920,subj0,1024,3243,1655,0.858773,0.619335,16.0625,0.987159
imagery_left_right_fist,subject_disjoint,20260920,subj0,2080,3243,1655,0.952205,0.603021,22.9035,1
imagery_left_right_fist,subject_disjoint,20260920,subj1,2,3276,1622,0.507631,0.49815,0.00525243,0.628868
imagery_left_right_fist,subject_disjoint,20260920,subj1,4,3276,1622,0.505189,0.501233,0.0168676,0.666384
imagery_left_right_fist,subject_disjoint,20260920,subj1,8,3276,1622,0.51801,0.51418,0.0390124,0.717619
imagery_left_right_fist,subject_disjoint,20260920,subj1,16,3276,1622,0.533272,0.511097,0.101611,0.77974
imagery_left_right_fist,subject_disjoint,20260920,subj1,32,3276,1622,0.533272,0.529593,0.167888,0.848107
imagery_left_right_fist,subject_disjoint,20260920,subj1,64,3276,1622,0.567155,0.559186,0.618846,0.904826
imagery_left_right_fist,subject_disjoint,20260920,subj1,128,3276,1622,0.724054,0.602959,5.7281,0.927553
imagery_left_right_fist,subject_disjoint,20260920,subj1,256,3276,1622,0.760379,0.603576,7.56022,0.943489
imagery_left_right_fist,subject_disjoint,20260920,subj1,512,3276,1622,0.791819,0.607275,10.3415,0.963955
imagery_left_right_fist,subject_disjoint,20260920,subj1,1024,3276,1622,0.8663,0.617139,16.5829,0.986456
imagery_left_right_fist,subject_disjoint,20260920,subj1,2080,3276,1622,0.95177,0.611591,22.9571,1
imagery_left_right_fist,subject_disjoint,20260920,subj2,2,3277,1621,0.501678,0.509562,0.00146893,0.619523
imagery_left_right_fist,subject_disjoint,20260920,subj2,4,3277,1621,0.508392,0.508945,0.0158413,0.655044
imagery_left_right_fist,subject_disjoint,20260920,subj2,8,3277,1621,0.513579,0.510796,0.041182,0.705839
imagery_left_right_fist,subject_disjoint,20260920,subj2,16,3277,1621,0.522429,0.523751,0.0864814,0.771089
imagery_left_right_fist,subject_disjoint,20260920,subj2,32,3277,1621,0.528227,0.523134,0.147766,0.842697
imagery_left_right_fist,subject_disjoint,20260920,subj2,64,3277,1621,0.552029,0.558297,0.469066,0.901641
imagery_left_right_fist,subject_disjoint,20260920,subj2,128,3277,1621,0.694843,0.639729,4.89718,0.92614
imagery_left_right_fist,subject_disjoint,20260920,subj2,256,3277,1621,0.747635,0.640962,7.35763,0.942543
imagery_left_right_fist,subject_disjoint,20260920,subj2,512,3277,1621,0.781813,0.639729,10.011,0.96329
imagery_left_right_fist,subject_disjoint,20260920,subj2,1024,3277,1621,0.857492,0.630475,15.8057,0.986165
imagery_left_right_fist,subject_disjoint,20260920,subj2,2080,3277,1621,0.947818,0.619371,22.6704,1
real_left_right_fist,trial_random,20260916,trial0,2,3264,1633,0.51011,0.489896,0.0132087,0.630238
real_left_right_fist,trial_random,20260916,trial0,4,3264,1633,0.525123,0.490508,0.0502087,0.663057
real_left_right_fist,trial_random,20260916,trial0,8,3264,1633,0.527574,0.486222,0.0770731,0.706971
real_left_right_fist,trial_random,20260916,trial0,16,3264,1633,0.544118,0.520514,0.161337,0.763971
real_left_right_fist,trial_random,20260916,trial0,32,3264,1633,0.552696,0.518065,0.261603,0.828342
real_left_right_fist,trial_random,20260916,trial0,64,3264,1633,0.581801,0.515615,0.58014,0.88785
real_left_right_fist,trial_random,20260916,trial0,128,3264,1633,0.72549,0.690753,4.84682,0.923312
real_left_right_fist,trial_random,20260916,trial0,256,3264,1633,0.795343,0.722596,8.64072,0.941739
real_left_right_fist,trial_random,20260916,trial0,512,3264,1633,0.832414,0.726271,11.9274,0.963011
real_left_right_fist,trial_random,20260916,trial0,1024,3264,1633,0.898284,0.707287,17.7017,0.986138
real_left_right_fist,trial_random,20260916,trial0,2080,3264,1633,0.974571,0.695652,22.8689,1
real_left_right_fist,trial_random,20260916,trial1,2,3265,1632,0.51026,0.472426,0.0186402,0.627534
real_left_right_fist,trial_random,20260916,trial1,4,3265,1632,0.509954,0.478554,0.0297026,0.659997
real_left_right_fist,trial_random,20260916,trial1,8,3265,1632,0.524043,0.485294,0.0640217,0.704736
real_left_right_fist,trial_random,20260916,trial1,16,3265,1632,0.532006,0.525735,0.113051,0.762585
real_left_right_fist,trial_random,20260916,trial1,32,3265,1632,0.553446,0.528186,0.267102,0.827187
real_left_right_fist,trial_random,20260916,trial1,64,3265,1632,0.590505,0.552083,0.589173,0.886367
real_left_right_fist,trial_random,20260916,trial1,128,3265,1632,0.728943,0.686887,4.92324,0.922247
real_left_right_fist,trial_random,20260916,trial1,256,3265,1632,0.791118,0.728554,8.53206,0.940881
real_left_right_fist,trial_random,20260916,trial1,512,3265,1632,0.830015,0.723652,11.5771,0.962433
real_left_right_fist,trial_random,20260916,trial1,1024,3265,1632,0.886983,0.726716,17.3487,0.985908
real_left_right_fist,trial_random,20260916,trial1,2080,3265,1632,0.975191,0.70098,23.0453,1
real_left_right_fist,trial_random,20260916,trial2,2,3265,1632,0.510873,0.481005,0.012594,0.620103
real_left_right_fist,trial_random,20260916,trial2,4,3265,1632,0.516998,0.491422,0.0259245,0.652847
real_left_right_fist,trial_random,20260916,trial2,8,3265,1632,0.528025,0.520833,0.0576797,0.698948
real_left_right_fist,trial_random,20260916,trial2,16,3265,1632,0.537519,0.511642,0.130143,0.758101
real_left_right_fist,trial_random,20260916,trial2,32,3265,1632,0.549464,0.526961,0.255593,0.823691
real_left_right_fist,trial_random,20260916,trial2,64,3265,1632,0.577029,0.522059,0.541295,0.884547
real_left_right_fist,trial_random,20260916,trial2,128,3265,1632,0.721593,0.690564,4.78421,0.920835
real_left_right_fist,trial_random,20260916,trial2,256,3265,1632,0.788055,0.737132,8.33208,0.939835
real_left_right_fist,trial_random,20260916,trial2,512,3265,1632,0.825727,0.729167,11.3256,0.961792
real_left_right_fist,trial_random,20260916,trial2,1024,3265,1632,0.891271,0.723039,17.543,0.985671
real_left_right_fist,trial_random,20260916,trial2,2080,3265,1632,0.973354,0.698529,23.1322,1
real_left_right_fist,trial_random,20260917,trial0,2,3264,1633,0.507353,0.49357,0.010799,0.627286
real_left_right_fist,trial_random,20260917,trial0,4,3264,1633,0.519914,0.500306,0.0423871,0.65983
real_left_right_fist,trial_random,20260917,trial0,8,3264,1633,0.523284,0.50398,0.0699185,0.704677
real_left_right_fist,trial_random,20260917,trial0,16,3264,1633,0.53125,0.502756,0.151633,0.761686
real_left_right_fist,trial_random,20260917,trial0,32,3264,1633,0.55576,0.534599,0.279368,0.826373
real_left_right_fist,trial_random,20260917,trial0,64,3264,1633,0.575368,0.526638,0.582181,0.886459
real_left_right_fist,trial_random,20260917,trial0,128,3264,1633,0.730699,0.68463,5.0938,0.92229
real_left_right_fist,trial_random,20260917,trial0,256,3264,1633,0.79136,0.730557,8.81549,0.940811
real_left_right_fist,trial_random,20260917,trial0,512,3264,1633,0.831189,0.74158,11.5178,0.962378
real_left_right_fist,trial_random,20260917,trial0,1024,3264,1633,0.893689,0.719535,17.5731,0.985878
real_left_right_fist,trial_random,20260917,trial0,2080,3264,1633,0.969056,0.719535,22.9332,1
real_left_right_fist,trial_random,20260917,trial1,2,3265,1632,0.514242,0.469363,0.012821,0.626867
real_left_right_fist,trial_random,20260917,trial1,4,3265,1632,0.513936,0.485907,0.0393522,0.659112
real_left_right_fist,trial_random,20260917,trial1,8,3265,1632,0.521286,0.501225,0.0666489,0.70364
real_left_right_fist,trial_random,20260917,trial1,16,3265,1632,0.53415,0.509191,0.155211,0.762314
real_left_right_fist,trial_random,20260917,trial1,32,3265,1632,0.561409,0.5,0.317921,0.826899
real_left_right_fist,trial_random,20260917,trial1,64,3265,1632,0.577948,0.520833,0.55238,0.886481
real_left_right_fist,trial_random,20260917,trial1,128,3265,1632,0.733844,0.686275,5.23533,0.922197
real_left_right_fist,trial_random,20260917,trial1,256,3265,1632,0.792649,0.716299,8.75618,0.940879
real_left_right_fist,trial_random,20260917,trial1,512,3265,1632,0.825115,0.720588,11.6313,0.962469
real_left_right_fist,trial_random,20260917,trial1,1024,3265,1632,0.891577,0.724877,17.3479,0.985919
real_left_right_fist,trial_random,20260917,trial1,2080,3265,1632,0.973354,0.709559,22.6688,1
real_left_right_fist,trial_random,20260917,trial2,2,3265,1632,0.51026,0.476716,0.00983169,0.623859
real_left_right_fist,trial_random,20260917,trial2,4,3265,1632,0.507198,0.479779,0.0136907,0.657122
real_left_right_fist,trial_random,20260917,trial2,8,3265,1632,0.524962,0.490809,0.0582037,0.702601
real_left_right_fist,trial_random,20260917,trial2,16,3265,1632,0.526187,0.504289,0.111795,0.760923
real_left_right_fist,trial_random,20260917,trial2,32,3265,1632,0.543338,0.539828,0.226204,0.82614
real_left_right_fist,trial_random,20260917,trial2,64,3265,1632,0.574885,0.531863,0.522115,0.885947
real_left_right_fist,trial_random,20260917,trial2,128,3265,1632,0.728025,0.696078,5.02903,0.921949
real_left_right_fist,trial_random,20260917,trial2,256,3265,1632,0.787749,0.738971,8.13036,0.940769
real_left_right_fist,trial_random,20260917,trial2,512,3265,1632,0.816233,0.740196,10.7773,0.962416
real_left_right_fist,trial_random,20260917,trial2,1024,3265,1632,0.887902,0.737132,16.9411,0.985939
real_left_right_fist,trial_random,20260917,trial2,2080,3265,1632,0.968147,0.721201,22.8377,1
real_left_right_fist,trial_random,20260918,trial0,2,3264,1633,0.509498,0.475811,0.00814675,0.624876
real_left_right_fist,trial_random,20260918,trial0,4,3264,1633,0.509498,0.492345,0.019979,0.65775
real_left_right_fist,trial_random,20260918,trial0,8,3264,1633,0.5144,0.526638,0.0377862,0.70265
real_left_right_fist,trial_random,20260918,trial0,16,3264,1633,0.530944,0.530925,0.106144,0.760648
real_left_right_fist,trial_random,20260918,trial0,32,3264,1633,0.553615,0.543784,0.259319,0.825675
real_left_right_fist,trial_random,20260918,trial0,64,3264,1633,0.591912,0.556644,0.583864,0.885959
real_left_right_fist,trial_random,20260918,trial0,128,3264,1633,0.728248,0.687079,5.02033,0.922128
real_left_right_fist,trial_random,20260918,trial0,256,3264,1633,0.797181,0.739743,8.3917,0.940807
real_left_right_fist,trial_random,20260918,trial0,512,3264,1633,0.830882,0.735456,11.5177,0.962397
real_left_right_fist,trial_random,20260918,trial0,1024,3264,1633,0.89185,0.728108,17.2964,0.985907
real_left_right_fist,trial_random,20260918,trial0,2080,3264,1633,0.970282,0.715248,22.9954,1
real_left_right_fist,trial_random,20260918,trial1,2,3265,1632,0.507198,0.495098,0.013884,0.626722
real_left_right_fist,trial_random,20260918,trial1,4,3265,1632,0.519449,0.495711,0.0576094,0.659478
real_left_right_fist,trial_random,20260918,trial1,8,3265,1632,0.530475,0.496324,0.0970191,0.704183
real_left_right_fist,trial_random,20260918,trial1,16,3265,1632,0.538132,0.501225,0.156304,0.762073
real_left_right_fist,trial_random,20260918,trial1,32,3265,1632,0.553752,0.511029,0.257575,0.826468
real_left_right_fist,trial_random,20260918,trial1,64,3265,1632,0.574885,0.525735,0.523411,0.886296
real_left_right_fist,trial_random,20260918,trial1,128,3265,1632,0.728331,0.679534,4.95926,0.922021
real_left_right_fist,trial_random,20260918,trial1,256,3265,1632,0.788974,0.731005,8.69073,0.940732
real_left_right_fist,trial_random,20260918,trial1,512,3265,1632,0.837672,0.721201,11.9225,0.96237
real_left_right_fist,trial_random,20260918,trial1,1024,3265,1632,0.899847,0.710784,17.7164,0.98589
real_left_right_fist,trial_random,20260918,trial1,2080,3265,1632,0.969372,0.710784,22.7646,1
real_left_right_fist,trial_random,20260918,trial2,2,3265,1632,0.504441,0.495098,0.00182448,0.62639
real_left_right_fist,trial_random,20260918,trial2,4,3265,1632,0.498622,0.523284,0.0158093,0.658657
real_left_right_fist,trial_random,20260918,trial2,8,3265,1632,0.520674,0.519608,0.0595951,0.703734
real_left_right_fist,trial_random,20260918,trial2,16,3265,1632,0.5317,0.510417,0.145553,0.761853
real_left_right_fist,trial_random,20260918,trial2,32,3265,1632,0.550383,0.529412,0.28065,0.826884
real_left_right_fist,trial_random,20260918,trial2,64,3265,1632,0.59173,0.520833,0.61577,0.886461
real_left_right_fist,trial_random,20260918,trial2,128,3265,1632,0.727412,0.679534,4.68647,0.922317
real_left_right_fist,trial_random,20260918,trial2,256,3265,1632,0.797856,0.735907,8.53262,0.940962
real_left_right_fist,trial_random,20260918,trial2,512,3265,1632,0.827565,0.746324,11.3761,0.962512
real_left_right_fist,trial_random,20260918,trial2,1024,3265,1632,0.886983,0.741422,17.1027,0.985939
real_left_right_fist,trial_random,20260918,trial2,2080,3265,1632,0.96876,0.719975,23.0574,1
real_left_right_fist,trial_random,20260919,trial0,2,3264,1633,0.502757,0.488671,0.00407985,0.625485
real_left_right_fist,trial_random,20260919,trial0,4,3264,1633,0.5144,0.496632,0.0278423,0.658119
real_left_right_fist,trial_random,20260919,trial0,8,3264,1633,0.525429,0.510716,0.0646302,0.70317
real_left_right_fist,trial_random,20260919,trial0,16,3264,1633,0.53799,0.502143,0.157916,0.761841
real_left_right_fist,trial_random,20260919,trial0,32,3264,1633,0.567096,0.510716,0.307424,0.826816
real_left_right_fist,trial_random,20260919,trial0,64,3264,1633,0.587929,0.524189,0.623141,0.886578
real_left_right_fist,trial_random,20260919,trial0,128,3264,1633,0.731005,0.701164,4.84262,0.922378
real_left_right_fist,trial_random,20260919,trial0,256,3264,1633,0.79136,0.731782,8.52447,0.941017
real_left_right_fist,trial_random,20260919,trial0,512,3264,1633,0.835172,0.733619,11.7648,0.962554
real_left_right_fist,trial_random,20260919,trial0,1024,3264,1633,0.898591,0.721984,17.5442,0.985968
real_left_right_fist,trial_random,20260919,trial0,2080,3264,1633,0.97212,0.714636,23.0524,1
real_left_right_fist,trial_random,20260919,trial1,2,3265,1632,0.51026,0.473039,0.00463269,0.631892
real_left_right_fist,trial_random,20260919,trial1,4,3265,1632,0.509648,0.491422,0.0355163,0.664047
real_left_right_fist,trial_random,20260919,trial1,8,3265,1632,0.528025,0.494485,0.0785191,0.708143
real_left_right_fist,trial_random,20260919,trial1,16,3265,1632,0.529556,0.509191,0.137113,0.764783
real_left_right_fist,trial_random,20260919,trial1,32,3265,1632,0.550689,0.522059,0.262659,0.828395
real_left_right_fist,trial_random,20260919,trial1,64,3265,1632,0.579479,0.536765,0.579621,0.887494
real_left_right_fist,trial_random,20260919,trial1,128,3265,1632,0.728331,0.689338,5.02079,0.923082
real_left_right_fist,trial_random,20260919,trial1,256,3265,1632,0.785605,0.743873,8.19835,0.941481
real_left_right_fist,trial_random,20260919,trial1,512,3265,1632,0.835222,0.734681,11.5827,0.962838
real_left_right_fist,trial_random,20260919,trial1,1024,3265,1632,0.894028,0.723652,17.4174,0.986063
real_left_right_fist,trial_random,20260919,trial1,2080,3265,1632,0.974273,0.716299,22.9486,1
real_left_right_fist,trial_random,20260919,trial2,2,3265,1632,0.498622,0.489583,0.00272144,0.620442
real_left_right_fist,trial_random,20260919,trial2,4,3265,1632,0.51608,0.49326,0.0331006,0.653688
real_left_right_fist,trial_random,20260919,trial2,8,3265,1632,0.514242,0.528186,0.0530504,0.699449
real_left_right_fist,trial_random,20260919,trial2,16,3265,1632,0.529862,0.510417,0.113242,0.758185
real_left_right_fist,trial_random,20260919,trial2,32,3265,1632,0.54487,0.516544,0.259194,0.82391
real_left_right_fist,trial_random,20260919,trial2,64,3265,1632,0.575804,0.520221,0.561942,0.884556
real_left_right_fist,trial_random,20260919,trial2,128,3265,1632,0.72925,0.686275,4.88415,0.920926
real_left_right_fist,trial_random,20260919,trial2,256,3265,1632,0.796937,0.735294,8.6199,0.939941
real_left_right_fist,trial_random,20260919,trial2,512,3265,1632,0.826953,0.737745,11.619,0.96185
real_left_right_fist,trial_random,20260919,trial2,1024,3265,1632,0.895559,0.727328,17.7776,0.985697
real_left_right_fist,trial_random,20260919,trial2,2080,3265,1632,0.975191,0.730392,22.9038,1
real_left_right_fist,trial_random,20260920,trial0,2,3264,1633,0.512255,0.481323,0.0110893,0.625215
real_left_right_fist,trial_random,20260920,trial0,4,3264,1633,0.520221,0.485609,0.0631162,0.658055
real_left_right_fist,trial_random,20260920,trial0,8,3264,1633,0.529412,0.497244,0.085939,0.70257
real_left_right_fist,trial_random,20260920,trial0,16,3264,1633,0.542279,0.510104,0.146166,0.759985
real_left_right_fist,trial_random,20260920,trial0,32,3264,1633,0.554534,0.521127,0.247171,0.824745
real_left_right_fist,trial_random,20260920,trial0,64,3264,1633,0.588235,0.533987,0.556374,0.884819
real_left_right_fist,trial_random,20260920,trial0,128,3264,1633,0.712929,0.699939,4.72652,0.921216
real_left_right_fist,trial_random,20260920,trial0,256,3264,1633,0.794118,0.734231,8.58841,0.940137
real_left_right_fist,trial_random,20260920,trial0,512,3264,1633,0.823223,0.742192,11.446,0.961975
real_left_right_fist,trial_random,20260920,trial0,1024,3264,1633,0.891544,0.726883,17.534,0.985741
real_left_right_fist,trial_random,20260920,trial0,2080,3264,1633,0.96875,0.711574,22.9115,1
real_left_right_fist,trial_random,20260920,trial1,2,3265,1632,0.505054,0.488971,0.0128484,0.627426
real_left_right_fist,trial_random,20260920,trial1,4,3265,1632,0.499541,0.487745,0.0227354,0.659962
real_left_right_fist,trial_random,20260920,trial1,8,3265,1632,0.520674,0.497549,0.05807,0.704728
real_left_right_fist,trial_random,20260920,trial1,16,3265,1632,0.537519,0.507966,0.137644,0.762905
real_left_right_fist,trial_random,20260920,trial1,32,3265,1632,0.545482,0.518382,0.277977,0.827519
real_left_right_fist,trial_random,20260920,trial1,64,3265,1632,0.588668,0.522059,0.6022,0.886958
real_left_right_fist,trial_random,20260920,trial1,128,3265,1632,0.737825,0.686275,5.27352,0.922617
real_left_right_fist,trial_random,20260920,trial1,256,3265,1632,0.786524,0.71201,8.51916,0.941138
real_left_right_fist,trial_random,20260920,trial1,512,3265,1632,0.830322,0.714461,11.605,0.962632
real_left_right_fist,trial_random,20260920,trial1,1024,3265,1632,0.891577,0.710172,17.6969,0.985991
real_left_right_fist,trial_random,20260920,trial1,2080,3265,1632,0.973354,0.697917,22.8199,1
real_left_right_fist,trial_random,20260920,trial2,2,3265,1632,0.508729,0.478554,0.00556566,0.625337
real_left_right_fist,trial_random,20260920,trial2,4,3265,1632,0.520061,0.485907,0.0390475,0.657984
real_left_right_fist,trial_random,20260920,trial2,8,3265,1632,0.530781,0.495098,0.0697263,0.703402
real_left_right_fist,trial_random,20260920,trial2,16,3265,1632,0.543645,0.520221,0.128558,0.762022
real_left_right_fist,trial_random,20260920,trial2,32,3265,1632,0.561715,0.536152,0.270029,0.827006
real_left_right_fist,trial_random,20260920,trial2,64,3265,1632,0.575804,0.532475,0.574969,0.887071
real_left_right_fist,trial_random,20260920,trial2,128,3265,1632,0.744257,0.680147,5.05189,0.92257
real_left_right_fist,trial_random,20260920,trial2,256,3265,1632,0.792956,0.720588,8.66855,0.941151
real_left_right_fist,trial_random,20260920,trial2,512,3265,1632,0.833691,0.728554,11.6577,0.962647
real_left_right_fist,trial_random,20260920,trial2,1024,3265,1632,0.898622,0.729779,17.5574,0.985994
