dataset,task,model,preproc,protocol,seed,subject,n_test,accuracy
bci2a,bci2a_left_right,shallow_fbcsp,ztrial,session_disjoint,20260918,4,288,0.631944
bci2a,bci2a_left_right,shallow_fbcsp,ztrial,session_disjoint,20260918,5,288,0.520833
bci2a,bci2a_left_right,shallow_fbcsp,ztrial,session_disjoint,20260918,6,288,0.611111
bci2a,bci2a_left_right,shallow_fbcsp,ztrial,session_disjoint,20260918,7,288,0.520833
bci2a,bci2a_left_right,shallow_fbcsp,ztrial,session_disjoint,20260918,8,288,0.878472
bci2a,bci2a_left_right,shallow_fbcsp,ztrial,session_disjoint,20260918,9,288,0.736111
bci2a,bci2a_left_right,shallow_fbcsp,ztrial,loso,20260916,1,288,0.805556
bci2a,bci2a_left_right,shallow_fbcsp,ztrial,loso,20260916,2,288,0.590278
bci2a,bci2a_left_right,shallow_fbcsp,ztrial,loso,20260916,3,288,0.701389
bci2a,bci2a_left_right,shallow_fbcsp,ztrial,loso,20260916,4,288,0.611111
bci2a,bci2a_left_right,shallow_fbcsp,ztrial,loso,20260916,5,288,0.493056
bci2a,bci2a_left_right,shallow_fbcsp,ztrial,loso,20260916,6,288,0.631944
bci2a,bci2a_left_right,shallow_fbcsp,ztrial,loso,20260916,7,288,0.579861
bci2a,bci2a_left_right,shallow_fbcsp,ztrial,loso,20260916,8,288,0.78125
bci2a,bci2a_left_right,shallow_fbcsp,ztrial,loso,20260916,9,288,0.743056
bci2a,bci2a_left_right,shallow_fbcsp,ztrial,loso,20260917,1,288,0.746528
bci2a,bci2a_left_right,shallow_fbcsp,ztrial,loso,20260917,2,288,0.5625
bci2a,bci2a_left_right,shallow_fbcsp,ztrial,loso,20260917,3,288,0.892361
bci2a,bci2a_left_right,shallow_fbcsp,ztrial,loso,20260917,4,288,0.552083
bci2a,bci2a_left_right,shallow_fbcsp,ztrial,loso,20260917,5,288,0.510417
bci2a,bci2a_left_right,shallow_fbcsp,ztrial,loso,20260917,6,288,0.631944
bci2a,bci2a_left_right,shallow_fbcsp,ztrial,loso,20260917,7,288,0.520833
bci2a,bci2a_left_right,shallow_fbcsp,ztrial,loso,20260917,8,288,0.864583
bci2a,bci2a_left_right,shallow_fbcsp,ztrial,loso,20260917,9,288,0.732639
bci2a,bci2a_left_right,shallow_fbcsp,ztrial,loso,20260918,1,288,0.78125
bci2a,bci2a_left_right,shallow_fbcsp,ztrial,loso,20260918,2,288,0.510417
bci2a,bci2a_left_right,shallow_fbcsp,ztrial,loso,20260918,3,288,0.753472
bci2a,bci2a_left_right,shallow_fbcsp,ztrial,loso,20260918,4,288,0.552083
bci2a,bci2a_left_right,shallow_fbcsp,ztrial,loso,20260918,5,288,0.517361
bci2a,bci2a_left_right,shallow_fbcsp,ztrial,loso,20260918,6,288,0.701389
bci2a,bci2a_left_right,shallow_fbcsp,ztrial,loso,20260918,7,288,0.520833
bci2a,bci2a_left_right,shallow_fbcsp,ztrial,loso,20260918,8,288,0.892361
bci2a,bci2a_left_right,shallow_fbcsp,ztrial,loso,20260918,9,288,0.649306
bci2a,bci2a_left_right,shallow_fbcsp,ztrial,subject_disjoint_5,20260916,1,288,0.791667
bci2a,bci2a_left_right,shallow_fbcsp,ztrial,subject_disjoint_5,20260916,2,288,0.572917
bci2a,bci2a_left_right,shallow_fbcsp,ztrial,subject_disjoint_5,20260916,3,288,0.663194
bci2a,bci2a_left_right,shallow_fbcsp,ztrial,subject_disjoint_5,20260916,4,288,0.600694
bci2a,bci2a_left_right,shallow_fbcsp,ztrial,subject_disjoint_5,20260916,5,288,0.510417
bci2a,bci2a_left_right,shallow_fbcsp,ztrial,subject_disjoint_5,20260916,6,288,0.576389
bci2a,bci2a_left_right,shallow_fbcsp,ztrial,subject_disjoint_5,20260916,7,288,0.555556
bci2a,bci2a_left_right,shallow_fbcsp,ztrial,subject_disjoint_5,20260916,8,288,0.78125
bci2a,bci2a_left_right,shallow_fbcsp,ztrial,subject_disjoint_5,20260916,9,288,0.631944
bci2a,bci2a_left_right,shallow_fbcsp,ztrial,subject_disjoint_5,20260917,1,288,0.680556
bci2a,bci2a_left_right,shallow_fbcsp,ztrial,subject_disjoint_5,20260917,2,288,0.597222
bci2a,bci2a_left_right,shallow_fbcsp,ztrial,subject_disjoint_5,20260917,3,288,0.788194
bci2a,bci2a_left_right,shallow_fbcsp,ztrial,subject_disjoint_5,20260917,4,288,0.565972
bci2a,bci2a_left_right,shallow_fbcsp,ztrial,subject_disjoint_5,20260917,5,288,0.520833
bci2a,bci2a_left_right,shallow_fbcsp,ztrial,subject_disjoint_5,20260917,6,288,0.611111
bci2a,bci2a_left_right,shallow_fbcsp,ztrial,subject_disjoint_5,20260917,7,288,0.510417
bci2a,bci2a_left_right,shallow_fbcsp,ztrial,subject_disjoint_5,20260917,8,288,0.864583
bci2a,bci2a_left_right,shallow_fbcsp,ztrial,subject_disjoint_5,20260917,9,288,0.659722
bci2a,bci2a_left_right,shallow_fbcsp,ztrial,subject_disjoint_5,20260918,1,288,0.78125
bci2a,bci2a_left_right,shallow_fbcsp,ztrial,subject_disjoint_5,20260918,2,288,0.59375
bci2a,bci2a_left_right,shallow_fbcsp,ztrial,subject_disjoint_5,20260918,3,288,0.770833
bci2a,bci2a_left_right,shallow_fbcsp,ztrial,subject_disjoint_5,20260918,4,288,0.600694
bci2a,bci2a_left_right,shallow_fbcsp,ztrial,subject_disjoint_5,20260918,5,288,0.5
bci2a,bci2a_left_right,shallow_fbcsp,ztrial,subject_disjoint_5,20260918,6,288,0.663194
bci2a,bci2a_left_right,shallow_fbcsp,ztrial,subject_disjoint_5,20260918,7,288,0.513889
bci2a,bci2a_left_right,shallow_fbcsp,ztrial,subject_disjoint_5,20260918,8,288,0.850694
bci2a,bci2a_left_right,shallow_fbcsp,ztrial,subject_disjoint_5,20260918,9,288,0.760417
bci2a,bci2a_left_right,shallow_fbcsp,ztrial,within_session,20260916,1,288,0.545139
bci2a,bci2a_left_right,shallow_fbcsp,ztrial,within_session,20260916,2,288,0.496528
bci2a,bci2a_left_right,shallow_fbcsp,ztrial,within_session,20260916,3,288,0.621528
bci2a,bci2a_left_right,shallow_fbcsp,ztrial,within_session,20260916,4,288,0.572917
bci2a,bci2a_left_right,shallow_fbcsp,ztrial,within_session,20260916,5,288,0.506944
bci2a,bci2a_left_right,shallow_fbcsp,ztrial,within_session,20260916,6,288,0.5
bci2a,bci2a_left_right,shallow_fbcsp,ztrial,within_session,20260916,7,288,0.5
bci2a,bci2a_left_right,shallow_fbcsp,ztrial,within_session,20260916,8,288,0.680556
bci2a,bci2a_left_right,shallow_fbcsp,ztrial,within_session,20260916,9,288,0.760417
bci2a,bci2a_left_right,shallow_fbcsp,ztrial,within_session,20260917,1,288,0.586806
bci2a,bci2a_left_right,shallow_fbcsp,ztrial,within_session,20260917,2,288,0.520833
bci2a,bci2a_left_right,shallow_fbcsp,ztrial,within_session,20260917,3,288,0.861111
bci2a,bci2a_left_right,shallow_fbcsp,ztrial,within_session,20260917,4,288,0.53125
bci2a,bci2a_left_right,shallow_fbcsp,ztrial,within_session,20260917,5,288,0.482639
bci2a,bci2a_left_right,shallow_fbcsp,ztrial,within_session,20260917,6,288,0.486111
bci2a,bci2a_left_right,shallow_fbcsp,ztrial,within_session,20260917,7,288,0.506944
bci2a,bci2a_left_right,shallow_fbcsp,ztrial,within_session,20260917,8,288,0.850694
bci2a,bci2a_left_right,shallow_fbcsp,ztrial,within_session,20260917,9,288,0.729167
bci2a,bci2a_left_right,shallow_fbcsp,ztrial,within_session,20260918,1,288,0.642361
bci2a,bci2a_left_right,shallow_fbcsp,ztrial,within_session,20260918,2,288,0.5
bci2a,bci2a_left_right,shallow_fbcsp,ztrial,within_session,20260918,3,288,0.802083
bci2a,bci2a_left_right,shallow_fbcsp,ztrial,within_session,20260918,4,288,0.506944
bci2a,bci2a_left_right,shallow_fbcsp,ztrial,within_session,20260918,5,288,0.482639
bci2a,bci2a_left_right,shallow_fbcsp,ztrial,within_session,20260918,6,288,0.465278
bci2a,bci2a_left_right,shallow_fbcsp,ztrial,within_session,20260918,7,288,0.493056
bci2a,bci2a_left_right,shallow_fbcsp,ztrial,within_session,20260918,8,288,0.684028
bci2a,bci2a_left_right,shallow_fbcsp,ztrial,within_session,20260918,9,288,0.822917
