task,clf,protocol,seed,fold,n_train,n_test,train_acc,test_acc
real_left_right_fist,knn,subject_disjoint,20260916,subj1,3280,1617,0.728963,0.518244
real_left_right_fist,mdm,subject_disjoint,20260916,subj1,3280,1617,0.525915,0.53927
real_left_right_fist,lr,subject_disjoint,20260916,subj2,3274,1623,0.968235,0.675909
real_left_right_fist,slda,subject_disjoint,20260916,subj2,3274,1623,0.938607,0.661121
real_left_right_fist,linsvm,subject_disjoint,20260916,subj2,3274,1623,1,0.648182
real_left_right_fist,ridge,subject_disjoint,20260916,subj2,3274,1623,0.967624,0.628466
real_left_right_fist,knn,subject_disjoint,20260916,subj2,3274,1623,0.72694,0.521873
real_left_right_fist,mdm,subject_disjoint,20260916,subj2,3274,1623,0.602627,0.583487
real_left_right_fist,lr,subject_disjoint,20260917,subj0,3219,1678,0.977633,0.643623
real_left_right_fist,slda,subject_disjoint,20260917,subj0,3219,1678,0.948742,0.619785
real_left_right_fist,linsvm,subject_disjoint,20260917,subj0,3219,1678,1,0.612038
real_left_right_fist,ridge,subject_disjoint,20260917,subj0,3219,1678,0.970798,0.602503
real_left_right_fist,knn,subject_disjoint,20260917,subj0,3219,1678,0.745884,0.498808
real_left_right_fist,mdm,subject_disjoint,20260917,subj0,3219,1678,0.591488,0.584029
real_left_right_fist,lr,subject_disjoint,20260917,subj1,3292,1605,0.970535,0.619938
real_left_right_fist,slda,subject_disjoint,20260917,subj1,3292,1605,0.943196,0.613084
real_left_right_fist,linsvm,subject_disjoint,20260917,subj1,3292,1605,1,0.604984
real_left_right_fist,ridge,subject_disjoint,20260917,subj1,3292,1605,0.965371,0.594393
real_left_right_fist,knn,subject_disjoint,20260917,subj1,3292,1605,0.725395,0.529595
real_left_right_fist,mdm,subject_disjoint,20260917,subj1,3292,1605,0.530073,0.510903
real_left_right_fist,lr,subject_disjoint,20260917,subj2,3283,1614,0.971977,0.649318
real_left_right_fist,slda,subject_disjoint,20260917,subj2,3283,1614,0.944563,0.625774
real_left_right_fist,linsvm,subject_disjoint,20260917,subj2,3283,1614,1,0.622057
real_left_right_fist,ridge,subject_disjoint,20260917,subj2,3283,1614,0.968626,0.623296
real_left_right_fist,knn,subject_disjoint,20260917,subj2,3283,1614,0.730125,0.508674
real_left_right_fist,mdm,subject_disjoint,20260917,subj2,3283,1614,0.610417,0.578686
real_left_right_fist,lr,subject_disjoint,20260918,subj0,3235,1662,0.973725,0.637786
real_left_right_fist,slda,subject_disjoint,20260918,subj0,3235,1662,0.941886,0.635379
real_left_right_fist,linsvm,subject_disjoint,20260918,subj0,3235,1662,1,0.615523
real_left_right_fist,ridge,subject_disjoint,20260918,subj0,3235,1662,0.96507,0.601083
real_left_right_fist,knn,subject_disjoint,20260918,subj0,3235,1662,0.724266,0.508424
real_left_right_fist,mdm,subject_disjoint,20260918,subj0,3235,1662,0.579907,0.592058
real_left_right_fist,lr,subject_disjoint,20260918,subj1,3289,1608,0.976589,0.628731
real_left_right_fist,slda,subject_disjoint,20260918,subj1,3289,1608,0.94588,0.615672
real_left_right_fist,linsvm,subject_disjoint,20260918,subj1,3289,1608,1,0.607587
real_left_right_fist,ridge,subject_disjoint,20260918,subj1,3289,1608,0.975676,0.597015
real_left_right_fist,knn,subject_disjoint,20260918,subj1,3289,1608,0.737914,0.5199
real_left_right_fist,mdm,subject_disjoint,20260918,subj1,3289,1608,0.559441,0.541045
real_left_right_fist,lr,subject_disjoint,20260918,subj2,3270,1627,0.975841,0.634296
real_left_right_fist,slda,subject_disjoint,20260918,subj2,3270,1627,0.951376,0.601106
real_left_right_fist,linsvm,subject_disjoint,20260918,subj2,3270,1627,1,0.605409
real_left_right_fist,ridge,subject_disjoint,20260918,subj2,3270,1627,0.974312,0.590658
real_left_right_fist,knn,subject_disjoint,20260918,subj2,3270,1627,0.73792,0.507683
real_left_right_fist,mdm,subject_disjoint,20260918,subj2,3270,1627,0.598165,0.573448
real_left_right_fist,lr,subject_disjoint,20260919,subj0,3244,1653,0.969482,0.648518
real_left_right_fist,slda,subject_disjoint,20260919,subj0,3244,1653,0.944513,0.649123
real_left_right_fist,linsvm,subject_disjoint,20260919,subj0,3244,1653,1,0.626134
real_left_right_fist,ridge,subject_disjoint,20260919,subj0,3244,1653,0.97164,0.630974
real_left_right_fist,knn,subject_disjoint,20260919,subj0,3244,1653,0.724723,0.516031
real_left_right_fist,mdm,subject_disjoint,20260919,subj0,3244,1653,0.54254,0.542045
real_left_right_fist,lr,subject_disjoint,20260919,subj1,3258,1639,0.975138,0.636974
real_left_right_fist,slda,subject_disjoint,20260919,subj1,3258,1639,0.944138,0.61928
real_left_right_fist,linsvm,subject_disjoint,20260919,subj1,3258,1639,1,0.621721
real_left_right_fist,ridge,subject_disjoint,20260919,subj1,3258,1639,0.971762,0.587553
real_left_right_fist,knn,subject_disjoint,20260919,subj1,3258,1639,0.74248,0.532032
real_left_right_fist,mdm,subject_disjoint,20260919,subj1,3258,1639,0.542664,0.536303
real_left_right_fist,lr,subject_disjoint,20260919,subj2,3292,1605,0.973876,0.637383
real_left_right_fist,slda,subject_disjoint,20260919,subj2,3292,1605,0.944411,0.626791
real_left_right_fist,linsvm,subject_disjoint,20260919,subj2,3292,1605,1,0.615576
real_left_right_fist,ridge,subject_disjoint,20260919,subj2,3292,1605,0.970231,0.606854
real_left_right_fist,knn,subject_disjoint,20260919,subj2,3292,1605,0.734812,0.516511
real_left_right_fist,mdm,subject_disjoint,20260919,subj2,3292,1605,0.521871,0.525857
real_left_right_fist,lr,subject_disjoint,20260920,subj0,3237,1660,0.977757,0.64759
real_left_right_fist,slda,subject_disjoint,20260920,subj0,3237,1660,0.949027,0.63494
real_left_right_fist,linsvm,subject_disjoint,20260920,subj0,3237,1660,1,0.631325
real_left_right_fist,ridge,subject_disjoint,20260920,subj0,3237,1660,0.973123,0.606024
real_left_right_fist,knn,subject_disjoint,20260920,subj0,3237,1660,0.726599,0.53012
real_left_right_fist,mdm,subject_disjoint,20260920,subj0,3237,1660,0.517454,0.507831
real_left_right_fist,lr,subject_disjoint,20260920,subj1,3280,1617,0.966463,0.670377
real_left_right_fist,slda,subject_disjoint,20260920,subj1,3280,1617,0.939939,0.632035
real_left_right_fist,linsvm,subject_disjoint,20260920,subj1,3280,1617,1,0.636982
real_left_right_fist,ridge,subject_disjoint,20260920,subj1,3280,1617,0.962195,0.617811
real_left_right_fist,knn,subject_disjoint,20260920,subj1,3280,1617,0.730793,0.508967
real_left_right_fist,mdm,subject_disjoint,20260920,subj1,3280,1617,0.584756,0.611626
real_left_right_fist,lr,subject_disjoint,20260920,subj2,3277,1620,0.976808,0.634568
real_left_right_fist,slda,subject_disjoint,20260920,subj2,3277,1620,0.948734,0.614198
real_left_right_fist,linsvm,subject_disjoint,20260920,subj2,3277,1620,1,0.612346
real_left_right_fist,ridge,subject_disjoint,20260920,subj2,3277,1620,0.970095,0.614198
real_left_right_fist,knn,subject_disjoint,20260920,subj2,3277,1620,0.744278,0.531481
real_left_right_fist,mdm,subject_disjoint,20260920,subj2,3277,1620,0.604211,0.57963
imagery_fists_feet,lr,trial_random,20260916,trial0,3264,1633,0.9375,0.646663
imagery_fists_feet,slda,trial_random,20260916,trial0,3264,1633,0.903493,0.620331
imagery_fists_feet,linsvm,trial_random,20260916,trial0,3264,1633,0.997549,0.619718
imagery_fists_feet,ridge,trial_random,20260916,trial0,3264,1633,0.934436,0.606859
imagery_fists_feet,knn,trial_random,20260916,trial0,3264,1633,0.742647,0.545009
imagery_fists_feet,mdm,trial_random,20260916,trial0,3264,1633,0.515625,0.500919
imagery_fists_feet,lr,trial_random,20260916,trial1,3265,1632,0.950077,0.618873
imagery_fists_feet,slda,trial_random,20260916,trial1,3265,1632,0.914855,0.591299
imagery_fists_feet,linsvm,trial_random,20260916,trial1,3265,1632,0.99755,0.595588
imagery_fists_feet,ridge,trial_random,20260916,trial1,3265,1632,0.946708,0.58027
imagery_fists_feet,knn,trial_random,20260916,trial1,3265,1632,0.735988,0.547794
imagery_fists_feet,mdm,trial_random,20260916,trial1,3265,1632,0.52098,0.497549
imagery_fists_feet,lr,trial_random,20260916,trial2,3265,1632,0.952221,0.613358
imagery_fists_feet,slda,trial_random,20260916,trial2,3265,1632,0.917917,0.584559
imagery_fists_feet,linsvm,trial_random,20260916,trial2,3265,1632,0.999694,0.588848
imagery_fists_feet,ridge,trial_random,20260916,trial2,3265,1632,0.947014,0.568015
imagery_fists_feet,knn,trial_random,20260916,trial2,3265,1632,0.744257,0.547794
imagery_fists_feet,mdm,trial_random,20260916,trial2,3265,1632,0.517611,0.491422
imagery_fists_feet,lr,trial_random,20260917,trial0,3264,1633,0.943934,0.631353
imagery_fists_feet,slda,trial_random,20260917,trial0,3264,1633,0.910233,0.605021
imagery_fists_feet,linsvm,trial_random,20260917,trial0,3264,1633,0.998468,0.612982
imagery_fists_feet,ridge,trial_random,20260917,trial0,3264,1633,0.938419,0.590937
imagery_fists_feet,knn,trial_random,20260917,trial0,3264,1633,0.744485,0.529088
imagery_fists_feet,mdm,trial_random,20260917,trial0,3264,1633,0.52451,0.507655
imagery_fists_feet,lr,trial_random,20260917,trial1,3265,1632,0.950077,0.636029
imagery_fists_feet,slda,trial_random,20260917,trial1,3265,1632,0.907198,0.595588
imagery_fists_feet,linsvm,trial_random,20260917,trial1,3265,1632,0.999387,0.614583
imagery_fists_feet,ridge,trial_random,20260917,trial1,3265,1632,0.945176,0.58701
imagery_fists_feet,knn,trial_random,20260917,trial1,3265,1632,0.74242,0.54902
imagery_fists_feet,mdm,trial_random,20260917,trial1,3265,1632,0.514242,0.48652
imagery_fists_feet,lr,trial_random,20260917,trial2,3265,1632,0.946401,0.625
imagery_fists_feet,slda,trial_random,20260917,trial2,3265,1632,0.910567,0.592525
imagery_fists_feet,linsvm,trial_random,20260917,trial2,3265,1632,0.999081,0.595588
imagery_fists_feet,ridge,trial_random,20260917,trial2,3265,1632,0.94487,0.583946
imagery_fists_feet,knn,trial_random,20260917,trial2,3265,1632,0.735375,0.552083
imagery_fists_feet,mdm,trial_random,20260917,trial2,3265,1632,0.520674,0.481005
imagery_fists_feet,lr,trial_random,20260918,trial0,3264,1633,0.952206,0.636865
imagery_fists_feet,slda,trial_random,20260918,trial0,3264,1633,0.915135,0.585426
imagery_fists_feet,linsvm,trial_random,20260918,trial0,3264,1633,0.999694,0.600735
imagery_fists_feet,ridge,trial_random,20260918,trial0,3264,1633,0.946691,0.590325
imagery_fists_feet,knn,trial_random,20260918,trial0,3264,1633,0.736213,0.543784
imagery_fists_feet,mdm,trial_random,20260918,trial0,3264,1633,0.526654,0.504593
imagery_fists_feet,lr,trial_random,20260918,trial1,3265,1632,0.94732,0.620098
imagery_fists_feet,slda,trial_random,20260918,trial1,3265,1632,0.911179,0.596201
imagery_fists_feet,linsvm,trial_random,20260918,trial1,3265,1632,0.998469,0.604167
imagery_fists_feet,ridge,trial_random,20260918,trial1,3265,1632,0.942726,0.589461
imagery_fists_feet,knn,trial_random,20260918,trial1,3265,1632,0.74487,0.541667
imagery_fists_feet,mdm,trial_random,20260918,trial1,3265,1632,0.527412,0.5
imagery_fists_feet,lr,trial_random,20260918,trial2,3265,1632,0.941501,0.634804
imagery_fists_feet,slda,trial_random,20260918,trial2,3265,1632,0.906891,0.598652
imagery_fists_feet,linsvm,trial_random,20260918,trial2,3265,1632,0.998162,0.604167
imagery_fists_feet,ridge,trial_random,20260918,trial2,3265,1632,0.933231,0.58701
imagery_fists_feet,knn,trial_random,20260918,trial2,3265,1632,0.738744,0.555147
imagery_fists_feet,mdm,trial_random,20260918,trial2,3265,1632,0.514242,0.504289
imagery_fists_feet,lr,trial_random,20260919,trial0,3264,1633,0.942708,0.641151
imagery_fists_feet,slda,trial_random,20260919,trial0,3264,1633,0.911765,0.603184
imagery_fists_feet,linsvm,trial_random,20260919,trial0,3264,1633,0.997549,0.608083
imagery_fists_feet,ridge,trial_random,20260919,trial0,3264,1633,0.942708,0.594611
imagery_fists_feet,knn,trial_random,20260919,trial0,3264,1633,0.752145,0.557869
imagery_fists_feet,mdm,trial_random,20260919,trial0,3264,1633,0.516238,0.48316
imagery_fists_feet,lr,trial_random,20260919,trial1,3265,1632,0.945176,0.640319
imagery_fists_feet,slda,trial_random,20260919,trial1,3265,1632,0.916386,0.59375
imagery_fists_feet,linsvm,trial_random,20260919,trial1,3265,1632,0.998775,0.594975
imagery_fists_feet,ridge,trial_random,20260919,trial1,3265,1632,0.947014,0.582721
imagery_fists_feet,knn,trial_random,20260919,trial1,3265,1632,0.74487,0.560049
imagery_fists_feet,mdm,trial_random,20260919,trial1,3265,1632,0.515467,0.473039
imagery_fists_feet,lr,trial_random,20260919,trial2,3265,1632,0.943645,0.615809
imagery_fists_feet,slda,trial_random,20260919,trial2,3265,1632,0.913629,0.590686
imagery_fists_feet,linsvm,trial_random,20260919,trial2,3265,1632,0.997856,0.585172
imagery_fists_feet,ridge,trial_random,20260919,trial2,3265,1632,0.945789,0.572917
imagery_fists_feet,knn,trial_random,20260919,trial2,3265,1632,0.743032,0.530025
imagery_fists_feet,mdm,trial_random,20260919,trial2,3265,1632,0.565697,0.519608
imagery_fists_feet,lr,trial_random,20260920,trial0,3264,1633,0.946691,0.628291
imagery_fists_feet,slda,trial_random,20260920,trial0,3264,1633,0.913297,0.596448
imagery_fists_feet,linsvm,trial_random,20260920,trial0,3264,1633,0.998775,0.601347
imagery_fists_feet,ridge,trial_random,20260920,trial0,3264,1633,0.946078,0.595836
imagery_fists_feet,knn,trial_random,20260920,trial0,3264,1633,0.731618,0.537048
imagery_fists_feet,mdm,trial_random,20260920,trial0,3264,1633,0.513787,0.489896
imagery_fists_feet,lr,trial_random,20260920,trial1,3265,1632,0.94487,0.63848
imagery_fists_feet,slda,trial_random,20260920,trial1,3265,1632,0.907198,0.603554
imagery_fists_feet,linsvm,trial_random,20260920,trial1,3265,1632,0.999081,0.602941
imagery_fists_feet,ridge,trial_random,20260920,trial1,3265,1632,0.936907,0.583333
imagery_fists_feet,knn,trial_random,20260920,trial1,3265,1632,0.747933,0.530025
imagery_fists_feet,mdm,trial_random,20260920,trial1,3265,1632,0.540582,0.534926
imagery_fists_feet,lr,trial_random,20260920,trial2,3265,1632,0.935681,0.634804
imagery_fists_feet,slda,trial_random,20260920,trial2,3265,1632,0.909648,0.609681
imagery_fists_feet,linsvm,trial_random,20260920,trial2,3265,1632,0.996937,0.601103
imagery_fists_feet,ridge,trial_random,20260920,trial2,3265,1632,0.937519,0.581495
imagery_fists_feet,knn,trial_random,20260920,trial2,3265,1632,0.748851,0.53125
imagery_fists_feet,mdm,trial_random,20260920,trial2,3265,1632,0.515467,0.494485
imagery_fists_feet,lr,run_disjoint,20260916,run0,3265,1632,0.941194,0.654412
imagery_fists_feet,slda,run_disjoint,20260916,run0,3265,1632,0.91026,0.613358
imagery_fists_feet,linsvm,run_disjoint,20260916,run0,3265,1632,0.998469,0.628676
imagery_fists_feet,ridge,run_disjoint,20260916,run0,3265,1632,0.935681,0.599265
imagery_fists_feet,knn,run_disjoint,20260916,run0,3265,1632,0.741807,0.631127
imagery_fists_feet,mdm,run_disjoint,20260916,run0,3265,1632,0.537213,0.539828
imagery_fists_feet,lr,run_disjoint,20260916,run1,3265,1632,0.94732,0.640319
imagery_fists_feet,slda,run_disjoint,20260916,run1,3265,1632,0.91026,0.615809
imagery_fists_feet,linsvm,run_disjoint,20260916,run1,3265,1632,0.998469,0.616422
imagery_fists_feet,ridge,run_disjoint,20260916,run1,3265,1632,0.943951,0.612132
imagery_fists_feet,knn,run_disjoint,20260916,run1,3265,1632,0.740276,0.634804
imagery_fists_feet,mdm,run_disjoint,20260916,run1,3265,1632,0.563553,0.545343
imagery_fists_feet,lr,run_disjoint,20260916,run2,3264,1633,0.939951,0.636865
imagery_fists_feet,slda,run_disjoint,20260916,run2,3264,1633,0.907475,0.620943
imagery_fists_feet,linsvm,run_disjoint,20260916,run2,3264,1633,0.996324,0.615432
imagery_fists_feet,ridge,run_disjoint,20260916,run2,3264,1633,0.933824,0.605634
imagery_fists_feet,knn,run_disjoint,20260916,run2,3264,1633,0.74326,0.638702
imagery_fists_feet,mdm,run_disjoint,20260916,run2,3264,1633,0.528493,0.511941
imagery_fists_feet,lr,subject_disjoint,20260916,subj0,3241,1656,0.945079,0.591787
imagery_fists_feet,slda,subject_disjoint,20260916,subj0,3241,1656,0.914533,0.57971
imagery_fists_feet,linsvm,subject_disjoint,20260916,subj0,3241,1656,0.999383,0.577295
imagery_fists_feet,ridge,subject_disjoint,20260916,subj0,3241,1656,0.939216,0.554952
imagery_fists_feet,knn,subject_disjoint,20260916,subj0,3241,1656,0.759334,0.518116
imagery_fists_feet,mdm,subject_disjoint,20260916,subj0,3241,1656,0.528541,0.525966
imagery_fists_feet,lr,subject_disjoint,20260916,subj1,3280,1617,0.948171,0.573284
imagery_fists_feet,slda,subject_disjoint,20260916,subj1,3280,1617,0.922866,0.577613
imagery_fists_feet,linsvm,subject_disjoint,20260916,subj1,3280,1617,1,0.555968
imagery_fists_feet,ridge,subject_disjoint,20260916,subj1,3280,1617,0.949085,0.547928
imagery_fists_feet,knn,subject_disjoint,20260916,subj1,3280,1617,0.74878,0.531231
imagery_fists_feet,mdm,subject_disjoint,20260916,subj1,3280,1617,0.533537,0.549165
imagery_fists_feet,lr,subject_disjoint,20260916,subj2,3273,1624,0.94806,0.586823
imagery_fists_feet,slda,subject_disjoint,20260916,subj2,3273,1624,0.914452,0.581897
imagery_fists_feet,linsvm,subject_disjoint,20260916,subj2,3273,1624,0.999083,0.573892
imagery_fists_feet,ridge,subject_disjoint,20260916,subj2,3273,1624,0.945616,0.562808
imagery_fists_feet,knn,subject_disjoint,20260916,subj2,3273,1624,0.73755,0.512315
imagery_fists_feet,mdm,subject_disjoint,20260916,subj2,3273,1624,0.554843,0.531404
imagery_fists_feet,lr,subject_disjoint,20260917,subj0,3222,1675,0.941962,0.586269
imagery_fists_feet,slda,subject_disjoint,20260917,subj0,3222,1675,0.910304,0.593433
imagery_fists_feet,linsvm,subject_disjoint,20260917,subj0,3222,1675,0.998759,0.564179
imagery_fists_feet,ridge,subject_disjoint,20260917,subj0,3222,1675,0.942893,0.564776
imagery_fists_feet,knn,subject_disjoint,20260917,subj0,3222,1675,0.746431,0.527761
imagery_fists_feet,mdm,subject_disjoint,20260917,subj0,3222,1675,0.521105,0.517612
imagery_fists_feet,lr,subject_disjoint,20260917,subj1,3289,1608,0.950441,0.61194
imagery_fists_feet,slda,subject_disjoint,20260917,subj1,3289,1608,0.91578,0.579602
imagery_fists_feet,linsvm,subject_disjoint,20260917,subj1,3289,1608,0.998784,0.600746
imagery_fists_feet,ridge,subject_disjoint,20260917,subj1,3289,1608,0.950441,0.575871
imagery_fists_feet,knn,subject_disjoint,20260917,subj1,3289,1608,0.744907,0.506841
imagery_fists_feet,mdm,subject_disjoint,20260917,subj1,3289,1608,0.543022,0.515547
imagery_fists_feet,lr,subject_disjoint,20260917,subj2,3283,1614,0.955833,0.581784
imagery_fists_feet,slda,subject_disjoint,20260917,subj2,3283,1614,0.925678,0.561338
imagery_fists_feet,linsvm,subject_disjoint,20260917,subj2,3283,1614,0.999086,0.561338
imagery_fists_feet,ridge,subject_disjoint,20260917,subj2,3283,1614,0.951264,0.566295
imagery_fists_feet,knn,subject_disjoint,20260917,subj2,3283,1614,0.753884,0.524783
imagery_fists_feet,mdm,subject_disjoint,20260917,subj2,3283,1614,0.636308,0.584263
imagery_fists_feet,lr,subject_disjoint,20260918,subj0,3229,1668,0.94921,0.592326
imagery_fists_feet,slda,subject_disjoint,20260918,subj0,3229,1668,0.909879,0.573741
imagery_fists_feet,linsvm,subject_disjoint,20260918,subj0,3229,1668,0.998142,0.564748
imagery_fists_feet,ridge,subject_disjoint,20260918,subj0,3229,1668,0.942707,0.558753
imagery_fists_feet,knn,subject_disjoint,20260918,subj0,3229,1668,0.751626,0.495803
imagery_fists_feet,mdm,subject_disjoint,20260918,subj0,3229,1668,0.537628,0.5
imagery_fists_feet,lr,subject_disjoint,20260918,subj1,3288,1609,0.947689,0.59105
imagery_fists_feet,slda,subject_disjoint,20260918,subj1,3288,1609,0.917579,0.56184
imagery_fists_feet,linsvm,subject_disjoint,20260918,subj1,3288,1609,0.999696,0.558111
imagery_fists_feet,ridge,subject_disjoint,20260918,subj1,3288,1609,0.944343,0.547545
imagery_fists_feet,knn,subject_disjoint,20260918,subj1,3288,1609,0.739051,0.520199
imagery_fists_feet,mdm,subject_disjoint,20260918,subj1,3288,1609,0.518552,0.50839
imagery_fists_feet,lr,subject_disjoint,20260918,subj2,3277,1620,0.946292,0.566667
imagery_fists_feet,slda,subject_disjoint,20260918,subj2,3277,1620,0.920659,0.55679
imagery_fists_feet,linsvm,subject_disjoint,20260918,subj2,3277,1620,0.998474,0.564815
imagery_fists_feet,ridge,subject_disjoint,20260918,subj2,3277,1620,0.94263,0.558642
imagery_fists_feet,knn,subject_disjoint,20260918,subj2,3277,1620,0.755264,0.527778
imagery_fists_feet,mdm,subject_disjoint,20260918,subj2,3277,1620,0.53433,0.519753
imagery_fists_feet,lr,subject_disjoint,20260919,subj0,3241,1656,0.94045,0.603865
imagery_fists_feet,slda,subject_disjoint,20260919,subj0,3241,1656,0.909287,0.57971
imagery_fists_feet,linsvm,subject_disjoint,20260919,subj0,3241,1656,0.998766,0.574275
imagery_fists_feet,ridge,subject_disjoint,20260919,subj0,3241,1656,0.936439,0.573068
imagery_fists_feet,knn,subject_disjoint,20260919,subj0,3241,1656,0.735884,0.512681
imagery_fists_feet,mdm,subject_disjoint,20260919,subj0,3241,1656,0.529775,0.51087
imagery_fists_feet,lr,subject_disjoint,20260919,subj1,3264,1633,0.954044,0.598285
imagery_fists_feet,slda,subject_disjoint,20260919,subj1,3264,1633,0.923713,0.582976
imagery_fists_feet,linsvm,subject_disjoint,20260919,subj1,3264,1633,0.999694,0.584201
imagery_fists_feet,ridge,subject_disjoint,20260919,subj1,3264,1633,0.954044,0.560931
imagery_fists_feet,knn,subject_disjoint,20260919,subj1,3264,1633,0.75,0.51684
imagery_fists_feet,mdm,subject_disjoint,20260919,subj1,3264,1633,0.548407,0.528475
imagery_fists_feet,lr,subject_disjoint,20260919,subj2,3289,1608,0.952569,0.554726
imagery_fists_feet,slda,subject_disjoint,20260919,subj2,3289,1608,0.91578,0.570274
imagery_fists_feet,linsvm,subject_disjoint,20260919,subj2,3289,1608,0.99848,0.54291
imagery_fists_feet,ridge,subject_disjoint,20260919,subj2,3289,1608,0.944056,0.545398
imagery_fists_feet,knn,subject_disjoint,20260919,subj2,3289,1608,0.759501,0.515547
imagery_fists_feet,mdm,subject_disjoint,20260919,subj2,3289,1608,0.590149,0.555348
imagery_fists_feet,lr,subject_disjoint,20260920,subj0,3242,1655,0.939543,0.596375
imagery_fists_feet,slda,subject_disjoint,20260920,subj0,3242,1655,0.910857,0.587915
imagery_fists_feet,linsvm,subject_disjoint,20260920,subj0,3242,1655,0.999383,0.58429
imagery_fists_feet,ridge,subject_disjoint,20260920,subj0,3242,1655,0.936767,0.561329
imagery_fists_feet,knn,subject_disjoint,20260920,subj0,3242,1655,0.753856,0.519033
imagery_fists_feet,mdm,subject_disjoint,20260920,subj0,3242,1655,0.520049,0.509366
imagery_fists_feet,lr,subject_disjoint,20260920,subj1,3279,1618,0.939311,0.590235
imagery_fists_feet,slda,subject_disjoint,20260920,subj1,3279,1618,0.907289,0.577874
imagery_fists_feet,linsvm,subject_disjoint,20260920,subj1,3279,1618,0.99695,0.58529
imagery_fists_feet,ridge,subject_disjoint,20260920,subj1,3279,1618,0.938091,0.571075
imagery_fists_feet,knn,subject_disjoint,20260920,subj1,3279,1618,0.738945,0.514833
imagery_fists_feet,mdm,subject_disjoint,20260920,subj1,3279,1618,0.535834,0.527194
imagery_fists_feet,lr,subject_disjoint,20260920,subj2,3273,1624,0.95417,0.586207
imagery_fists_feet,slda,subject_disjoint,20260920,subj2,3273,1624,0.923617,0.581281
imagery_fists_feet,linsvm,subject_disjoint,20260920,subj2,3273,1624,0.999694,0.555419
imagery_fists_feet,ridge,subject_disjoint,20260920,subj2,3273,1624,0.951115,0.559113
imagery_fists_feet,knn,subject_disjoint,20260920,subj2,3273,1624,0.752215,0.511084
imagery_fists_feet,mdm,subject_disjoint,20260920,subj2,3273,1624,0.616254,0.580049
real_fists_feet,lr,trial_random,20260916,trial0,3252,1627,0.98155,0.775046
real_fists_feet,slda,trial_random,20260916,trial0,3252,1627,0.950185,0.706822
real_fists_feet,linsvm,trial_random,20260916,trial0,3252,1627,1,0.720344
real_fists_feet,ridge,trial_random,20260916,trial0,3252,1627,0.975092,0.690227
real_fists_feet,knn,trial_random,20260916,trial0,3252,1627,0.79182,0.656423
real_fists_feet,mdm,trial_random,20260916,trial0,3252,1627,0.519988,0.497849
real_fists_feet,lr,trial_random,20260916,trial1,3253,1626,0.980941,0.745387
real_fists_feet,slda,trial_random,20260916,trial1,3253,1626,0.949278,0.695572
real_fists_feet,linsvm,trial_random,20260916,trial1,3253,1626,1,0.702337
real_fists_feet,ridge,trial_random,20260916,trial1,3253,1626,0.975715,0.674662
real_fists_feet,knn,trial_random,20260916,trial1,3253,1626,0.801721,0.643911
real_fists_feet,mdm,trial_random,20260916,trial1,3253,1626,0.539195,0.51107
real_fists_feet,lr,trial_random,20260916,trial2,3253,1626,0.976637,0.754613
real_fists_feet,slda,trial_random,20260916,trial2,3253,1626,0.944359,0.694342
real_fists_feet,linsvm,trial_random,20260916,trial2,3253,1626,1,0.728782
real_fists_feet,ridge,trial_random,20260916,trial2,3253,1626,0.968337,0.693727
real_fists_feet,knn,trial_random,20260916,trial2,3253,1626,0.798033,0.633456
real_fists_feet,mdm,trial_random,20260916,trial2,3253,1626,0.516139,0.49139
real_fists_feet,lr,trial_random,20260917,trial0,3252,1627,0.97909,0.746773
real_fists_feet,slda,trial_random,20260917,trial0,3252,1627,0.946187,0.711739
real_fists_feet,linsvm,trial_random,20260917,trial0,3252,1627,1,0.709281
real_fists_feet,ridge,trial_random,20260917,trial0,3252,1627,0.971095,0.688384
real_fists_feet,knn,trial_random,20260917,trial0,3252,1627,0.814883,0.641057
real_fists_feet,mdm,trial_random,20260917,trial0,3252,1627,0.524293,0.511985
real_fists_feet,lr,trial_random,20260917,trial1,3253,1626,0.986474,0.751538
real_fists_feet,slda,trial_random,20260917,trial1,3253,1626,0.953581,0.705412
real_fists_feet,linsvm,trial_random,20260917,trial1,3253,1626,1,0.723862
real_fists_feet,ridge,trial_random,20260917,trial1,3253,1626,0.978481,0.678967
real_fists_feet,knn,trial_random,20260917,trial1,3253,1626,0.793114,0.635916
real_fists_feet,mdm,trial_random,20260917,trial1,3253,1626,0.522287,0.483395
real_fists_feet,lr,trial_random,20260917,trial2,3253,1626,0.976637,0.763223
real_fists_feet,slda,trial_random,20260917,trial2,3253,1626,0.945589,0.709717
real_fists_feet,linsvm,trial_random,20260917,trial2,3253,1626,1,0.730627
real_fists_feet,ridge,trial_random,20260917,trial2,3253,1626,0.967722,0.678352
real_fists_feet,knn,trial_random,20260917,trial2,3253,1626,0.802951,0.637146
real_fists_feet,mdm,trial_random,20260917,trial2,3253,1626,0.521057,0.48893
real_fists_feet,lr,trial_random,20260918,trial0,3252,1627,0.984317,0.767056
real_fists_feet,slda,trial_random,20260918,trial0,3252,1627,0.953875,0.689613
real_fists_feet,linsvm,trial_random,20260918,trial0,3252,1627,1,0.733251
real_fists_feet,ridge,trial_random,20260918,trial0,3252,1627,0.979397,0.676706
real_fists_feet,knn,trial_random,20260918,trial0,3252,1627,0.797048,0.646589
real_fists_feet,mdm,trial_random,20260918,trial0,3252,1627,0.555966,0.538414
