task,protocol,seed,fold,C,n_train,n_test,train_acc,test_acc,w_norm,n_iter
real_fists_feet,trial_random,20260917,trial0,0.1,3252,1627,0.904059,0.781807,7.30611,94
real_fists_feet,trial_random,20260917,trial0,1.0,3252,1627,0.97909,0.746773,22.3305,197
real_fists_feet,trial_random,20260917,trial0,10.0,3252,1627,1,0.723417,53.9712,343
real_fists_feet,trial_random,20260917,trial0,100.0,3252,1627,1,0.725261,99.7717,279
real_fists_feet,trial_random,20260917,trial0,1000.0,3252,1627,1,0.733866,204.801,125
real_fists_feet,trial_random,20260917,trial1,0.0001,3253,1626,0.612358,0.576261,0.0463589,9
real_fists_feet,trial_random,20260917,trial1,0.001,3253,1626,0.715955,0.637761,0.361659,13
real_fists_feet,trial_random,20260917,trial1,0.01,3253,1626,0.81494,0.719557,1.96628,35
real_fists_feet,trial_random,20260917,trial1,0.1,3253,1626,0.91454,0.761378,7.40621,119
real_fists_feet,trial_random,20260917,trial1,1.0,3253,1626,0.986474,0.751538,22.3044,212
real_fists_feet,trial_random,20260917,trial1,10.0,3253,1626,1,0.731242,51.9752,321
real_fists_feet,trial_random,20260917,trial1,100.0,3253,1626,1,0.726322,96.0643,234
real_fists_feet,trial_random,20260917,trial1,1000.0,3253,1626,1,0.735547,167.494,151
real_fists_feet,trial_random,20260917,trial2,0.0001,3253,1626,0.61205,0.573186,0.044906,11
real_fists_feet,trial_random,20260917,trial2,0.001,3253,1626,0.721488,0.661747,0.358977,18
real_fists_feet,trial_random,20260917,trial2,0.01,3253,1626,0.802644,0.728782,1.93105,43
real_fists_feet,trial_random,20260917,trial2,0.1,3253,1626,0.898555,0.773678,7.26439,111
real_fists_feet,trial_random,20260917,trial2,1.0,3253,1626,0.976637,0.763223,22.2931,238
real_fists_feet,trial_random,20260917,trial2,10.0,3253,1626,1,0.746002,54.1523,333
real_fists_feet,trial_random,20260917,trial2,100.0,3253,1626,1,0.735547,97.6911,296
real_fists_feet,trial_random,20260917,trial2,1000.0,3253,1626,1,0.746617,179.948,160
real_fists_feet,trial_random,20260918,trial0,0.0001,3252,1627,0.630996,0.581438,0.0467273,8
real_fists_feet,trial_random,20260918,trial0,0.001,3252,1627,0.706335,0.650277,0.362553,15
real_fists_feet,trial_random,20260918,trial0,0.01,3252,1627,0.802891,0.73571,1.93921,32
real_fists_feet,trial_random,20260918,trial0,0.1,3252,1627,0.906519,0.788568,7.30968,94
real_fists_feet,trial_random,20260918,trial0,1.0,3252,1627,0.984317,0.767056,22.3198,200
real_fists_feet,trial_random,20260918,trial0,10.0,3252,1627,1,0.753534,53.0149,294
real_fists_feet,trial_random,20260918,trial0,100.0,3252,1627,1,0.744929,95.4899,287
real_fists_feet,trial_random,20260918,trial0,1000.0,3252,1627,1,0.745544,178.491,135
real_fists_feet,trial_random,20260918,trial1,0.0001,3253,1626,0.645558,0.620541,0.0438762,8
real_fists_feet,trial_random,20260918,trial1,0.001,3253,1626,0.720873,0.677737,0.350038,12
real_fists_feet,trial_random,20260918,trial1,0.01,3253,1626,0.81617,0.745387,1.94619,35
real_fists_feet,trial_random,20260918,trial1,0.1,3253,1626,0.909007,0.769373,7.35883,103
real_fists_feet,trial_random,20260918,trial1,1.0,3253,1626,0.984015,0.744772,22.2982,191
real_fists_feet,trial_random,20260918,trial1,10.0,3253,1626,1,0.728167,53.8146,303
real_fists_feet,trial_random,20260918,trial1,100.0,3253,1626,1,0.721402,94.3415,276
real_fists_feet,trial_random,20260918,trial1,1000.0,3253,1626,1,0.725707,161.215,170
real_fists_feet,trial_random,20260918,trial2,0.0001,3253,1626,0.630802,0.602091,0.0451533,10
real_fists_feet,trial_random,20260918,trial2,0.001,3253,1626,0.715647,0.669127,0.356146,10
real_fists_feet,trial_random,20260918,trial2,0.01,3253,1626,0.811559,0.739237,1.94185,31
real_fists_feet,trial_random,20260918,trial2,0.1,3253,1626,0.905318,0.774293,7.28675,78
real_fists_feet,trial_random,20260918,trial2,1.0,3253,1626,0.976637,0.739852,22.1349,200
real_fists_feet,trial_random,20260918,trial2,10.0,3253,1626,1,0.729397,54.2065,332
real_fists_feet,trial_random,20260918,trial2,100.0,3253,1626,1,0.724477,98.4681,309
real_fists_feet,trial_random,20260918,trial2,1000.0,3253,1626,1,0.734317,187.032,152
real_fists_feet,trial_random,20260919,trial0,0.0001,3252,1627,0.639299,0.602336,0.0452822,11
real_fists_feet,trial_random,20260919,trial0,0.001,3252,1627,0.713715,0.661955,0.357137,9
real_fists_feet,trial_random,20260919,trial0,0.01,3252,1627,0.803198,0.736325,1.93215,33
real_fists_feet,trial_random,20260919,trial0,0.1,3252,1627,0.908672,0.770129,7.3202,97
real_fists_feet,trial_random,20260919,trial0,1.0,3252,1627,0.980935,0.745544,22.2601,208
real_fists_feet,trial_random,20260919,trial0,10.0,3252,1627,1,0.725261,53.5912,306
real_fists_feet,trial_random,20260919,trial0,100.0,3252,1627,1,0.722188,99.4562,275
real_fists_feet,trial_random,20260919,trial0,1000.0,3252,1627,1,0.73571,204.966,136
real_fists_feet,trial_random,20260919,trial1,0.0001,3253,1626,0.62158,0.581181,0.0450767,10
real_fists_feet,trial_random,20260919,trial1,0.001,3253,1626,0.718721,0.664207,0.359972,15
real_fists_feet,trial_random,20260919,trial1,0.01,3253,1626,0.81617,0.739237,1.96639,38
real_fists_feet,trial_random,20260919,trial1,0.1,3253,1626,0.908392,0.760763,7.39528,117
real_fists_feet,trial_random,20260919,trial1,1.0,3253,1626,0.984015,0.737392,22.0843,205
real_fists_feet,trial_random,20260919,trial1,10.0,3253,1626,1,0.710947,52.565,339
real_fists_feet,trial_random,20260919,trial1,100.0,3253,1626,1,0.717712,94.4187,311
real_fists_feet,trial_random,20260919,trial1,1000.0,3253,1626,1,0.730627,168.426,172
real_fists_feet,trial_random,20260919,trial2,0.0001,3253,1626,0.635721,0.607011,0.0451605,9
real_fists_feet,trial_random,20260919,trial2,0.001,3253,1626,0.709499,0.654367,0.353126,9
real_fists_feet,trial_random,20260919,trial2,0.01,3253,1626,0.810022,0.733087,1.93141,41
real_fists_feet,trial_random,20260919,trial2,0.1,3253,1626,0.901629,0.772448,7.30216,108
real_fists_feet,trial_random,20260919,trial2,1.0,3253,1626,0.980326,0.751538,22.3329,194
real_fists_feet,trial_random,20260919,trial2,10.0,3253,1626,1,0.717097,54.0731,360
real_fists_feet,trial_random,20260919,trial2,100.0,3253,1626,1,0.710947,96.9331,275
real_fists_feet,trial_random,20260919,trial2,1000.0,3253,1626,1,0.725707,173.048,118
real_fists_feet,trial_random,20260920,trial0,0.0001,3252,1627,0.623924,0.580824,0.0442634,10
real_fists_feet,trial_random,20260920,trial0,0.001,3252,1627,0.720172,0.674247,0.347614,13
real_fists_feet,trial_random,20260920,trial0,0.01,3252,1627,0.809656,0.752919,1.93316,35
real_fists_feet,trial_random,20260920,trial0,0.1,3252,1627,0.905904,0.77689,7.36849,91
real_fists_feet,trial_random,20260920,trial0,1.0,3252,1627,0.981857,0.750461,22.3893,202
real_fists_feet,trial_random,20260920,trial0,10.0,3252,1627,1,0.737554,53.5896,316
real_fists_feet,trial_random,20260920,trial0,100.0,3252,1627,1,0.730178,97.22,282
real_fists_feet,trial_random,20260920,trial0,1000.0,3252,1627,1,0.73571,164.303,125
real_fists_feet,trial_random,20260920,trial1,0.0001,3253,1626,0.635106,0.594096,0.0448573,10
real_fists_feet,trial_random,20260920,trial1,0.001,3253,1626,0.723332,0.654982,0.357054,10
real_fists_feet,trial_random,20260920,trial1,0.01,3253,1626,0.811251,0.733702,1.94798,31
real_fists_feet,trial_random,20260920,trial1,0.1,3253,1626,0.905318,0.768758,7.35213,69
real_fists_feet,trial_random,20260920,trial1,1.0,3253,1626,0.98217,0.750308,22.1132,208
real_fists_feet,trial_random,20260920,trial1,10.0,3253,1626,1,0.724477,52.9456,277
real_fists_feet,trial_random,20260920,trial1,100.0,3253,1626,1,0.725707,96.888,296
real_fists_feet,trial_random,20260920,trial1,1000.0,3253,1626,1,0.732472,173.537,135
real_fists_feet,trial_random,20260920,trial2,0.0001,3253,1626,0.613587,0.575031,0.0471209,9
real_fists_feet,trial_random,20260920,trial2,0.001,3253,1626,0.706732,0.656212,0.363245,8
real_fists_feet,trial_random,20260920,trial2,0.01,3253,1626,0.808792,0.734932,1.94638,21
real_fists_feet,trial_random,20260920,trial2,0.1,3253,1626,0.900092,0.774908,7.2994,108
real_fists_feet,trial_random,20260920,trial2,1.0,3253,1626,0.981555,0.744157,22.1212,232
real_fists_feet,trial_random,20260920,trial2,10.0,3253,1626,1,0.730627,53.7732,311
real_fists_feet,trial_random,20260920,trial2,100.0,3253,1626,1,0.723862,96.4925,278
real_fists_feet,trial_random,20260920,trial2,1000.0,3253,1626,1,0.733702,189.539,162
real_fists_feet,run_disjoint,20260916,run0,0.0001,3260,1619,0.628221,0.618283,0.045137,8
real_fists_feet,run_disjoint,20260916,run0,0.001,3260,1619,0.71319,0.681285,0.356663,16
real_fists_feet,run_disjoint,20260916,run0,0.01,3260,1619,0.814724,0.73008,1.95204,31
real_fists_feet,run_disjoint,20260916,run0,0.1,3260,1619,0.902147,0.751699,7.33371,106
real_fists_feet,run_disjoint,20260916,run0,1.0,3260,1619,0.983129,0.736875,22.323,198
real_fists_feet,run_disjoint,20260916,run0,10.0,3260,1619,1,0.712168,53.1685,271
real_fists_feet,run_disjoint,20260916,run0,100.0,3260,1619,1,0.70908,97.0614,282
real_fists_feet,run_disjoint,20260916,run0,1000.0,3260,1619,1,0.726992,175.022,122
real_fists_feet,run_disjoint,20260916,run1,0.0001,3249,1630,0.638966,0.634969,0.0423857,9
real_fists_feet,run_disjoint,20260916,run1,0.001,3249,1630,0.708833,0.722086,0.340336,14
real_fists_feet,run_disjoint,20260916,run1,0.01,3249,1630,0.804863,0.769325,1.91308,45
real_fists_feet,run_disjoint,20260916,run1,0.1,3249,1630,0.904278,0.784049,7.37243,80
real_fists_feet,run_disjoint,20260916,run1,1.0,3249,1630,0.977224,0.758896,22.2971,210
real_fists_feet,run_disjoint,20260916,run1,10.0,3249,1630,1,0.751534,54.1559,342
real_fists_feet,run_disjoint,20260916,run1,100.0,3249,1630,1,0.744785,99.5082,302
real_fists_feet,run_disjoint,20260916,run1,1000.0,3249,1630,1,0.747853,189.515,157
real_fists_feet,run_disjoint,20260916,run2,0.0001,3249,1630,0.65097,0.629448,0.0446307,10
real_fists_feet,run_disjoint,20260916,run2,0.001,3249,1630,0.723915,0.687117,0.355924,9
real_fists_feet,run_disjoint,20260916,run2,0.01,3249,1630,0.816251,0.750307,1.96711,34
real_fists_feet,run_disjoint,20260916,run2,0.1,3249,1630,0.915974,0.76319,7.38936,116
real_fists_feet,run_disjoint,20260916,run2,1.0,3249,1630,0.982764,0.739264,22.1382,239
real_fists_feet,run_disjoint,20260916,run2,10.0,3249,1630,1,0.720859,52.7968,281
real_fists_feet,run_disjoint,20260916,run2,100.0,3249,1630,1,0.721472,94.278,279
real_fists_feet,run_disjoint,20260916,run2,1000.0,3249,1630,1,0.736196,163.146,155
real_fists_feet,subject_disjoint,20260916,subj0,0.0001,3229,1650,0.64633,0.612727,0.0473775,9
real_fists_feet,subject_disjoint,20260916,subj0,0.001,3229,1650,0.730876,0.675152,0.371069,9
real_fists_feet,subject_disjoint,20260916,subj0,0.01,3229,1650,0.81821,0.688485,1.9783,23
real_fists_feet,subject_disjoint,20260916,subj0,0.1,3229,1650,0.913596,0.684242,7.3116,99
real_fists_feet,subject_disjoint,20260916,subj0,1.0,3229,1650,0.983896,0.657576,21.9604,209
real_fists_feet,subject_disjoint,20260916,subj0,10.0,3229,1650,1,0.636364,51.6897,335
real_fists_feet,subject_disjoint,20260916,subj0,100.0,3229,1650,1,0.634545,92.1116,310
real_fists_feet,subject_disjoint,20260916,subj0,1000.0,3229,1650,1,0.637576,161.567,166
real_fists_feet,subject_disjoint,20260916,subj1,0.0001,3262,1617,0.640405,0.601113,0.0466129,10
real_fists_feet,subject_disjoint,20260916,subj1,0.001,3262,1617,0.72195,0.65368,0.367971,11
real_fists_feet,subject_disjoint,20260916,subj1,0.01,3262,1617,0.823421,0.672233,2.00753,37
real_fists_feet,subject_disjoint,20260916,subj1,0.1,3262,1617,0.916922,0.655535,7.45541,92
real_fists_feet,subject_disjoint,20260916,subj1,1.0,3262,1617,0.989577,0.6376,22.2172,177
real_fists_feet,subject_disjoint,20260916,subj1,10.0,3262,1617,1,0.628324,50.756,295
real_fists_feet,subject_disjoint,20260916,subj1,100.0,3262,1617,1,0.632653,89.208,207
real_fists_feet,subject_disjoint,20260916,subj1,1000.0,3262,1617,1,0.629561,157.94,108
real_fists_feet,subject_disjoint,20260916,subj2,0.0001,3267,1612,0.606979,0.632754,0.040271,9
real_fists_feet,subject_disjoint,20260916,subj2,0.001,3267,1612,0.712886,0.668114,0.335397,11
real_fists_feet,subject_disjoint,20260916,subj2,0.01,3267,1612,0.8191,0.663772,1.98462,31
real_fists_feet,subject_disjoint,20260916,subj2,0.1,3267,1612,0.905112,0.663772,7.4403,89
real_fists_feet,subject_disjoint,20260916,subj2,1.0,3267,1612,0.979492,0.655707,22.2664,203
real_fists_feet,subject_disjoint,20260916,subj2,10.0,3267,1612,1,0.650744,53.0428,353
real_fists_feet,subject_disjoint,20260916,subj2,100.0,3267,1612,1,0.645161,97.1207,273
real_fists_feet,subject_disjoint,20260916,subj2,1000.0,3267,1612,1,0.656948,181.72,148
real_fists_feet,subject_disjoint,20260917,subj0,0.0001,3208,1671,0.621571,0.620586,0.0427474,10
real_fists_feet,subject_disjoint,20260917,subj0,0.001,3208,1671,0.718516,0.694794,0.340032,11
real_fists_feet,subject_disjoint,20260917,subj0,0.01,3208,1671,0.818579,0.696589,1.94168,29
real_fists_feet,subject_disjoint,20260917,subj0,0.1,3208,1671,0.912095,0.679832,7.40137,77
real_fists_feet,subject_disjoint,20260917,subj0,1.0,3208,1671,0.983167,0.656493,22.1951,196
real_fists_feet,subject_disjoint,20260917,subj0,10.0,3208,1671,1,0.643926,52.3299,276
real_fists_feet,subject_disjoint,20260917,subj0,100.0,3208,1671,1,0.639737,93.4147,291
real_fists_feet,subject_disjoint,20260917,subj0,1000.0,3208,1671,1,0.652304,181.281,116
real_fists_feet,subject_disjoint,20260917,subj1,0.0001,3285,1594,0.63379,0.617942,0.0434602,9
real_fists_feet,subject_disjoint,20260917,subj1,0.001,3285,1594,0.711111,0.678168,0.349932,8
real_fists_feet,subject_disjoint,20260917,subj1,0.01,3285,1594,0.813699,0.678168,1.97852,23
real_fists_feet,subject_disjoint,20260917,subj1,0.1,3285,1594,0.90898,0.690715,7.45151,76
real_fists_feet,subject_disjoint,20260917,subj1,1.0,3285,1594,0.979909,0.678795,22.1305,173
real_fists_feet,subject_disjoint,20260917,subj1,10.0,3285,1594,1,0.663739,53.2588,286
real_fists_feet,subject_disjoint,20260917,subj1,100.0,3285,1594,1,0.66813,99.8016,238
real_fists_feet,subject_disjoint,20260917,subj1,1000.0,3285,1594,1,0.676286,170.019,117
real_fists_feet,subject_disjoint,20260917,subj2,0.0001,3265,1614,0.656049,0.60223,0.0475878,9
real_fists_feet,subject_disjoint,20260917,subj2,0.001,3265,1614,0.748851,0.620198,0.383084,9
real_fists_feet,subject_disjoint,20260917,subj2,0.01,3265,1614,0.833691,0.635068,2.06379,32
real_fists_feet,subject_disjoint,20260917,subj2,0.1,3265,1614,0.917305,0.640644,7.37697,86
real_fists_feet,subject_disjoint,20260917,subj2,1.0,3265,1614,0.987136,0.626394,21.8998,185
real_fists_feet,subject_disjoint,20260917,subj2,10.0,3265,1614,1,0.615242,49.7828,262
real_fists_feet,subject_disjoint,20260917,subj2,100.0,3265,1614,1,0.6171,87.8104,238
real_fists_feet,subject_disjoint,20260917,subj2,1000.0,3265,1614,1,0.629492,164.774,103
real_fists_feet,subject_disjoint,20260918,subj0,0.0001,3217,1662,0.627603,0.616727,0.0429262,9
real_fists_feet,subject_disjoint,20260918,subj0,0.001,3217,1662,0.712154,0.651023,0.342007,14
real_fists_feet,subject_disjoint,20260918,subj0,0.01,3217,1662,0.812869,0.702166,1.92918,27
real_fists_feet,subject_disjoint,20260918,subj0,0.1,3217,1662,0.906745,0.700361,7.33727,102
real_fists_feet,subject_disjoint,20260918,subj0,1.0,3217,1662,0.985079,0.688327,22.3724,185
real_fists_feet,subject_disjoint,20260918,subj0,10.0,3217,1662,1,0.677497,52.946,290
real_fists_feet,subject_disjoint,20260918,subj0,100.0,3217,1662,1,0.669675,94.4598,239
real_fists_feet,subject_disjoint,20260918,subj0,1000.0,3217,1662,1,0.676294,177.728,143
real_fists_feet,subject_disjoint,20260918,subj1,0.0001,3282,1597,0.645948,0.601127,0.0442091,8
real_fists_feet,subject_disjoint,20260918,subj1,0.001,3282,1597,0.735222,0.659361,0.359239,12
real_fists_feet,subject_disjoint,20260918,subj1,0.01,3282,1597,0.829982,0.661866,2.02762,31
real_fists_feet,subject_disjoint,20260918,subj1,0.1,3282,1597,0.918952,0.657483,7.49432,76
real_fists_feet,subject_disjoint,20260918,subj1,1.0,3282,1597,0.987203,0.633688,22.1368,194
real_fists_feet,subject_disjoint,20260918,subj1,10.0,3282,1597,1,0.625548,51.4219,299
real_fists_feet,subject_disjoint,20260918,subj1,100.0,3282,1597,1,0.628053,92.5391,216
real_fists_feet,subject_disjoint,20260918,subj1,1000.0,3282,1597,1,0.629305,166.188,136
real_fists_feet,subject_disjoint,20260918,subj2,0.0001,3259,1620,0.638539,0.622222,0.0469853,9
real_fists_feet,subject_disjoint,20260918,subj2,0.001,3259,1620,0.728444,0.655556,0.374196,15
real_fists_feet,subject_disjoint,20260918,subj2,0.01,3259,1620,0.824179,0.666049,2.02514,34
real_fists_feet,subject_disjoint,20260918,subj2,0.1,3259,1620,0.91838,0.655556,7.40799,97
real_fists_feet,subject_disjoint,20260918,subj2,1.0,3259,1620,0.98251,0.632099,21.7297,209
real_fists_feet,subject_disjoint,20260918,subj2,10.0,3259,1620,1,0.612963,51.0041,319
real_fists_feet,subject_disjoint,20260918,subj2,100.0,3259,1620,1,0.61358,91.1541,285
real_fists_feet,subject_disjoint,20260918,subj2,1000.0,3259,1620,1,0.608642,163.171,181
real_fists_feet,subject_disjoint,20260919,subj0,0.0001,3226,1653,0.602294,0.583787,0.0403663,10
real_fists_feet,subject_disjoint,20260919,subj0,0.001,3226,1653,0.709547,0.695705,0.327145,11
real_fists_feet,subject_disjoint,20260919,subj0,0.01,3226,1653,0.808122,0.725348,1.90274,33
real_fists_feet,subject_disjoint,20260919,subj0,0.1,3226,1653,0.907936,0.721718,7.36902,97
real_fists_feet,subject_disjoint,20260919,subj0,1.0,3226,1653,0.978301,0.701754,22.3489,212
real_fists_feet,subject_disjoint,20260919,subj0,10.0,3226,1653,1,0.698125,53.9292,315
real_fists_feet,subject_disjoint,20260919,subj0,100.0,3226,1653,1,0.695705,96.7625,272
real_fists_feet,subject_disjoint,20260919,subj0,1000.0,3226,1653,1,0.682396,181.906,125
real_fists_feet,subject_disjoint,20260919,subj1,0.0001,3258,1621,0.634131,0.615052,0.0448256,8
real_fists_feet,subject_disjoint,20260919,subj1,0.001,3258,1621,0.723143,0.639729,0.360427,15
real_fists_feet,subject_disjoint,20260919,subj1,0.01,3258,1621,0.824739,0.642196,2.01961,32
real_fists_feet,subject_disjoint,20260919,subj1,0.1,3258,1621,0.904543,0.644664,7.36975,94
real_fists_feet,subject_disjoint,20260919,subj1,1.0,3258,1621,0.982812,0.638495,21.9661,205
real_fists_feet,subject_disjoint,20260919,subj1,10.0,3258,1621,1,0.637878,52.1636,347
real_fists_feet,subject_disjoint,20260919,subj1,100.0,3258,1621,1,0.634793,95.3694,290
real_fists_feet,subject_disjoint,20260919,subj1,1000.0,3258,1621,1,0.632943,168.002,155
real_fists_feet,subject_disjoint,20260919,subj2,0.0001,3274,1605,0.648137,0.602492,0.0492863,9
real_fists_feet,subject_disjoint,20260919,subj2,0.001,3274,1605,0.738241,0.634268,0.389144,15
real_fists_feet,subject_disjoint,20260919,subj2,0.01,3274,1605,0.827123,0.631153,2.04599,34
real_fists_feet,subject_disjoint,20260919,subj2,0.1,3274,1605,0.91967,0.650467,7.35146,92
real_fists_feet,subject_disjoint,20260919,subj2,1.0,3274,1605,0.987172,0.638006,21.8822,208
real_fists_feet,subject_disjoint,20260919,subj2,10.0,3274,1605,1,0.624922,50.6027,273
real_fists_feet,subject_disjoint,20260919,subj2,100.0,3274,1605,1,0.626168,88.2399,209
real_fists_feet,subject_disjoint,20260919,subj2,1000.0,3274,1605,1,0.624299,157.204,137
real_fists_feet,subject_disjoint,20260920,subj0,0.0001,3226,1653,0.630502,0.617665,0.0454131,9
real_fists_feet,subject_disjoint,20260920,subj0,0.001,3226,1653,0.721947,0.647308,0.362472,8
real_fists_feet,subject_disjoint,20260920,subj0,0.01,3226,1653,0.83447,0.632789,1.98502,47
real_fists_feet,subject_disjoint,20260920,subj0,0.1,3226,1653,0.915065,0.635209,7.34115,113
real_fists_feet,subject_disjoint,20260920,subj0,1.0,3226,1653,0.982021,0.630369,21.9321,233
real_fists_feet,subject_disjoint,20260920,subj0,10.0,3226,1653,1,0.620085,52.1184,312
real_fists_feet,subject_disjoint,20260920,subj0,100.0,3226,1653,1,0.616455,93.3623,297
real_fists_feet,subject_disjoint,20260920,subj0,1000.0,3226,1653,1,0.622505,174.711,143
real_fists_feet,subject_disjoint,20260920,subj1,0.0001,3262,1617,0.632434,0.569573,0.0436241,10
real_fists_feet,subject_disjoint,20260920,subj1,0.001,3262,1617,0.726855,0.620284,0.354589,10
real_fists_feet,subject_disjoint,20260920,subj1,0.01,3262,1617,0.820356,0.662956,2.0005,32
real_fists_feet,subject_disjoint,20260920,subj1,0.1,3262,1617,0.908952,0.675943,7.35535,99
real_fists_feet,subject_disjoint,20260920,subj1,1.0,3262,1617,0.982833,0.670996,22.0885,190
real_fists_feet,subject_disjoint,20260920,subj1,10.0,3262,1617,1,0.643166,52.7379,274
real_fists_feet,subject_disjoint,20260920,subj1,100.0,3262,1617,1,0.638219,96.1369,240
real_fists_feet,subject_disjoint,20260920,subj1,1000.0,3262,1617,1,0.65739,169.176,118
real_fists_feet,subject_disjoint,20260920,subj2,0.0001,3270,1609,0.64526,0.620261,0.0452231,9
real_fists_feet,subject_disjoint,20260920,subj2,0.001,3270,1609,0.727217,0.671224,0.363219,9
real_fists_feet,subject_disjoint,20260920,subj2,0.01,3270,1609,0.824771,0.688005,2.00834,36
real_fists_feet,subject_disjoint,20260920,subj2,0.1,3270,1609,0.919572,0.672467,7.48093,92
real_fists_feet,subject_disjoint,20260920,subj2,1.0,3270,1609,0.987462,0.649472,22.2112,169
real_fists_feet,subject_disjoint,20260920,subj2,10.0,3270,1609,1,0.638285,51.0438,252
real_fists_feet,subject_disjoint,20260920,subj2,100.0,3270,1609,1,0.639528,89.8966,194
real_fists_feet,subject_disjoint,20260920,subj2,1000.0,3270,1609,1,0.642014,162.954,124
