task,protocol,seed,fold,C,n_train,n_test,train_acc,test_acc,w_norm,n_iter
imagery_left_right_fist,subject_disjoint,20260920,subj2,10.0,3277,1621,0.998169,0.589759,64.22,464
imagery_left_right_fist,subject_disjoint,20260920,subj2,100.0,3277,1621,1,0.584824,133.037,517
imagery_left_right_fist,subject_disjoint,20260920,subj2,1000.0,3277,1621,1,0.593461,272.595,246
real_left_right_fist,trial_random,20260916,trial0,0.0001,3264,1633,0.593137,0.537661,0.0366687,11
real_left_right_fist,trial_random,20260916,trial0,0.001,3264,1633,0.662684,0.588487,0.289793,9
real_left_right_fist,trial_random,20260916,trial0,0.01,3264,1633,0.791973,0.696877,1.81026,30
real_left_right_fist,trial_random,20260916,trial0,0.1,3264,1633,0.897978,0.725658,7.40083,104
real_left_right_fist,trial_random,20260916,trial0,1.0,3264,1633,0.974571,0.695652,22.8689,240
real_left_right_fist,trial_random,20260916,trial0,10.0,3264,1633,1,0.676056,56.9791,341
real_left_right_fist,trial_random,20260916,trial0,100.0,3264,1633,1,0.664421,107.258,305
real_left_right_fist,trial_random,20260916,trial0,1000.0,3264,1633,1,0.666258,179.022,145
real_left_right_fist,trial_random,20260916,trial1,0.0001,3265,1632,0.590199,0.525123,0.0344649,10
real_left_right_fist,trial_random,20260916,trial1,0.001,3265,1632,0.678407,0.602328,0.282318,12
real_left_right_fist,trial_random,20260916,trial1,0.01,3265,1632,0.794487,0.691176,1.80281,42
real_left_right_fist,trial_random,20260916,trial1,0.1,3265,1632,0.895865,0.729779,7.4354,111
real_left_right_fist,trial_random,20260916,trial1,1.0,3265,1632,0.975191,0.70098,23.0453,225
real_left_right_fist,trial_random,20260916,trial1,10.0,3265,1632,1,0.667279,57.1289,354
real_left_right_fist,trial_random,20260916,trial1,100.0,3265,1632,1,0.663603,103.391,333
real_left_right_fist,trial_random,20260916,trial1,1000.0,3265,1632,1,0.678309,191.095,175
real_left_right_fist,trial_random,20260916,trial2,0.0001,3265,1632,0.580704,0.542892,0.0341219,10
real_left_right_fist,trial_random,20260916,trial2,0.001,3265,1632,0.675038,0.623775,0.278744,11
real_left_right_fist,trial_random,20260916,trial2,0.01,3265,1632,0.795406,0.700368,1.78369,34
real_left_right_fist,trial_random,20260916,trial2,0.1,3265,1632,0.893721,0.730392,7.40363,119
real_left_right_fist,trial_random,20260916,trial2,1.0,3265,1632,0.973354,0.698529,23.1322,226
real_left_right_fist,trial_random,20260916,trial2,10.0,3265,1632,1,0.68076,58.0527,351
real_left_right_fist,trial_random,20260916,trial2,100.0,3265,1632,1,0.679534,107.131,346
real_left_right_fist,trial_random,20260916,trial2,1000.0,3265,1632,1,0.685662,191.2,172
real_left_right_fist,trial_random,20260917,trial0,0.0001,3264,1633,0.594363,0.537048,0.0353331,11
real_left_right_fist,trial_random,20260917,trial0,0.001,3264,1633,0.659007,0.596448,0.282672,10
real_left_right_fist,trial_random,20260917,trial0,0.01,3264,1633,0.793505,0.697489,1.78986,27
real_left_right_fist,trial_random,20260917,trial0,0.1,3264,1633,0.894301,0.721984,7.37694,84
real_left_right_fist,trial_random,20260917,trial0,1.0,3264,1633,0.969056,0.719535,22.9332,211
real_left_right_fist,trial_random,20260917,trial0,10.0,3264,1633,1,0.69259,58.0483,347
real_left_right_fist,trial_random,20260917,trial0,100.0,3264,1633,1,0.690141,108.386,340
real_left_right_fist,trial_random,20260917,trial0,1000.0,3264,1633,1,0.693815,205.954,184
real_left_right_fist,trial_random,20260917,trial1,0.0001,3265,1632,0.566003,0.507353,0.0370544,12
real_left_right_fist,trial_random,20260917,trial1,0.001,3265,1632,0.658193,0.575368,0.293241,17
real_left_right_fist,trial_random,20260917,trial1,0.01,3265,1632,0.793262,0.682598,1.8153,47
real_left_right_fist,trial_random,20260917,trial1,0.1,3265,1632,0.896478,0.720588,7.34505,114
real_left_right_fist,trial_random,20260917,trial1,1.0,3265,1632,0.973354,0.709559,22.6688,236
real_left_right_fist,trial_random,20260917,trial1,10.0,3265,1632,1,0.689338,57.8447,419
real_left_right_fist,trial_random,20260917,trial1,100.0,3265,1632,1,0.689338,108.882,373
real_left_right_fist,trial_random,20260917,trial1,1000.0,3265,1632,1,0.696691,203.342,193
real_left_right_fist,trial_random,20260917,trial2,0.0001,3265,1632,0.544564,0.495711,0.0330885,12
real_left_right_fist,trial_random,20260917,trial2,0.001,3265,1632,0.681776,0.615196,0.276641,20
real_left_right_fist,trial_random,20260917,trial2,0.01,3265,1632,0.7951,0.702206,1.77751,46
real_left_right_fist,trial_random,20260917,trial2,0.1,3265,1632,0.888208,0.747549,7.30683,101
real_left_right_fist,trial_random,20260917,trial2,1.0,3265,1632,0.968147,0.721201,22.8377,242
real_left_right_fist,trial_random,20260917,trial2,10.0,3265,1632,1,0.708333,59.2003,397
real_left_right_fist,trial_random,20260917,trial2,100.0,3265,1632,1,0.696078,111.657,343
real_left_right_fist,trial_random,20260917,trial2,1000.0,3265,1632,1,0.712623,226.141,189
real_left_right_fist,trial_random,20260918,trial0,0.0001,3264,1633,0.627145,0.56583,0.0338439,8
real_left_right_fist,trial_random,20260918,trial0,0.001,3264,1633,0.685662,0.617881,0.284513,11
real_left_right_fist,trial_random,20260918,trial0,0.01,3264,1633,0.792892,0.690753,1.80505,32
real_left_right_fist,trial_random,20260918,trial0,0.1,3264,1633,0.890319,0.740968,7.40384,107
real_left_right_fist,trial_random,20260918,trial0,1.0,3264,1633,0.970282,0.715248,22.9954,198
real_left_right_fist,trial_random,20260918,trial0,10.0,3264,1633,1,0.703613,57.0992,340
real_left_right_fist,trial_random,20260918,trial0,100.0,3264,1633,1,0.704838,110.461,267
real_left_right_fist,trial_random,20260918,trial0,1000.0,3264,1633,1,0.710349,193.675,154
real_left_right_fist,trial_random,20260918,trial1,0.0001,3265,1632,0.605819,0.543505,0.0367308,11
real_left_right_fist,trial_random,20260918,trial1,0.001,3265,1632,0.666462,0.581495,0.286918,11
real_left_right_fist,trial_random,20260918,trial1,0.01,3265,1632,0.7951,0.684436,1.81236,30
real_left_right_fist,trial_random,20260918,trial1,0.1,3265,1632,0.898622,0.722426,7.40937,82
real_left_right_fist,trial_random,20260918,trial1,1.0,3265,1632,0.969372,0.710784,22.7646,234
real_left_right_fist,trial_random,20260918,trial1,10.0,3265,1632,1,0.689951,57.1527,371
real_left_right_fist,trial_random,20260918,trial1,100.0,3265,1632,1,0.683211,107.749,353
real_left_right_fist,trial_random,20260918,trial1,1000.0,3265,1632,1,0.693015,198.102,155
real_left_right_fist,trial_random,20260918,trial2,0.0001,3265,1632,0.617764,0.558211,0.0347567,11
real_left_right_fist,trial_random,20260918,trial2,0.001,3265,1632,0.665544,0.59375,0.283011,9
real_left_right_fist,trial_random,20260918,trial2,0.01,3265,1632,0.784074,0.691176,1.76757,30
real_left_right_fist,trial_random,20260918,trial2,0.1,3265,1632,0.889433,0.742647,7.30756,96
real_left_right_fist,trial_random,20260918,trial2,1.0,3265,1632,0.96876,0.719975,23.0574,195
real_left_right_fist,trial_random,20260918,trial2,10.0,3265,1632,1,0.690564,58.4906,388
real_left_right_fist,trial_random,20260918,trial2,100.0,3265,1632,1,0.688725,111.248,314
real_left_right_fist,trial_random,20260918,trial2,1000.0,3265,1632,1,0.701593,191.251,146
real_left_right_fist,trial_random,20260919,trial0,0.0001,3264,1633,0.592525,0.523576,0.0364007,9
real_left_right_fist,trial_random,20260919,trial0,0.001,3264,1633,0.661152,0.590325,0.288947,16
real_left_right_fist,trial_random,20260919,trial0,0.01,3264,1633,0.791054,0.685242,1.78096,29
real_left_right_fist,trial_random,20260919,trial0,0.1,3264,1633,0.900429,0.724434,7.40171,96
real_left_right_fist,trial_random,20260919,trial0,1.0,3264,1633,0.97212,0.714636,23.0524,194
real_left_right_fist,trial_random,20260919,trial0,10.0,3264,1633,1,0.690141,57.7186,375
real_left_right_fist,trial_random,20260919,trial0,100.0,3264,1633,1,0.68463,111.443,319
real_left_right_fist,trial_random,20260919,trial0,1000.0,3264,1633,1,0.701776,217.564,154
real_left_right_fist,trial_random,20260919,trial1,0.0001,3265,1632,0.568147,0.520221,0.0352401,13
real_left_right_fist,trial_random,20260919,trial1,0.001,3265,1632,0.652374,0.577206,0.281417,18
real_left_right_fist,trial_random,20260919,trial1,0.01,3265,1632,0.788974,0.688113,1.78644,44
real_left_right_fist,trial_random,20260919,trial1,0.1,3265,1632,0.892802,0.735294,7.36734,99
real_left_right_fist,trial_random,20260919,trial1,1.0,3265,1632,0.974273,0.716299,22.9486,233
real_left_right_fist,trial_random,20260919,trial1,10.0,3265,1632,1,0.697304,57.9576,342
real_left_right_fist,trial_random,20260919,trial1,100.0,3265,1632,1,0.696078,107.204,281
real_left_right_fist,trial_random,20260919,trial1,1000.0,3265,1632,1,0.706495,213.538,160
real_left_right_fist,trial_random,20260919,trial2,0.0001,3265,1632,0.613783,0.543505,0.0342062,9
real_left_right_fist,trial_random,20260919,trial2,0.001,3265,1632,0.678714,0.590074,0.28552,11
real_left_right_fist,trial_random,20260919,trial2,0.01,3265,1632,0.794487,0.681373,1.81704,32
real_left_right_fist,trial_random,20260919,trial2,0.1,3265,1632,0.88974,0.738358,7.43689,78
real_left_right_fist,trial_random,20260919,trial2,1.0,3265,1632,0.975191,0.730392,22.9038,211
real_left_right_fist,trial_random,20260919,trial2,10.0,3265,1632,1,0.695466,56.9991,393
real_left_right_fist,trial_random,20260919,trial2,100.0,3265,1632,1,0.691176,104.877,286
real_left_right_fist,trial_random,20260919,trial2,1000.0,3265,1632,1,0.708333,193.241,132
real_left_right_fist,trial_random,20260920,trial0,0.0001,3264,1633,0.56924,0.509492,0.036068,11
real_left_right_fist,trial_random,20260920,trial0,0.001,3264,1633,0.670037,0.603184,0.283123,17
real_left_right_fist,trial_random,20260920,trial0,0.01,3264,1633,0.790748,0.687691,1.78518,42
real_left_right_fist,trial_random,20260920,trial0,0.1,3264,1633,0.888787,0.734231,7.35332,105
real_left_right_fist,trial_random,20260920,trial0,1.0,3264,1633,0.96875,0.711574,22.9115,187
real_left_right_fist,trial_random,20260920,trial0,10.0,3264,1633,1,0.693815,57.8577,334
real_left_right_fist,trial_random,20260920,trial0,100.0,3264,1633,1,0.687691,107.099,341
real_left_right_fist,trial_random,20260920,trial0,1000.0,3264,1633,1,0.696265,194.758,138
real_left_right_fist,trial_random,20260920,trial1,0.0001,3265,1632,0.612251,0.541054,0.0351191,9
real_left_right_fist,trial_random,20260920,trial1,0.001,3265,1632,0.687289,0.592525,0.287912,17
real_left_right_fist,trial_random,20260920,trial1,0.01,3265,1632,0.796631,0.669118,1.81031,39
real_left_right_fist,trial_random,20260920,trial1,0.1,3265,1632,0.885452,0.713235,7.37965,92
real_left_right_fist,trial_random,20260920,trial1,1.0,3265,1632,0.973354,0.697917,22.8199,229
real_left_right_fist,trial_random,20260920,trial1,10.0,3265,1632,1,0.671569,57.6915,316
real_left_right_fist,trial_random,20260920,trial1,100.0,3265,1632,1,0.667892,108.179,311
real_left_right_fist,trial_random,20260920,trial1,1000.0,3265,1632,1,0.68076,187.883,204
real_left_right_fist,trial_random,20260920,trial2,0.0001,3265,1632,0.581623,0.523897,0.034663,12
real_left_right_fist,trial_random,20260920,trial2,0.001,3265,1632,0.680245,0.612132,0.283155,19
real_left_right_fist,trial_random,20260920,trial2,0.01,3265,1632,0.796631,0.690564,1.80255,39
real_left_right_fist,trial_random,20260920,trial2,0.1,3265,1632,0.896478,0.735907,7.38429,119
real_left_right_fist,trial_random,20260920,trial2,1.0,3265,1632,0.969985,0.73223,22.8052,229
real_left_right_fist,trial_random,20260920,trial2,10.0,3265,1632,1,0.701593,58.1771,351
real_left_right_fist,trial_random,20260920,trial2,100.0,3265,1632,1,0.697917,107.014,357
real_left_right_fist,trial_random,20260920,trial2,1000.0,3265,1632,1,0.713848,176.217,203
real_left_right_fist,run_disjoint,20260916,run0,0.0001,3260,1637,0.630061,0.580941,0.0343385,9
real_left_right_fist,run_disjoint,20260916,run0,0.001,3260,1637,0.685276,0.62248,0.282835,9
real_left_right_fist,run_disjoint,20260916,run0,0.01,3260,1637,0.801534,0.695174,1.81745,31
real_left_right_fist,run_disjoint,20260916,run0,0.1,3260,1637,0.892025,0.718387,7.37116,107
real_left_right_fist,run_disjoint,20260916,run0,1.0,3260,1637,0.969325,0.69212,22.8037,211
real_left_right_fist,run_disjoint,20260916,run0,10.0,3260,1637,1,0.676237,57.6602,389
real_left_right_fist,run_disjoint,20260916,run0,100.0,3260,1637,1,0.656689,108.28,365
real_left_right_fist,run_disjoint,20260916,run0,1000.0,3260,1637,1,0.673794,179.926,215
real_left_right_fist,run_disjoint,20260916,run1,0.0001,3267,1630,0.620447,0.603067,0.0330613,6
real_left_right_fist,run_disjoint,20260916,run1,0.001,3267,1630,0.681359,0.64908,0.275651,9
real_left_right_fist,run_disjoint,20260916,run1,0.01,3267,1630,0.802877,0.715337,1.79268,22
real_left_right_fist,run_disjoint,20260916,run1,0.1,3267,1630,0.895011,0.738037,7.42896,95
real_left_right_fist,run_disjoint,20260916,run1,1.0,3267,1630,0.973064,0.714724,23.1116,194
real_left_right_fist,run_disjoint,20260916,run1,10.0,3267,1630,1,0.695092,57.3524,333
real_left_right_fist,run_disjoint,20260916,run1,100.0,3267,1630,1,0.696319,104.6,290
real_left_right_fist,run_disjoint,20260916,run1,1000.0,3267,1630,1,0.70184,190.109,147
real_left_right_fist,run_disjoint,20260916,run2,0.0001,3267,1630,0.61708,0.628834,0.0318919,8
real_left_right_fist,run_disjoint,20260916,run2,0.001,3267,1630,0.672176,0.652761,0.269033,9
real_left_right_fist,run_disjoint,20260916,run2,0.01,3267,1630,0.792776,0.723926,1.7723,26
real_left_right_fist,run_disjoint,20260916,run2,0.1,3267,1630,0.885828,0.742945,7.41675,106
real_left_right_fist,run_disjoint,20260916,run2,1.0,3267,1630,0.969391,0.723926,22.9737,251
real_left_right_fist,run_disjoint,20260916,run2,10.0,3267,1630,1,0.696319,58.3323,354
real_left_right_fist,run_disjoint,20260916,run2,100.0,3267,1630,1,0.692638,110.678,383
real_left_right_fist,run_disjoint,20260916,run2,1000.0,3267,1630,1,0.710429,201.291,213
real_left_right_fist,subject_disjoint,20260916,subj0,0.0001,3240,1657,0.628704,0.606518,0.0337553,8
real_left_right_fist,subject_disjoint,20260916,subj0,0.001,3240,1657,0.687037,0.623416,0.286321,9
real_left_right_fist,subject_disjoint,20260916,subj0,0.01,3240,1657,0.81358,0.636693,1.84897,26
real_left_right_fist,subject_disjoint,20260916,subj0,0.1,3240,1657,0.900926,0.656608,7.40388,116
real_left_right_fist,subject_disjoint,20260916,subj0,1.0,3240,1657,0.975309,0.628847,22.5922,231
real_left_right_fist,subject_disjoint,20260916,subj0,10.0,3240,1657,1,0.614967,56.4553,357
real_left_right_fist,subject_disjoint,20260916,subj0,100.0,3240,1657,1,0.620398,105.627,332
real_left_right_fist,subject_disjoint,20260916,subj0,1000.0,3240,1657,1,0.617984,188.682,160
real_left_right_fist,subject_disjoint,20260916,subj1,0.0001,3280,1617,0.613415,0.594929,0.033619,8
real_left_right_fist,subject_disjoint,20260916,subj1,0.001,3280,1617,0.678354,0.612245,0.282924,11
real_left_right_fist,subject_disjoint,20260916,subj1,0.01,3280,1617,0.810061,0.636364,1.83694,27
real_left_right_fist,subject_disjoint,20260916,subj1,0.1,3280,1617,0.892378,0.64564,7.47165,83
real_left_right_fist,subject_disjoint,20260916,subj1,1.0,3280,1617,0.97439,0.623995,22.9565,189
real_left_right_fist,subject_disjoint,20260916,subj1,10.0,3280,1617,1,0.618429,56.8037,360
real_left_right_fist,subject_disjoint,20260916,subj1,100.0,3280,1617,1,0.617192,105.764,323
real_left_right_fist,subject_disjoint,20260916,subj1,1000.0,3280,1617,1,0.621521,179.85,170
real_left_right_fist,subject_disjoint,20260916,subj2,0.0001,3274,1623,0.620953,0.605052,0.0320932,8
real_left_right_fist,subject_disjoint,20260916,subj2,0.001,3274,1623,0.670128,0.622921,0.269803,12
real_left_right_fist,subject_disjoint,20260916,subj2,0.01,3274,1623,0.797495,0.672828,1.78535,33
real_left_right_fist,subject_disjoint,20260916,subj2,0.1,3274,1623,0.895235,0.680838,7.40432,90
real_left_right_fist,subject_disjoint,20260916,subj2,1.0,3274,1623,0.968235,0.675909,23.0015,195
real_left_right_fist,subject_disjoint,20260916,subj2,10.0,3274,1623,1,0.655576,58.341,367
real_left_right_fist,subject_disjoint,20260916,subj2,100.0,3274,1623,1,0.649415,108.838,378
real_left_right_fist,subject_disjoint,20260916,subj2,1000.0,3274,1623,1,0.649415,207.251,176
real_left_right_fist,subject_disjoint,20260917,subj0,0.0001,3219,1678,0.613545,0.615614,0.0318552,9
real_left_right_fist,subject_disjoint,20260917,subj0,0.001,3219,1678,0.675365,0.63528,0.266397,10
real_left_right_fist,subject_disjoint,20260917,subj0,0.01,3219,1678,0.799006,0.665077,1.76589,32
real_left_right_fist,subject_disjoint,20260917,subj0,0.1,3219,1678,0.894688,0.663886,7.36678,81
real_left_right_fist,subject_disjoint,20260917,subj0,1.0,3219,1678,0.977633,0.643623,23.0463,206
real_left_right_fist,subject_disjoint,20260917,subj0,10.0,3219,1678,1,0.623957,57.2447,356
real_left_right_fist,subject_disjoint,20260917,subj0,100.0,3219,1678,1,0.626937,106.323,356
real_left_right_fist,subject_disjoint,20260917,subj0,1000.0,3219,1678,1,0.636472,183.811,173
real_left_right_fist,subject_disjoint,20260917,subj1,0.0001,3292,1605,0.612394,0.586293,0.0335767,8
real_left_right_fist,subject_disjoint,20260917,subj1,0.001,3292,1605,0.689247,0.611838,0.284728,11
real_left_right_fist,subject_disjoint,20260917,subj1,0.01,3292,1605,0.815917,0.647975,1.8655,29
real_left_right_fist,subject_disjoint,20260917,subj1,0.1,3292,1605,0.90158,0.633022,7.44655,98
real_left_right_fist,subject_disjoint,20260917,subj1,1.0,3292,1605,0.970535,0.619938,22.7116,194
real_left_right_fist,subject_disjoint,20260917,subj1,10.0,3292,1605,1,0.604984,57.4902,348
real_left_right_fist,subject_disjoint,20260917,subj1,100.0,3292,1605,1,0.608723,107.522,332
real_left_right_fist,subject_disjoint,20260917,subj1,1000.0,3292,1605,1,0.596885,208.418,172
real_left_right_fist,subject_disjoint,20260917,subj2,0.0001,3283,1614,0.626561,0.592317,0.0343282,7
real_left_right_fist,subject_disjoint,20260917,subj2,0.001,3283,1614,0.685958,0.608426,0.28912,11
real_left_right_fist,subject_disjoint,20260917,subj2,0.01,3283,1614,0.805361,0.652416,1.85768,29
real_left_right_fist,subject_disjoint,20260917,subj2,0.1,3283,1614,0.903747,0.666047,7.48819,75
real_left_right_fist,subject_disjoint,20260917,subj2,1.0,3283,1614,0.971977,0.649318,22.777,191
real_left_right_fist,subject_disjoint,20260917,subj2,10.0,3283,1614,1,0.627633,56.7592,375
real_left_right_fist,subject_disjoint,20260917,subj2,100.0,3283,1614,1,0.623296,104.92,333
real_left_right_fist,subject_disjoint,20260917,subj2,1000.0,3283,1614,1,0.630112,194.208,161
real_left_right_fist,subject_disjoint,20260918,subj0,0.0001,3235,1662,0.611437,0.613117,0.0319287,8
real_left_right_fist,subject_disjoint,20260918,subj0,0.001,3235,1662,0.675734,0.626354,0.267408,8
real_left_right_fist,subject_disjoint,20260918,subj0,0.01,3235,1662,0.800618,0.66426,1.77073,31
real_left_right_fist,subject_disjoint,20260918,subj0,0.1,3235,1662,0.889335,0.657641,7.36619,112
real_left_right_fist,subject_disjoint,20260918,subj0,1.0,3235,1662,0.973725,0.637786,23.0101,247
real_left_right_fist,subject_disjoint,20260918,subj0,10.0,3235,1662,1,0.628159,57.7834,377
real_left_right_fist,subject_disjoint,20260918,subj0,100.0,3235,1662,1,0.62515,109.783,331
real_left_right_fist,subject_disjoint,20260918,subj0,1000.0,3235,1662,1,0.62515,200.19,179
real_left_right_fist,subject_disjoint,20260918,subj1,0.0001,3289,1608,0.615993,0.604478,0.0346768,7
real_left_right_fist,subject_disjoint,20260918,subj1,0.001,3289,1608,0.678626,0.624378,0.28906,14
real_left_right_fist,subject_disjoint,20260918,subj1,0.01,3289,1608,0.807236,0.652985,1.85944,34
real_left_right_fist,subject_disjoint,20260918,subj1,0.1,3289,1608,0.895105,0.64801,7.45132,107
real_left_right_fist,subject_disjoint,20260918,subj1,1.0,3289,1608,0.976589,0.628731,22.8201,239
real_left_right_fist,subject_disjoint,20260918,subj1,10.0,3289,1608,1,0.616915,57.1694,309
real_left_right_fist,subject_disjoint,20260918,subj1,100.0,3289,1608,1,0.613806,106.037,296
real_left_right_fist,subject_disjoint,20260918,subj1,1000.0,3289,1608,1,0.621891,199.703,142
real_left_right_fist,subject_disjoint,20260918,subj2,0.0001,3270,1627,0.640061,0.592502,0.0331495,8
real_left_right_fist,subject_disjoint,20260918,subj2,0.001,3270,1627,0.692966,0.591272,0.283333,9
real_left_right_fist,subject_disjoint,20260918,subj2,0.01,3270,1627,0.816208,0.623848,1.86089,24
real_left_right_fist,subject_disjoint,20260918,subj2,0.1,3270,1627,0.906728,0.642901,7.53988,97
real_left_right_fist,subject_disjoint,20260918,subj2,1.0,3270,1627,0.975841,0.634296,22.881,223
real_left_right_fist,subject_disjoint,20260918,subj2,10.0,3270,1627,1,0.614014,55.82,324
real_left_right_fist,subject_disjoint,20260918,subj2,100.0,3270,1627,1,0.608482,100.802,320
real_left_right_fist,subject_disjoint,20260918,subj2,1000.0,3270,1627,1,0.622618,204.023,109
real_left_right_fist,subject_disjoint,20260919,subj0,0.0001,3244,1653,0.624538,0.630369,0.030942,9
real_left_right_fist,subject_disjoint,20260919,subj0,0.001,3244,1653,0.668927,0.661222,0.262264,16
real_left_right_fist,subject_disjoint,20260919,subj0,0.01,3244,1653,0.802404,0.683606,1.75616,30
real_left_right_fist,subject_disjoint,20260919,subj0,0.1,3244,1653,0.893958,0.673321,7.41955,110
real_left_right_fist,subject_disjoint,20260919,subj0,1.0,3244,1653,0.969482,0.648518,23.0899,252
real_left_right_fist,subject_disjoint,20260919,subj0,10.0,3244,1653,1,0.644888,57.8492,360
real_left_right_fist,subject_disjoint,20260919,subj0,100.0,3244,1653,1,0.633999,110.377,274
real_left_right_fist,subject_disjoint,20260919,subj0,1000.0,3244,1653,1,0.629764,188.536,176
real_left_right_fist,subject_disjoint,20260919,subj1,0.0001,3258,1639,0.612953,0.599146,0.0346389,9
real_left_right_fist,subject_disjoint,20260919,subj1,0.001,3258,1639,0.68232,0.6205,0.289121,14
real_left_right_fist,subject_disjoint,20260919,subj1,0.01,3258,1639,0.805709,0.652227,1.85549,34
real_left_right_fist,subject_disjoint,20260919,subj1,0.1,3258,1639,0.900552,0.651617,7.40112,87
real_left_right_fist,subject_disjoint,20260919,subj1,1.0,3258,1639,0.975138,0.636974,22.7206,200
real_left_right_fist,subject_disjoint,20260919,subj1,10.0,3258,1639,1,0.628432,56.7513,311
real_left_right_fist,subject_disjoint,20260919,subj1,100.0,3258,1639,1,0.626602,106.545,287
real_left_right_fist,subject_disjoint,20260919,subj1,1000.0,3258,1639,1,0.636364,211.768,155
real_left_right_fist,subject_disjoint,20260919,subj2,0.0001,3292,1605,0.624848,0.585047,0.0342917,5
real_left_right_fist,subject_disjoint,20260919,subj2,0.001,3292,1605,0.698056,0.598754,0.289113,11
real_left_right_fist,subject_disjoint,20260919,subj2,0.01,3292,1605,0.817132,0.650467,1.88636,26
real_left_right_fist,subject_disjoint,20260919,subj2,0.1,3292,1605,0.904313,0.655452,7.54577,97
real_left_right_fist,subject_disjoint,20260919,subj2,1.0,3292,1605,0.973876,0.637383,22.7156,216
real_left_right_fist,subject_disjoint,20260919,subj2,10.0,3292,1605,1,0.629283,55.7167,295
real_left_right_fist,subject_disjoint,20260919,subj2,100.0,3292,1605,1,0.62243,105.202,272
real_left_right_fist,subject_disjoint,20260919,subj2,1000.0,3292,1605,1,0.624299,180.914,128
real_left_right_fist,subject_disjoint,20260920,subj0,0.0001,3237,1660,0.606117,0.565663,0.0337998,11
real_left_right_fist,subject_disjoint,20260920,subj0,0.001,3237,1660,0.67717,0.60241,0.281758,10
real_left_right_fist,subject_disjoint,20260920,subj0,0.01,3237,1660,0.807229,0.656024,1.83581,32
real_left_right_fist,subject_disjoint,20260920,subj0,0.1,3237,1660,0.905468,0.651807,7.47483,98
real_left_right_fist,subject_disjoint,20260920,subj0,1.0,3237,1660,0.977757,0.64759,22.9457,196
real_left_right_fist,subject_disjoint,20260920,subj0,10.0,3237,1660,1,0.637952,55.4068,371
real_left_right_fist,subject_disjoint,20260920,subj0,100.0,3237,1660,1,0.636145,102.062,303
real_left_right_fist,subject_disjoint,20260920,subj0,1000.0,3237,1660,1,0.640964,186.982,159
real_left_right_fist,subject_disjoint,20260920,subj1,0.0001,3280,1617,0.609451,0.640074,0.0309194,4
real_left_right_fist,subject_disjoint,20260920,subj1,0.001,3280,1617,0.667378,0.662338,0.259464,10
real_left_right_fist,subject_disjoint,20260920,subj1,0.01,3280,1617,0.790244,0.686456,1.744,25
real_left_right_fist,subject_disjoint,20260920,subj1,0.1,3280,1617,0.889634,0.692022,7.3896,103
real_left_right_fist,subject_disjoint,20260920,subj1,1.0,3280,1617,0.966463,0.670377,23.2643,197
real_left_right_fist,subject_disjoint,20260920,subj1,10.0,3280,1617,1,0.648732,59.3209,311
real_left_right_fist,subject_disjoint,20260920,subj1,100.0,3280,1617,1,0.641929,112.303,343
real_left_right_fist,subject_disjoint,20260920,subj1,1000.0,3280,1617,1,0.639456,198.319,171
real_left_right_fist,subject_disjoint,20260920,subj2,0.0001,3277,1620,0.63076,0.609259,0.034803,7
real_left_right_fist,subject_disjoint,20260920,subj2,0.001,3277,1620,0.704608,0.62284,0.297538,12
real_left_right_fist,subject_disjoint,20260920,subj2,0.01,3277,1620,0.814159,0.651852,1.89786,33
real_left_right_fist,subject_disjoint,20260920,subj2,0.1,3277,1620,0.899298,0.649383,7.44215,76
real_left_right_fist,subject_disjoint,20260920,subj2,1.0,3277,1620,0.976808,0.634568,22.6582,228
real_left_right_fist,subject_disjoint,20260920,subj2,10.0,3277,1620,1,0.618519,56.0367,342
real_left_right_fist,subject_disjoint,20260920,subj2,100.0,3277,1620,1,0.619753,101.505,301
real_left_right_fist,subject_disjoint,20260920,subj2,1000.0,3277,1620,1,0.633951,183.308,159
imagery_fists_feet,trial_random,20260916,trial0,0.0001,3264,1633,0.585784,0.529088,0.0379166,11
imagery_fists_feet,trial_random,20260916,trial0,0.001,3264,1633,0.655944,0.594611,0.288721,16
imagery_fists_feet,trial_random,20260916,trial0,0.01,3264,1633,0.734681,0.654011,1.55593,47
imagery_fists_feet,trial_random,20260916,trial0,0.1,3264,1633,0.85049,0.672994,6.66776,106
imagery_fists_feet,trial_random,20260916,trial0,1.0,3264,1633,0.9375,0.646663,22.7179,254
imagery_fists_feet,trial_random,20260916,trial0,10.0,3264,1633,0.997855,0.635028,65.0949,439
imagery_fists_feet,trial_random,20260916,trial0,100.0,3264,1633,1,0.633803,136.627,636
imagery_fists_feet,trial_random,20260916,trial0,1000.0,3264,1633,1,0.628291,255.472,274
imagery_fists_feet,trial_random,20260916,trial1,0.0001,3265,1632,0.595712,0.538603,0.0350983,10
imagery_fists_feet,trial_random,20260916,trial1,0.001,3265,1632,0.656968,0.609681,0.282125,9
imagery_fists_feet,trial_random,20260916,trial1,0.01,3265,1632,0.746095,0.651348,1.58619,30
imagery_fists_feet,trial_random,20260916,trial1,0.1,3265,1632,0.848086,0.653186,6.76227,108
imagery_fists_feet,trial_random,20260916,trial1,1.0,3265,1632,0.950077,0.618873,22.9171,225
imagery_fists_feet,trial_random,20260916,trial1,10.0,3265,1632,0.997856,0.598039,64.4754,442
imagery_fists_feet,trial_random,20260916,trial1,100.0,3265,1632,1,0.596201,134.303,456
