task,protocol,seed,fold,metric,value,n,note
real_left_right_fist,subject_disjoint,20260919,subj0,mean_abs_cos_w_d_s_train_subjects,0.14115,72,
real_left_right_fist,subject_disjoint,20260919,subj0,mean_abs_cos_w_d_s_test_subjects,0.0869444,72,
real_left_right_fist,subject_disjoint,20260919,subj0,abs_cos_w_d_global,0.44699,72,
real_left_right_fist,subject_disjoint,20260919,subj0,fraction_w_in_span_all_d_s,0.442927,72,
real_left_right_fist,subject_disjoint,20260919,subj0,fraction_w_in_span_train_d_s,0.384586,72,
real_left_right_fist,subject_disjoint,20260919,subj1,mean_abs_cos_w_d_s_train_subjects,0.150168,73,
real_left_right_fist,subject_disjoint,20260919,subj1,mean_abs_cos_w_d_s_test_subjects,0.0836567,73,
real_left_right_fist,subject_disjoint,20260919,subj1,abs_cos_w_d_global,0.46906,73,
real_left_right_fist,subject_disjoint,20260919,subj1,fraction_w_in_span_all_d_s,0.434911,73,
real_left_right_fist,subject_disjoint,20260919,subj1,fraction_w_in_span_train_d_s,0.400159,73,
real_left_right_fist,subject_disjoint,20260919,subj2,mean_abs_cos_w_d_s_train_subjects,0.152952,73,
real_left_right_fist,subject_disjoint,20260919,subj2,mean_abs_cos_w_d_s_test_subjects,0.0845519,73,
real_left_right_fist,subject_disjoint,20260919,subj2,abs_cos_w_d_global,0.474811,73,
real_left_right_fist,subject_disjoint,20260919,subj2,fraction_w_in_span_all_d_s,0.466503,73,
real_left_right_fist,subject_disjoint,20260919,subj2,fraction_w_in_span_train_d_s,0.41474,73,
real_left_right_fist,subject_disjoint,20260920,subj0,mean_abs_cos_w_d_s_train_subjects,0.153568,72,
real_left_right_fist,subject_disjoint,20260920,subj0,mean_abs_cos_w_d_s_test_subjects,0.0786206,72,
real_left_right_fist,subject_disjoint,20260920,subj0,abs_cos_w_d_global,0.465136,72,
real_left_right_fist,subject_disjoint,20260920,subj0,fraction_w_in_span_all_d_s,0.455452,72,
real_left_right_fist,subject_disjoint,20260920,subj0,fraction_w_in_span_train_d_s,0.408847,72,
real_left_right_fist,subject_disjoint,20260920,subj1,mean_abs_cos_w_d_s_train_subjects,0.136278,73,
real_left_right_fist,subject_disjoint,20260920,subj1,mean_abs_cos_w_d_s_test_subjects,0.0943794,73,
real_left_right_fist,subject_disjoint,20260920,subj1,abs_cos_w_d_global,0.447873,73,
real_left_right_fist,subject_disjoint,20260920,subj1,fraction_w_in_span_all_d_s,0.430089,73,
real_left_right_fist,subject_disjoint,20260920,subj1,fraction_w_in_span_train_d_s,0.365076,73,
real_left_right_fist,subject_disjoint,20260920,subj2,mean_abs_cos_w_d_s_train_subjects,0.151381,73,
real_left_right_fist,subject_disjoint,20260920,subj2,mean_abs_cos_w_d_s_test_subjects,0.0873561,73,
real_left_right_fist,subject_disjoint,20260920,subj2,abs_cos_w_d_global,0.47837,73,
real_left_right_fist,subject_disjoint,20260920,subj2,fraction_w_in_span_all_d_s,0.454928,73,
real_left_right_fist,subject_disjoint,20260920,subj2,fraction_w_in_span_train_d_s,0.406438,73,
imagery_fists_feet,descriptive,,,mean_pairwise_abs_cos_d_s,0.101255,11772,mean |cos| between subject-specific class-separation directions (off-diagonal pairs)
imagery_fists_feet,descriptive,,,mean_abs_cos_d_s_d_global,0.249526,109,mean |cos| between each subject's direction and the global class direction
imagery_fists_feet,descriptive,,,random_direction_fraction_in_span,0.0524038,109,expected ||proj||^2/||w||^2 of a random direction (k/D)
imagery_fists_feet,trial_random,20260916,trial0,mean_abs_cos_w_d_s_train_subjects,0.0867818,109,
imagery_fists_feet,trial_random,20260916,trial0,mean_abs_cos_w_d_s_test_subjects,0.0867818,109,
imagery_fists_feet,trial_random,20260916,trial0,abs_cos_w_d_global,0.331745,109,
imagery_fists_feet,trial_random,20260916,trial0,fraction_w_in_span_all_d_s,0.288136,109,
imagery_fists_feet,trial_random,20260916,trial0,fraction_w_in_span_train_d_s,0.288136,109,
imagery_fists_feet,trial_random,20260916,trial1,mean_abs_cos_w_d_s_train_subjects,0.0867974,109,
imagery_fists_feet,trial_random,20260916,trial1,mean_abs_cos_w_d_s_test_subjects,0.0867974,109,
imagery_fists_feet,trial_random,20260916,trial1,abs_cos_w_d_global,0.331703,109,
imagery_fists_feet,trial_random,20260916,trial1,fraction_w_in_span_all_d_s,0.307836,109,
imagery_fists_feet,trial_random,20260916,trial1,fraction_w_in_span_train_d_s,0.307836,109,
imagery_fists_feet,trial_random,20260916,trial2,mean_abs_cos_w_d_s_train_subjects,0.0880317,109,
imagery_fists_feet,trial_random,20260916,trial2,mean_abs_cos_w_d_s_test_subjects,0.0880317,109,
imagery_fists_feet,trial_random,20260916,trial2,abs_cos_w_d_global,0.337066,109,
imagery_fists_feet,trial_random,20260916,trial2,fraction_w_in_span_all_d_s,0.295159,109,
imagery_fists_feet,trial_random,20260916,trial2,fraction_w_in_span_train_d_s,0.295159,109,
imagery_fists_feet,trial_random,20260917,trial0,mean_abs_cos_w_d_s_train_subjects,0.0855638,109,
imagery_fists_feet,trial_random,20260917,trial0,mean_abs_cos_w_d_s_test_subjects,0.0855638,109,
imagery_fists_feet,trial_random,20260917,trial0,abs_cos_w_d_global,0.328595,109,
imagery_fists_feet,trial_random,20260917,trial0,fraction_w_in_span_all_d_s,0.28049,109,
imagery_fists_feet,trial_random,20260917,trial0,fraction_w_in_span_train_d_s,0.28049,109,
imagery_fists_feet,trial_random,20260917,trial1,mean_abs_cos_w_d_s_train_subjects,0.0898124,109,
imagery_fists_feet,trial_random,20260917,trial1,mean_abs_cos_w_d_s_test_subjects,0.0898124,109,
imagery_fists_feet,trial_random,20260917,trial1,abs_cos_w_d_global,0.342863,109,
imagery_fists_feet,trial_random,20260917,trial1,fraction_w_in_span_all_d_s,0.302736,109,
imagery_fists_feet,trial_random,20260917,trial1,fraction_w_in_span_train_d_s,0.302736,109,
imagery_fists_feet,trial_random,20260917,trial2,mean_abs_cos_w_d_s_train_subjects,0.0856389,109,
imagery_fists_feet,trial_random,20260917,trial2,mean_abs_cos_w_d_s_test_subjects,0.0856389,109,
imagery_fists_feet,trial_random,20260917,trial2,abs_cos_w_d_global,0.325454,109,
imagery_fists_feet,trial_random,20260917,trial2,fraction_w_in_span_all_d_s,0.294295,109,
imagery_fists_feet,trial_random,20260917,trial2,fraction_w_in_span_train_d_s,0.294295,109,
imagery_fists_feet,trial_random,20260918,trial0,mean_abs_cos_w_d_s_train_subjects,0.088328,109,
imagery_fists_feet,trial_random,20260918,trial0,mean_abs_cos_w_d_s_test_subjects,0.088328,109,
imagery_fists_feet,trial_random,20260918,trial0,abs_cos_w_d_global,0.336839,109,
imagery_fists_feet,trial_random,20260918,trial0,fraction_w_in_span_all_d_s,0.299139,109,
imagery_fists_feet,trial_random,20260918,trial0,fraction_w_in_span_train_d_s,0.299139,109,
imagery_fists_feet,trial_random,20260918,trial1,mean_abs_cos_w_d_s_train_subjects,0.087786,109,
imagery_fists_feet,trial_random,20260918,trial1,mean_abs_cos_w_d_s_test_subjects,0.087786,109,
imagery_fists_feet,trial_random,20260918,trial1,abs_cos_w_d_global,0.335324,109,
imagery_fists_feet,trial_random,20260918,trial1,fraction_w_in_span_all_d_s,0.293297,109,
imagery_fists_feet,trial_random,20260918,trial1,fraction_w_in_span_train_d_s,0.293297,109,
imagery_fists_feet,trial_random,20260918,trial2,mean_abs_cos_w_d_s_train_subjects,0.0857308,109,
imagery_fists_feet,trial_random,20260918,trial2,mean_abs_cos_w_d_s_test_subjects,0.0857308,109,
imagery_fists_feet,trial_random,20260918,trial2,abs_cos_w_d_global,0.328355,109,
imagery_fists_feet,trial_random,20260918,trial2,fraction_w_in_span_all_d_s,0.282327,109,
imagery_fists_feet,trial_random,20260918,trial2,fraction_w_in_span_train_d_s,0.282327,109,
imagery_fists_feet,trial_random,20260919,trial0,mean_abs_cos_w_d_s_train_subjects,0.0868664,109,
imagery_fists_feet,trial_random,20260919,trial0,mean_abs_cos_w_d_s_test_subjects,0.0868664,109,
imagery_fists_feet,trial_random,20260919,trial0,abs_cos_w_d_global,0.331013,109,
imagery_fists_feet,trial_random,20260919,trial0,fraction_w_in_span_all_d_s,0.29751,109,
imagery_fists_feet,trial_random,20260919,trial0,fraction_w_in_span_train_d_s,0.29751,109,
imagery_fists_feet,trial_random,20260919,trial1,mean_abs_cos_w_d_s_train_subjects,0.087176,109,
imagery_fists_feet,trial_random,20260919,trial1,mean_abs_cos_w_d_s_test_subjects,0.087176,109,
imagery_fists_feet,trial_random,20260919,trial1,abs_cos_w_d_global,0.333344,109,
imagery_fists_feet,trial_random,20260919,trial1,fraction_w_in_span_all_d_s,0.288921,109,
imagery_fists_feet,trial_random,20260919,trial1,fraction_w_in_span_train_d_s,0.288921,109,
imagery_fists_feet,trial_random,20260919,trial2,mean_abs_cos_w_d_s_train_subjects,0.0859862,109,
imagery_fists_feet,trial_random,20260919,trial2,mean_abs_cos_w_d_s_test_subjects,0.0859862,109,
imagery_fists_feet,trial_random,20260919,trial2,abs_cos_w_d_global,0.329078,109,
imagery_fists_feet,trial_random,20260919,trial2,fraction_w_in_span_all_d_s,0.2848,109,
imagery_fists_feet,trial_random,20260919,trial2,fraction_w_in_span_train_d_s,0.2848,109,
imagery_fists_feet,trial_random,20260920,trial0,mean_abs_cos_w_d_s_train_subjects,0.0873492,109,
imagery_fists_feet,trial_random,20260920,trial0,mean_abs_cos_w_d_s_test_subjects,0.0873492,109,
imagery_fists_feet,trial_random,20260920,trial0,abs_cos_w_d_global,0.333466,109,
imagery_fists_feet,trial_random,20260920,trial0,fraction_w_in_span_all_d_s,0.304568,109,
imagery_fists_feet,trial_random,20260920,trial0,fraction_w_in_span_train_d_s,0.304568,109,
imagery_fists_feet,trial_random,20260920,trial1,mean_abs_cos_w_d_s_train_subjects,0.0875102,109,
imagery_fists_feet,trial_random,20260920,trial1,mean_abs_cos_w_d_s_test_subjects,0.0875102,109,
imagery_fists_feet,trial_random,20260920,trial1,abs_cos_w_d_global,0.333582,109,
imagery_fists_feet,trial_random,20260920,trial1,fraction_w_in_span_all_d_s,0.295062,109,
imagery_fists_feet,trial_random,20260920,trial1,fraction_w_in_span_train_d_s,0.295062,109,
imagery_fists_feet,trial_random,20260920,trial2,mean_abs_cos_w_d_s_train_subjects,0.086633,109,
imagery_fists_feet,trial_random,20260920,trial2,mean_abs_cos_w_d_s_test_subjects,0.086633,109,
imagery_fists_feet,trial_random,20260920,trial2,abs_cos_w_d_global,0.334258,109,
imagery_fists_feet,trial_random,20260920,trial2,fraction_w_in_span_all_d_s,0.28589,109,
imagery_fists_feet,trial_random,20260920,trial2,fraction_w_in_span_train_d_s,0.28589,109,
imagery_fists_feet,subject_disjoint,20260916,subj0,mean_abs_cos_w_d_s_train_subjects,0.108903,72,
imagery_fists_feet,subject_disjoint,20260916,subj0,mean_abs_cos_w_d_s_test_subjects,0.049294,72,
imagery_fists_feet,subject_disjoint,20260916,subj0,abs_cos_w_d_global,0.343073,72,
imagery_fists_feet,subject_disjoint,20260916,subj0,fraction_w_in_span_all_d_s,0.428579,72,
imagery_fists_feet,subject_disjoint,20260916,subj0,fraction_w_in_span_train_d_s,0.381867,72,
imagery_fists_feet,subject_disjoint,20260916,subj1,mean_abs_cos_w_d_s_train_subjects,0.111478,73,
imagery_fists_feet,subject_disjoint,20260916,subj1,mean_abs_cos_w_d_s_test_subjects,0.0499745,73,
imagery_fists_feet,subject_disjoint,20260916,subj1,abs_cos_w_d_global,0.346823,73,
imagery_fists_feet,subject_disjoint,20260916,subj1,fraction_w_in_span_all_d_s,0.461162,73,
imagery_fists_feet,subject_disjoint,20260916,subj1,fraction_w_in_span_train_d_s,0.421743,73,
imagery_fists_feet,subject_disjoint,20260916,subj2,mean_abs_cos_w_d_s_train_subjects,0.112602,73,
imagery_fists_feet,subject_disjoint,20260916,subj2,mean_abs_cos_w_d_s_test_subjects,0.0475847,73,
imagery_fists_feet,subject_disjoint,20260916,subj2,abs_cos_w_d_global,0.335414,73,
imagery_fists_feet,subject_disjoint,20260916,subj2,fraction_w_in_span_all_d_s,0.431846,73,
imagery_fists_feet,subject_disjoint,20260916,subj2,fraction_w_in_span_train_d_s,0.367688,73,
imagery_fists_feet,subject_disjoint,20260917,subj0,mean_abs_cos_w_d_s_train_subjects,0.106617,72,
imagery_fists_feet,subject_disjoint,20260917,subj0,mean_abs_cos_w_d_s_test_subjects,0.0473421,72,
imagery_fists_feet,subject_disjoint,20260917,subj0,abs_cos_w_d_global,0.32387,72,
imagery_fists_feet,subject_disjoint,20260917,subj0,fraction_w_in_span_all_d_s,0.441604,72,
imagery_fists_feet,subject_disjoint,20260917,subj0,fraction_w_in_span_train_d_s,0.37939,72,
imagery_fists_feet,subject_disjoint,20260917,subj1,mean_abs_cos_w_d_s_train_subjects,0.111455,73,
imagery_fists_feet,subject_disjoint,20260917,subj1,mean_abs_cos_w_d_s_test_subjects,0.049806,73,
imagery_fists_feet,subject_disjoint,20260917,subj1,abs_cos_w_d_global,0.34022,73,
imagery_fists_feet,subject_disjoint,20260917,subj1,fraction_w_in_span_all_d_s,0.459312,73,
imagery_fists_feet,subject_disjoint,20260917,subj1,fraction_w_in_span_train_d_s,0.413419,73,
imagery_fists_feet,subject_disjoint,20260917,subj2,mean_abs_cos_w_d_s_train_subjects,0.115635,73,
imagery_fists_feet,subject_disjoint,20260917,subj2,mean_abs_cos_w_d_s_test_subjects,0.0482542,73,
imagery_fists_feet,subject_disjoint,20260917,subj2,abs_cos_w_d_global,0.35867,73,
imagery_fists_feet,subject_disjoint,20260917,subj2,fraction_w_in_span_all_d_s,0.424252,73,
imagery_fists_feet,subject_disjoint,20260917,subj2,fraction_w_in_span_train_d_s,0.376143,73,
imagery_fists_feet,subject_disjoint,20260918,subj0,mean_abs_cos_w_d_s_train_subjects,0.10891,72,
imagery_fists_feet,subject_disjoint,20260918,subj0,mean_abs_cos_w_d_s_test_subjects,0.0512409,72,
imagery_fists_feet,subject_disjoint,20260918,subj0,abs_cos_w_d_global,0.337424,72,
imagery_fists_feet,subject_disjoint,20260918,subj0,fraction_w_in_span_all_d_s,0.443852,72,
imagery_fists_feet,subject_disjoint,20260918,subj0,fraction_w_in_span_train_d_s,0.39201,72,
imagery_fists_feet,subject_disjoint,20260918,subj1,mean_abs_cos_w_d_s_train_subjects,0.111631,73,
imagery_fists_feet,subject_disjoint,20260918,subj1,mean_abs_cos_w_d_s_test_subjects,0.0506783,73,
imagery_fists_feet,subject_disjoint,20260918,subj1,abs_cos_w_d_global,0.342318,73,
imagery_fists_feet,subject_disjoint,20260918,subj1,fraction_w_in_span_all_d_s,0.446021,73,
imagery_fists_feet,subject_disjoint,20260918,subj1,fraction_w_in_span_train_d_s,0.396668,73,
imagery_fists_feet,subject_disjoint,20260918,subj2,mean_abs_cos_w_d_s_train_subjects,0.115329,73,
imagery_fists_feet,subject_disjoint,20260918,subj2,mean_abs_cos_w_d_s_test_subjects,0.0426962,73,
imagery_fists_feet,subject_disjoint,20260918,subj2,abs_cos_w_d_global,0.346706,73,
imagery_fists_feet,subject_disjoint,20260918,subj2,fraction_w_in_span_all_d_s,0.430659,73,
imagery_fists_feet,subject_disjoint,20260918,subj2,fraction_w_in_span_train_d_s,0.386376,73,
imagery_fists_feet,subject_disjoint,20260919,subj0,mean_abs_cos_w_d_s_train_subjects,0.111569,72,
imagery_fists_feet,subject_disjoint,20260919,subj0,mean_abs_cos_w_d_s_test_subjects,0.0471685,72,
imagery_fists_feet,subject_disjoint,20260919,subj0,abs_cos_w_d_global,0.342271,72,
imagery_fists_feet,subject_disjoint,20260919,subj0,fraction_w_in_span_all_d_s,0.430092,72,
imagery_fists_feet,subject_disjoint,20260919,subj0,fraction_w_in_span_train_d_s,0.373212,72,
imagery_fists_feet,subject_disjoint,20260919,subj1,mean_abs_cos_w_d_s_train_subjects,0.11461,73,
imagery_fists_feet,subject_disjoint,20260919,subj1,mean_abs_cos_w_d_s_test_subjects,0.0517843,73,
imagery_fists_feet,subject_disjoint,20260919,subj1,abs_cos_w_d_global,0.353204,73,
imagery_fists_feet,subject_disjoint,20260919,subj1,fraction_w_in_span_all_d_s,0.465908,73,
imagery_fists_feet,subject_disjoint,20260919,subj1,fraction_w_in_span_train_d_s,0.422986,73,
imagery_fists_feet,subject_disjoint,20260919,subj2,mean_abs_cos_w_d_s_train_subjects,0.110146,73,
imagery_fists_feet,subject_disjoint,20260919,subj2,mean_abs_cos_w_d_s_test_subjects,0.0459567,73,
imagery_fists_feet,subject_disjoint,20260919,subj2,abs_cos_w_d_global,0.3366,73,
imagery_fists_feet,subject_disjoint,20260919,subj2,fraction_w_in_span_all_d_s,0.442301,73,
imagery_fists_feet,subject_disjoint,20260919,subj2,fraction_w_in_span_train_d_s,0.395967,73,
imagery_fists_feet,subject_disjoint,20260920,subj0,mean_abs_cos_w_d_s_train_subjects,0.109524,72,
imagery_fists_feet,subject_disjoint,20260920,subj0,mean_abs_cos_w_d_s_test_subjects,0.0523816,72,
imagery_fists_feet,subject_disjoint,20260920,subj0,abs_cos_w_d_global,0.341596,72,
imagery_fists_feet,subject_disjoint,20260920,subj0,fraction_w_in_span_all_d_s,0.421923,72,
imagery_fists_feet,subject_disjoint,20260920,subj0,fraction_w_in_span_train_d_s,0.374987,72,
imagery_fists_feet,subject_disjoint,20260920,subj1,mean_abs_cos_w_d_s_train_subjects,0.112475,73,
imagery_fists_feet,subject_disjoint,20260920,subj1,mean_abs_cos_w_d_s_test_subjects,0.05038,73,
imagery_fists_feet,subject_disjoint,20260920,subj1,abs_cos_w_d_global,0.353548,73,
imagery_fists_feet,subject_disjoint,20260920,subj1,fraction_w_in_span_all_d_s,0.426925,73,
imagery_fists_feet,subject_disjoint,20260920,subj1,fraction_w_in_span_train_d_s,0.370109,73,
imagery_fists_feet,subject_disjoint,20260920,subj2,mean_abs_cos_w_d_s_train_subjects,0.111839,73,
imagery_fists_feet,subject_disjoint,20260920,subj2,mean_abs_cos_w_d_s_test_subjects,0.0417025,73,
imagery_fists_feet,subject_disjoint,20260920,subj2,abs_cos_w_d_global,0.332817,73,
imagery_fists_feet,subject_disjoint,20260920,subj2,fraction_w_in_span_all_d_s,0.455262,73,
imagery_fists_feet,subject_disjoint,20260920,subj2,fraction_w_in_span_train_d_s,0.391714,73,
real_fists_feet,descriptive,,,mean_pairwise_abs_cos_d_s,0.122814,11772,mean |cos| between subject-specific class-separation directions (off-diagonal pairs)
real_fists_feet,descriptive,,,mean_abs_cos_d_s_d_global,0.270543,109,mean |cos| between each subject's direction and the global class direction
real_fists_feet,descriptive,,,random_direction_fraction_in_span,0.0524038,109,expected ||proj||^2/||w||^2 of a random direction (k/D)
real_fists_feet,trial_random,20260916,trial0,mean_abs_cos_w_d_s_train_subjects,0.111901,109,
real_fists_feet,trial_random,20260916,trial0,mean_abs_cos_w_d_s_test_subjects,0.111901,109,
real_fists_feet,trial_random,20260916,trial0,abs_cos_w_d_global,0.395994,109,
real_fists_feet,trial_random,20260916,trial0,fraction_w_in_span_all_d_s,0.342828,109,
real_fists_feet,trial_random,20260916,trial0,fraction_w_in_span_train_d_s,0.342828,109,
real_fists_feet,trial_random,20260916,trial1,mean_abs_cos_w_d_s_train_subjects,0.115561,109,
real_fists_feet,trial_random,20260916,trial1,mean_abs_cos_w_d_s_test_subjects,0.115561,109,
real_fists_feet,trial_random,20260916,trial1,abs_cos_w_d_global,0.413738,109,
real_fists_feet,trial_random,20260916,trial1,fraction_w_in_span_all_d_s,0.359451,109,
real_fists_feet,trial_random,20260916,trial1,fraction_w_in_span_train_d_s,0.359451,109,
real_fists_feet,trial_random,20260916,trial2,mean_abs_cos_w_d_s_train_subjects,0.115981,109,
real_fists_feet,trial_random,20260916,trial2,mean_abs_cos_w_d_s_test_subjects,0.115981,109,
real_fists_feet,trial_random,20260916,trial2,abs_cos_w_d_global,0.41265,109,
real_fists_feet,trial_random,20260916,trial2,fraction_w_in_span_all_d_s,0.352112,109,
real_fists_feet,trial_random,20260916,trial2,fraction_w_in_span_train_d_s,0.352112,109,
real_fists_feet,trial_random,20260917,trial0,mean_abs_cos_w_d_s_train_subjects,0.114072,109,
real_fists_feet,trial_random,20260917,trial0,mean_abs_cos_w_d_s_test_subjects,0.114072,109,
real_fists_feet,trial_random,20260917,trial0,abs_cos_w_d_global,0.405332,109,
real_fists_feet,trial_random,20260917,trial0,fraction_w_in_span_all_d_s,0.343566,109,
real_fists_feet,trial_random,20260917,trial0,fraction_w_in_span_train_d_s,0.343566,109,
real_fists_feet,trial_random,20260917,trial1,mean_abs_cos_w_d_s_train_subjects,0.118379,109,
real_fists_feet,trial_random,20260917,trial1,mean_abs_cos_w_d_s_test_subjects,0.118379,109,
real_fists_feet,trial_random,20260917,trial1,abs_cos_w_d_global,0.421652,109,
real_fists_feet,trial_random,20260917,trial1,fraction_w_in_span_all_d_s,0.365747,109,
real_fists_feet,trial_random,20260917,trial1,fraction_w_in_span_train_d_s,0.365747,109,
real_fists_feet,trial_random,20260917,trial2,mean_abs_cos_w_d_s_train_subjects,0.112706,109,
real_fists_feet,trial_random,20260917,trial2,mean_abs_cos_w_d_s_test_subjects,0.112706,109,
real_fists_feet,trial_random,20260917,trial2,abs_cos_w_d_global,0.402799,109,
real_fists_feet,trial_random,20260917,trial2,fraction_w_in_span_all_d_s,0.329729,109,
real_fists_feet,trial_random,20260917,trial2,fraction_w_in_span_train_d_s,0.329729,109,
real_fists_feet,trial_random,20260918,trial0,mean_abs_cos_w_d_s_train_subjects,0.11515,109,
real_fists_feet,trial_random,20260918,trial0,mean_abs_cos_w_d_s_test_subjects,0.11515,109,
real_fists_feet,trial_random,20260918,trial0,abs_cos_w_d_global,0.40881,109,
real_fists_feet,trial_random,20260918,trial0,fraction_w_in_span_all_d_s,0.343548,109,
real_fists_feet,trial_random,20260918,trial0,fraction_w_in_span_train_d_s,0.343548,109,
real_fists_feet,trial_random,20260918,trial1,mean_abs_cos_w_d_s_train_subjects,0.1151,109,
real_fists_feet,trial_random,20260918,trial1,mean_abs_cos_w_d_s_test_subjects,0.1151,109,
real_fists_feet,trial_random,20260918,trial1,abs_cos_w_d_global,0.407986,109,
real_fists_feet,trial_random,20260918,trial1,fraction_w_in_span_all_d_s,0.350279,109,
real_fists_feet,trial_random,20260918,trial1,fraction_w_in_span_train_d_s,0.350279,109,
real_fists_feet,trial_random,20260918,trial2,mean_abs_cos_w_d_s_train_subjects,0.113777,109,
real_fists_feet,trial_random,20260918,trial2,mean_abs_cos_w_d_s_test_subjects,0.113777,109,
real_fists_feet,trial_random,20260918,trial2,abs_cos_w_d_global,0.406489,109,
real_fists_feet,trial_random,20260918,trial2,fraction_w_in_span_all_d_s,0.359001,109,
real_fists_feet,trial_random,20260918,trial2,fraction_w_in_span_train_d_s,0.359001,109,
real_fists_feet,trial_random,20260919,trial0,mean_abs_cos_w_d_s_train_subjects,0.11449,109,
real_fists_feet,trial_random,20260919,trial0,mean_abs_cos_w_d_s_test_subjects,0.11449,109,
real_fists_feet,trial_random,20260919,trial0,abs_cos_w_d_global,0.406251,109,
real_fists_feet,trial_random,20260919,trial0,fraction_w_in_span_all_d_s,0.351518,109,
real_fists_feet,trial_random,20260919,trial0,fraction_w_in_span_train_d_s,0.351518,109,
real_fists_feet,trial_random,20260919,trial1,mean_abs_cos_w_d_s_train_subjects,0.115761,109,
real_fists_feet,trial_random,20260919,trial1,mean_abs_cos_w_d_s_test_subjects,0.115761,109,
real_fists_feet,trial_random,20260919,trial1,abs_cos_w_d_global,0.412667,109,
real_fists_feet,trial_random,20260919,trial1,fraction_w_in_span_all_d_s,0.344079,109,
real_fists_feet,trial_random,20260919,trial1,fraction_w_in_span_train_d_s,0.344079,109,
real_fists_feet,trial_random,20260919,trial2,mean_abs_cos_w_d_s_train_subjects,0.113857,109,
real_fists_feet,trial_random,20260919,trial2,mean_abs_cos_w_d_s_test_subjects,0.113857,109,
real_fists_feet,trial_random,20260919,trial2,abs_cos_w_d_global,0.406735,109,
real_fists_feet,trial_random,20260919,trial2,fraction_w_in_span_all_d_s,0.3501,109,
real_fists_feet,trial_random,20260919,trial2,fraction_w_in_span_train_d_s,0.3501,109,
real_fists_feet,trial_random,20260920,trial0,mean_abs_cos_w_d_s_train_subjects,0.115886,109,
real_fists_feet,trial_random,20260920,trial0,mean_abs_cos_w_d_s_test_subjects,0.115886,109,
real_fists_feet,trial_random,20260920,trial0,abs_cos_w_d_global,0.410358,109,
real_fists_feet,trial_random,20260920,trial0,fraction_w_in_span_all_d_s,0.353968,109,
real_fists_feet,trial_random,20260920,trial0,fraction_w_in_span_train_d_s,0.353968,109,
real_fists_feet,trial_random,20260920,trial1,mean_abs_cos_w_d_s_train_subjects,0.112467,109,
real_fists_feet,trial_random,20260920,trial1,mean_abs_cos_w_d_s_test_subjects,0.112467,109,
real_fists_feet,trial_random,20260920,trial1,abs_cos_w_d_global,0.401228,109,
real_fists_feet,trial_random,20260920,trial1,fraction_w_in_span_all_d_s,0.34238,109,
real_fists_feet,trial_random,20260920,trial1,fraction_w_in_span_train_d_s,0.34238,109,
real_fists_feet,trial_random,20260920,trial2,mean_abs_cos_w_d_s_train_subjects,0.116376,109,
real_fists_feet,trial_random,20260920,trial2,mean_abs_cos_w_d_s_test_subjects,0.116376,109,
real_fists_feet,trial_random,20260920,trial2,abs_cos_w_d_global,0.415179,109,
real_fists_feet,trial_random,20260920,trial2,fraction_w_in_span_all_d_s,0.359064,109,
real_fists_feet,trial_random,20260920,trial2,fraction_w_in_span_train_d_s,0.359064,109,
real_fists_feet,subject_disjoint,20260916,subj0,mean_abs_cos_w_d_s_train_subjects,0.137876,72,
real_fists_feet,subject_disjoint,20260916,subj0,mean_abs_cos_w_d_s_test_subjects,0.0786471,72,
real_fists_feet,subject_disjoint,20260916,subj0,abs_cos_w_d_global,0.410942,72,
real_fists_feet,subject_disjoint,20260916,subj0,fraction_w_in_span_all_d_s,0.429719,72,
real_fists_feet,subject_disjoint,20260916,subj0,fraction_w_in_span_train_d_s,0.379369,72,
real_fists_feet,subject_disjoint,20260916,subj1,mean_abs_cos_w_d_s_train_subjects,0.133986,73,
real_fists_feet,subject_disjoint,20260916,subj1,mean_abs_cos_w_d_s_test_subjects,0.0756324,73,
real_fists_feet,subject_disjoint,20260916,subj1,abs_cos_w_d_global,0.412578,73,
real_fists_feet,subject_disjoint,20260916,subj1,fraction_w_in_span_all_d_s,0.469625,73,
real_fists_feet,subject_disjoint,20260916,subj1,fraction_w_in_span_train_d_s,0.435506,73,
real_fists_feet,subject_disjoint,20260916,subj2,mean_abs_cos_w_d_s_train_subjects,0.133153,73,
real_fists_feet,subject_disjoint,20260916,subj2,mean_abs_cos_w_d_s_test_subjects,0.0913045,73,
real_fists_feet,subject_disjoint,20260916,subj2,abs_cos_w_d_global,0.420755,73,
real_fists_feet,subject_disjoint,20260916,subj2,fraction_w_in_span_all_d_s,0.497592,73,
real_fists_feet,subject_disjoint,20260916,subj2,fraction_w_in_span_train_d_s,0.45666,73,
real_fists_feet,subject_disjoint,20260917,subj0,mean_abs_cos_w_d_s_train_subjects,0.129259,72,
real_fists_feet,subject_disjoint,20260917,subj0,mean_abs_cos_w_d_s_test_subjects,0.0826201,72,
real_fists_feet,subject_disjoint,20260917,subj0,abs_cos_w_d_global,0.406249,72,
real_fists_feet,subject_disjoint,20260917,subj0,fraction_w_in_span_all_d_s,0.458159,72,
real_fists_feet,subject_disjoint,20260917,subj0,fraction_w_in_span_train_d_s,0.437728,72,
real_fists_feet,subject_disjoint,20260917,subj1,mean_abs_cos_w_d_s_train_subjects,0.13322,73,
real_fists_feet,subject_disjoint,20260917,subj1,mean_abs_cos_w_d_s_test_subjects,0.0887044,73,
