task,model,k,draw,subject,n_test,accuracy
imagery_left_right_fist,csp_lda,4,1,29,15,0.733333
imagery_left_right_fist,csp_lda,8,1,29,15,0.733333
imagery_left_right_fist,csp_lda,16,1,29,15,0.733333
imagery_left_right_fist,csp_lda,30,1,29,15,0.8
imagery_left_right_fist,csp_lda,4,2,29,15,0.733333
imagery_left_right_fist,csp_lda,8,2,29,15,0.733333
imagery_left_right_fist,csp_lda,16,2,29,15,0.8
imagery_left_right_fist,csp_lda,30,2,29,15,0.8
imagery_left_right_fist,csp_lda,0,0,34,14,0.642857
imagery_left_right_fist,csp_lda,4,0,34,14,0.714286
imagery_left_right_fist,csp_lda,8,0,34,14,0.714286
imagery_left_right_fist,csp_lda,16,0,34,14,0.714286
imagery_left_right_fist,csp_lda,30,0,34,14,0.642857
imagery_left_right_fist,csp_lda,4,1,34,14,0.714286
imagery_left_right_fist,csp_lda,8,1,34,14,0.714286
imagery_left_right_fist,csp_lda,16,1,34,14,0.714286
imagery_left_right_fist,csp_lda,30,1,34,14,0.642857
imagery_left_right_fist,csp_lda,4,2,34,14,0.642857
imagery_left_right_fist,csp_lda,8,2,34,14,0.642857
imagery_left_right_fist,csp_lda,16,2,34,14,0.714286
imagery_left_right_fist,csp_lda,30,2,34,14,0.642857
imagery_left_right_fist,csp_lda,0,0,38,15,0.333333
imagery_left_right_fist,csp_lda,4,0,38,15,0.333333
imagery_left_right_fist,csp_lda,8,0,38,15,0.333333
imagery_left_right_fist,csp_lda,16,0,38,15,0.333333
imagery_left_right_fist,csp_lda,30,0,38,15,0.333333
imagery_left_right_fist,csp_lda,4,1,38,15,0.333333
imagery_left_right_fist,csp_lda,8,1,38,15,0.333333
imagery_left_right_fist,csp_lda,16,1,38,15,0.333333
imagery_left_right_fist,csp_lda,30,1,38,15,0.333333
imagery_left_right_fist,csp_lda,4,2,38,15,0.333333
imagery_left_right_fist,csp_lda,8,2,38,15,0.333333
imagery_left_right_fist,csp_lda,16,2,38,15,0.333333
imagery_left_right_fist,csp_lda,30,2,38,15,0.333333
imagery_left_right_fist,csp_lda,0,0,40,15,0.6
imagery_left_right_fist,csp_lda,4,0,40,15,0.6
imagery_left_right_fist,csp_lda,8,0,40,15,0.6
imagery_left_right_fist,csp_lda,16,0,40,15,0.533333
imagery_left_right_fist,csp_lda,30,0,40,15,0.666667
imagery_left_right_fist,csp_lda,4,1,40,15,0.6
imagery_left_right_fist,csp_lda,8,1,40,15,0.6
imagery_left_right_fist,csp_lda,16,1,40,15,0.6
imagery_left_right_fist,csp_lda,30,1,40,15,0.666667
imagery_left_right_fist,csp_lda,4,2,40,15,0.6
imagery_left_right_fist,csp_lda,8,2,40,15,0.6
imagery_left_right_fist,csp_lda,16,2,40,15,0.533333
imagery_left_right_fist,csp_lda,30,2,40,15,0.666667
imagery_left_right_fist,csp_lda,0,0,42,15,0.866667
imagery_left_right_fist,csp_lda,4,0,42,15,0.866667
imagery_left_right_fist,csp_lda,8,0,42,15,0.866667
imagery_left_right_fist,csp_lda,16,0,42,15,0.866667
imagery_left_right_fist,csp_lda,30,0,42,15,0.866667
imagery_left_right_fist,csp_lda,4,1,42,15,0.866667
imagery_left_right_fist,csp_lda,8,1,42,15,0.866667
imagery_left_right_fist,csp_lda,16,1,42,15,0.866667
imagery_left_right_fist,csp_lda,30,1,42,15,0.866667
imagery_left_right_fist,csp_lda,4,2,42,15,0.866667
imagery_left_right_fist,csp_lda,8,2,42,15,0.866667
imagery_left_right_fist,csp_lda,16,2,42,15,0.866667
imagery_left_right_fist,csp_lda,30,2,42,15,0.866667
imagery_left_right_fist,csp_lda,0,0,43,15,0.866667
imagery_left_right_fist,csp_lda,4,0,43,15,0.8
imagery_left_right_fist,csp_lda,8,0,43,15,0.8
imagery_left_right_fist,csp_lda,16,0,43,15,0.8
imagery_left_right_fist,csp_lda,30,0,43,15,0.8
imagery_left_right_fist,csp_lda,4,1,43,15,0.933333
imagery_left_right_fist,csp_lda,8,1,43,15,0.8
imagery_left_right_fist,csp_lda,16,1,43,15,0.8
imagery_left_right_fist,csp_lda,30,1,43,15,0.8
imagery_left_right_fist,csp_lda,4,2,43,15,0.8
imagery_left_right_fist,csp_lda,8,2,43,15,0.866667
imagery_left_right_fist,csp_lda,16,2,43,15,0.8
imagery_left_right_fist,csp_lda,30,2,43,15,0.8
imagery_left_right_fist,csp_lda,0,0,47,15,0.533333
imagery_left_right_fist,csp_lda,4,0,47,15,0.533333
imagery_left_right_fist,csp_lda,8,0,47,15,0.533333
imagery_left_right_fist,csp_lda,16,0,47,15,0.533333
imagery_left_right_fist,csp_lda,30,0,47,15,0.533333
imagery_left_right_fist,csp_lda,4,1,47,15,0.533333
imagery_left_right_fist,csp_lda,8,1,47,15,0.533333
imagery_left_right_fist,csp_lda,16,1,47,15,0.533333
imagery_left_right_fist,csp_lda,30,1,47,15,0.533333
imagery_left_right_fist,csp_lda,4,2,47,15,0.533333
imagery_left_right_fist,csp_lda,8,2,47,15,0.533333
imagery_left_right_fist,csp_lda,16,2,47,15,0.533333
imagery_left_right_fist,csp_lda,30,2,47,15,0.533333
imagery_left_right_fist,csp_lda,0,0,48,15,0.466667
imagery_left_right_fist,csp_lda,4,0,48,15,0.466667
imagery_left_right_fist,csp_lda,8,0,48,15,0.466667
imagery_left_right_fist,csp_lda,16,0,48,15,0.466667
imagery_left_right_fist,csp_lda,30,0,48,15,0.466667
imagery_left_right_fist,csp_lda,4,1,48,15,0.466667
imagery_left_right_fist,csp_lda,8,1,48,15,0.466667
imagery_left_right_fist,csp_lda,16,1,48,15,0.466667
imagery_left_right_fist,csp_lda,30,1,48,15,0.466667
imagery_left_right_fist,csp_lda,4,2,48,15,0.466667
imagery_left_right_fist,csp_lda,8,2,48,15,0.466667
imagery_left_right_fist,csp_lda,16,2,48,15,0.466667
imagery_left_right_fist,csp_lda,30,2,48,15,0.466667
imagery_left_right_fist,csp_lda,0,0,49,15,0.866667
imagery_left_right_fist,csp_lda,4,0,49,15,0.866667
imagery_left_right_fist,csp_lda,8,0,49,15,0.866667
imagery_left_right_fist,csp_lda,16,0,49,15,0.866667
imagery_left_right_fist,csp_lda,30,0,49,15,0.866667
imagery_left_right_fist,csp_lda,4,1,49,15,0.866667
imagery_left_right_fist,csp_lda,8,1,49,15,0.866667
imagery_left_right_fist,csp_lda,16,1,49,15,0.866667
imagery_left_right_fist,csp_lda,30,1,49,15,0.866667
imagery_left_right_fist,csp_lda,4,2,49,15,0.866667
imagery_left_right_fist,csp_lda,8,2,49,15,0.866667
imagery_left_right_fist,csp_lda,16,2,49,15,0.866667
imagery_left_right_fist,csp_lda,30,2,49,15,0.866667
imagery_left_right_fist,csp_lda,0,0,52,15,0.666667
imagery_left_right_fist,csp_lda,4,0,52,15,0.733333
imagery_left_right_fist,csp_lda,8,0,52,15,0.666667
imagery_left_right_fist,csp_lda,16,0,52,15,0.666667
imagery_left_right_fist,csp_lda,30,0,52,15,0.666667
imagery_left_right_fist,csp_lda,4,1,52,15,0.733333
imagery_left_right_fist,csp_lda,8,1,52,15,0.666667
imagery_left_right_fist,csp_lda,16,1,52,15,0.666667
imagery_left_right_fist,csp_lda,30,1,52,15,0.666667
imagery_left_right_fist,csp_lda,4,2,52,15,0.733333
imagery_left_right_fist,csp_lda,8,2,52,15,0.733333
imagery_left_right_fist,csp_lda,16,2,52,15,0.733333
imagery_left_right_fist,csp_lda,30,2,52,15,0.666667
imagery_left_right_fist,csp_lda,0,0,57,15,0.6
imagery_left_right_fist,csp_lda,4,0,57,15,0.666667
imagery_left_right_fist,csp_lda,8,0,57,15,0.466667
imagery_left_right_fist,csp_lda,16,0,57,15,0.6
imagery_left_right_fist,csp_lda,30,0,57,15,0.6
imagery_left_right_fist,csp_lda,4,1,57,15,0.6
imagery_left_right_fist,csp_lda,8,1,57,15,0.466667
imagery_left_right_fist,csp_lda,16,1,57,15,0.533333
imagery_left_right_fist,csp_lda,30,1,57,15,0.6
imagery_left_right_fist,csp_lda,4,2,57,15,0.466667
imagery_left_right_fist,csp_lda,8,2,57,15,0.533333
imagery_left_right_fist,csp_lda,16,2,57,15,0.466667
imagery_left_right_fist,csp_lda,30,2,57,15,0.6
imagery_left_right_fist,csp_lda,0,0,60,15,0.466667
imagery_left_right_fist,csp_lda,4,0,60,15,0.666667
imagery_left_right_fist,csp_lda,8,0,60,15,0.666667
imagery_left_right_fist,csp_lda,16,0,60,15,0.666667
imagery_left_right_fist,csp_lda,30,0,60,15,0.933333
imagery_left_right_fist,csp_lda,4,1,60,15,0.466667
imagery_left_right_fist,csp_lda,8,1,60,15,0.466667
imagery_left_right_fist,csp_lda,16,1,60,15,0.8
imagery_left_right_fist,csp_lda,30,1,60,15,0.933333
imagery_left_right_fist,csp_lda,4,2,60,15,0.466667
imagery_left_right_fist,csp_lda,8,2,60,15,0.666667
imagery_left_right_fist,csp_lda,16,2,60,15,0.8
imagery_left_right_fist,csp_lda,30,2,60,15,0.933333
imagery_left_right_fist,csp_lda,0,0,62,15,0.866667
imagery_left_right_fist,csp_lda,4,0,62,15,0.866667
imagery_left_right_fist,csp_lda,8,0,62,15,0.866667
imagery_left_right_fist,csp_lda,16,0,62,15,0.866667
imagery_left_right_fist,csp_lda,30,0,62,15,0.866667
imagery_left_right_fist,csp_lda,4,1,62,15,0.866667
imagery_left_right_fist,csp_lda,8,1,62,15,0.866667
imagery_left_right_fist,csp_lda,16,1,62,15,0.866667
imagery_left_right_fist,csp_lda,30,1,62,15,0.866667
imagery_left_right_fist,csp_lda,4,2,62,15,0.866667
imagery_left_right_fist,csp_lda,8,2,62,15,0.866667
imagery_left_right_fist,csp_lda,16,2,62,15,0.866667
imagery_left_right_fist,csp_lda,30,2,62,15,0.866667
imagery_left_right_fist,csp_lda,0,0,64,14,0.428571
imagery_left_right_fist,csp_lda,4,0,64,14,0.428571
imagery_left_right_fist,csp_lda,8,0,64,14,0.428571
imagery_left_right_fist,csp_lda,16,0,64,14,0.428571
imagery_left_right_fist,csp_lda,30,0,64,14,0.428571
imagery_left_right_fist,csp_lda,4,1,64,14,0.428571
imagery_left_right_fist,csp_lda,8,1,64,14,0.428571
imagery_left_right_fist,csp_lda,16,1,64,14,0.428571
imagery_left_right_fist,csp_lda,30,1,64,14,0.428571
imagery_left_right_fist,csp_lda,4,2,64,14,0.428571
imagery_left_right_fist,csp_lda,8,2,64,14,0.428571
imagery_left_right_fist,csp_lda,16,2,64,14,0.428571
imagery_left_right_fist,csp_lda,30,2,64,14,0.428571
imagery_left_right_fist,csp_lda,0,0,72,15,0.933333
imagery_left_right_fist,csp_lda,4,0,72,15,0.933333
imagery_left_right_fist,csp_lda,8,0,72,15,0.933333
imagery_left_right_fist,csp_lda,16,0,72,15,0.933333
imagery_left_right_fist,csp_lda,30,0,72,15,0.933333
imagery_left_right_fist,csp_lda,4,1,72,15,0.933333
imagery_left_right_fist,csp_lda,8,1,72,15,0.933333
imagery_left_right_fist,csp_lda,16,1,72,15,0.933333
imagery_left_right_fist,csp_lda,30,1,72,15,0.933333
imagery_left_right_fist,csp_lda,4,2,72,15,0.933333
imagery_left_right_fist,csp_lda,8,2,72,15,0.933333
imagery_left_right_fist,csp_lda,16,2,72,15,0.933333
imagery_left_right_fist,csp_lda,30,2,72,15,0.933333
imagery_left_right_fist,csp_lda,0,0,79,15,0.533333
imagery_left_right_fist,csp_lda,4,0,79,15,0.533333
imagery_left_right_fist,csp_lda,8,0,79,15,0.533333
imagery_left_right_fist,csp_lda,16,0,79,15,0.533333
imagery_left_right_fist,csp_lda,30,0,79,15,0.533333
imagery_left_right_fist,csp_lda,4,1,79,15,0.533333
imagery_left_right_fist,csp_lda,8,1,79,15,0.533333
imagery_left_right_fist,csp_lda,16,1,79,15,0.533333
imagery_left_right_fist,csp_lda,30,1,79,15,0.533333
imagery_left_right_fist,csp_lda,4,2,79,15,0.533333
imagery_left_right_fist,csp_lda,8,2,79,15,0.533333
imagery_left_right_fist,csp_lda,16,2,79,15,0.533333
imagery_left_right_fist,csp_lda,30,2,79,15,0.533333
imagery_left_right_fist,csp_lda,0,0,83,15,0.6
imagery_left_right_fist,csp_lda,4,0,83,15,0.6
imagery_left_right_fist,csp_lda,8,0,83,15,0.533333
imagery_left_right_fist,csp_lda,16,0,83,15,0.733333
imagery_left_right_fist,csp_lda,30,0,83,15,0.6
imagery_left_right_fist,csp_lda,4,1,83,15,0.6
imagery_left_right_fist,csp_lda,8,1,83,15,0.733333
imagery_left_right_fist,csp_lda,16,1,83,15,0.6
imagery_left_right_fist,csp_lda,30,1,83,15,0.6
imagery_left_right_fist,csp_lda,4,2,83,15,0.666667
imagery_left_right_fist,csp_lda,8,2,83,15,0.6
imagery_left_right_fist,csp_lda,16,2,83,15,0.6
imagery_left_right_fist,csp_lda,30,2,83,15,0.6
imagery_left_right_fist,csp_lda,0,0,86,15,0.6
imagery_left_right_fist,csp_lda,4,0,86,15,0.6
imagery_left_right_fist,csp_lda,8,0,86,15,0.466667
imagery_left_right_fist,csp_lda,16,0,86,15,0.666667
imagery_left_right_fist,csp_lda,30,0,86,15,0.466667
imagery_left_right_fist,csp_lda,4,1,86,15,0.533333
imagery_left_right_fist,csp_lda,8,1,86,15,0.466667
imagery_left_right_fist,csp_lda,16,1,86,15,0.466667
imagery_left_right_fist,csp_lda,30,1,86,15,0.466667
imagery_left_right_fist,csp_lda,4,2,86,15,0.466667
imagery_left_right_fist,csp_lda,8,2,86,15,0.466667
imagery_left_right_fist,csp_lda,16,2,86,15,0.466667
imagery_left_right_fist,csp_lda,30,2,86,15,0.466667
imagery_left_right_fist,csp_lda,0,0,88,19,0.368421
imagery_left_right_fist,csp_lda,4,0,88,19,0.368421
imagery_left_right_fist,csp_lda,8,0,88,19,0.368421
imagery_left_right_fist,csp_lda,16,0,88,19,0.368421
imagery_left_right_fist,csp_lda,30,0,88,19,0.368421
imagery_left_right_fist,csp_lda,4,1,88,19,0.368421
imagery_left_right_fist,csp_lda,8,1,88,19,0.368421
imagery_left_right_fist,csp_lda,16,1,88,19,0.368421
imagery_left_right_fist,csp_lda,30,1,88,19,0.421053
imagery_left_right_fist,csp_lda,4,2,88,19,0.368421
imagery_left_right_fist,csp_lda,8,2,88,19,0.368421
imagery_left_right_fist,csp_lda,16,2,88,19,0.368421
imagery_left_right_fist,csp_lda,30,2,88,19,0.421053
imagery_left_right_fist,csp_lda,0,0,97,15,0.533333
imagery_left_right_fist,csp_lda,4,0,97,15,0.533333
imagery_left_right_fist,csp_lda,8,0,97,15,0.533333
imagery_left_right_fist,csp_lda,16,0,97,15,0.533333
imagery_left_right_fist,csp_lda,30,0,97,15,0.533333
imagery_left_right_fist,csp_lda,4,1,97,15,0.533333
imagery_left_right_fist,csp_lda,8,1,97,15,0.533333
imagery_left_right_fist,csp_lda,16,1,97,15,0.533333
imagery_left_right_fist,csp_lda,30,1,97,15,0.533333
imagery_left_right_fist,csp_lda,4,2,97,15,0.533333
imagery_left_right_fist,csp_lda,8,2,97,15,0.533333
imagery_left_right_fist,csp_lda,16,2,97,15,0.533333
imagery_left_right_fist,csp_lda,30,2,97,15,0.533333
imagery_left_right_fist,csp_lda,0,0,103,15,0.8
imagery_left_right_fist,csp_lda,4,0,103,15,0.866667
imagery_left_right_fist,csp_lda,8,0,103,15,0.6
imagery_left_right_fist,csp_lda,16,0,103,15,0.8
imagery_left_right_fist,csp_lda,30,0,103,15,0.6
imagery_left_right_fist,csp_lda,4,1,103,15,0.866667
imagery_left_right_fist,csp_lda,8,1,103,15,0.666667
imagery_left_right_fist,csp_lda,16,1,103,15,0.8
imagery_left_right_fist,csp_lda,30,1,103,15,0.6
imagery_left_right_fist,csp_lda,4,2,103,15,0.6
imagery_left_right_fist,csp_lda,8,2,103,15,0.8
imagery_left_right_fist,csp_lda,16,2,103,15,0.6
imagery_left_right_fist,csp_lda,30,2,103,15,0.6
imagery_left_right_fist,csp_lda,0,0,104,15,0.4
imagery_left_right_fist,csp_lda,4,0,104,15,0.4
imagery_left_right_fist,csp_lda,8,0,104,15,0.4
imagery_left_right_fist,csp_lda,16,0,104,15,0.4
imagery_left_right_fist,csp_lda,30,0,104,15,0.4
imagery_left_right_fist,csp_lda,4,1,104,15,0.4
imagery_left_right_fist,csp_lda,8,1,104,15,0.4
imagery_left_right_fist,csp_lda,16,1,104,15,0.4
imagery_left_right_fist,csp_lda,30,1,104,15,0.4
imagery_left_right_fist,csp_lda,4,2,104,15,0.4
imagery_left_right_fist,csp_lda,8,2,104,15,0.4
imagery_left_right_fist,csp_lda,16,2,104,15,0.4
imagery_left_right_fist,csp_lda,30,2,104,15,0.4
imagery_left_right_fist,csp_lda,0,0,106,15,0.733333
imagery_left_right_fist,csp_lda,4,0,106,15,0.666667
imagery_left_right_fist,csp_lda,8,0,106,15,0.733333
imagery_left_right_fist,csp_lda,16,0,106,15,0.733333
imagery_left_right_fist,csp_lda,30,0,106,15,0.6
imagery_left_right_fist,csp_lda,4,1,106,15,0.733333
imagery_left_right_fist,csp_lda,8,1,106,15,0.733333
imagery_left_right_fist,csp_lda,16,1,106,15,0.733333
imagery_left_right_fist,csp_lda,30,1,106,15,0.6
imagery_left_right_fist,csp_lda,4,2,106,15,0.733333
imagery_left_right_fist,csp_lda,8,2,106,15,0.666667
imagery_left_right_fist,csp_lda,16,2,106,15,0.733333
imagery_left_right_fist,csp_lda,30,2,106,15,0.6
imagery_left_right_fist,csp_lda,0,0,107,15,0.533333
imagery_left_right_fist,csp_lda,4,0,107,15,0.533333
imagery_left_right_fist,csp_lda,8,0,107,15,0.533333
imagery_left_right_fist,csp_lda,16,0,107,15,0.533333
imagery_left_right_fist,csp_lda,30,0,107,15,0.533333
imagery_left_right_fist,csp_lda,4,1,107,15,0.533333
imagery_left_right_fist,csp_lda,8,1,107,15,0.533333
imagery_left_right_fist,csp_lda,16,1,107,15,0.533333
imagery_left_right_fist,csp_lda,30,1,107,15,0.533333
imagery_left_right_fist,csp_lda,4,2,107,15,0.533333
imagery_left_right_fist,csp_lda,8,2,107,15,0.6
imagery_left_right_fist,csp_lda,16,2,107,15,0.533333
imagery_left_right_fist,csp_lda,30,2,107,15,0.533333
imagery_left_right_fist,riemann_ts_lr,0,0,1,15,0.666667
imagery_left_right_fist,riemann_ts_lr,4,0,1,15,0.666667
imagery_left_right_fist,riemann_ts_lr,8,0,1,15,0.8
imagery_left_right_fist,riemann_ts_lr,16,0,1,15,0.8
imagery_left_right_fist,riemann_ts_lr,30,0,1,15,0.8
imagery_left_right_fist,riemann_ts_lr,4,1,1,15,0.733333
imagery_left_right_fist,riemann_ts_lr,8,1,1,15,0.666667
imagery_left_right_fist,riemann_ts_lr,16,1,1,15,0.8
imagery_left_right_fist,riemann_ts_lr,30,1,1,15,0.8
imagery_left_right_fist,riemann_ts_lr,4,2,1,15,0.666667
imagery_left_right_fist,riemann_ts_lr,8,2,1,15,0.8
imagery_left_right_fist,riemann_ts_lr,16,2,1,15,0.8
imagery_left_right_fist,riemann_ts_lr,30,2,1,15,0.8
imagery_left_right_fist,riemann_ts_lr,0,0,5,15,0.333333
imagery_left_right_fist,riemann_ts_lr,4,0,5,15,0.4
imagery_left_right_fist,riemann_ts_lr,8,0,5,15,0.466667
imagery_left_right_fist,riemann_ts_lr,16,0,5,15,0.533333
imagery_left_right_fist,riemann_ts_lr,30,0,5,15,0.533333
imagery_left_right_fist,riemann_ts_lr,4,1,5,15,0.533333
imagery_left_right_fist,riemann_ts_lr,8,1,5,15,0.533333
imagery_left_right_fist,riemann_ts_lr,16,1,5,15,0.533333
imagery_left_right_fist,riemann_ts_lr,30,1,5,15,0.533333
imagery_left_right_fist,riemann_ts_lr,4,2,5,15,0.333333
imagery_left_right_fist,riemann_ts_lr,8,2,5,15,0.466667
imagery_left_right_fist,riemann_ts_lr,16,2,5,15,0.533333
imagery_left_right_fist,riemann_ts_lr,30,2,5,15,0.533333
imagery_left_right_fist,riemann_ts_lr,0,0,6,15,0.466667
imagery_left_right_fist,riemann_ts_lr,4,0,6,15,0.466667
imagery_left_right_fist,riemann_ts_lr,8,0,6,15,0.466667
imagery_left_right_fist,riemann_ts_lr,16,0,6,15,0.466667
imagery_left_right_fist,riemann_ts_lr,30,0,6,15,0.466667
imagery_left_right_fist,riemann_ts_lr,4,1,6,15,0.466667
imagery_left_right_fist,riemann_ts_lr,8,1,6,15,0.466667
imagery_left_right_fist,riemann_ts_lr,16,1,6,15,0.466667
imagery_left_right_fist,riemann_ts_lr,30,1,6,15,0.466667
imagery_left_right_fist,riemann_ts_lr,4,2,6,15,0.466667
imagery_left_right_fist,riemann_ts_lr,8,2,6,15,0.466667
imagery_left_right_fist,riemann_ts_lr,16,2,6,15,0.533333
imagery_left_right_fist,riemann_ts_lr,30,2,6,15,0.466667
imagery_left_right_fist,riemann_ts_lr,0,0,13,15,0.6
imagery_left_right_fist,riemann_ts_lr,4,0,13,15,0.666667
imagery_left_right_fist,riemann_ts_lr,8,0,13,15,0.666667
imagery_left_right_fist,riemann_ts_lr,16,0,13,15,0.6
imagery_left_right_fist,riemann_ts_lr,30,0,13,15,0.733333
imagery_left_right_fist,riemann_ts_lr,4,1,13,15,0.6
imagery_left_right_fist,riemann_ts_lr,8,1,13,15,0.733333
imagery_left_right_fist,riemann_ts_lr,16,1,13,15,0.733333
imagery_left_right_fist,riemann_ts_lr,30,1,13,15,0.733333
imagery_left_right_fist,riemann_ts_lr,4,2,13,15,0.666667
imagery_left_right_fist,riemann_ts_lr,8,2,13,15,0.666667
imagery_left_right_fist,riemann_ts_lr,16,2,13,15,0.666667
imagery_left_right_fist,riemann_ts_lr,30,2,13,15,0.733333
imagery_left_right_fist,riemann_ts_lr,0,0,15,15,0.666667
imagery_left_right_fist,riemann_ts_lr,4,0,15,15,0.666667
imagery_left_right_fist,riemann_ts_lr,8,0,15,15,0.866667
imagery_left_right_fist,riemann_ts_lr,16,0,15,15,0.866667
imagery_left_right_fist,riemann_ts_lr,30,0,15,15,0.866667
imagery_left_right_fist,riemann_ts_lr,4,1,15,15,0.733333
imagery_left_right_fist,riemann_ts_lr,8,1,15,15,0.866667
imagery_left_right_fist,riemann_ts_lr,16,1,15,15,0.866667
imagery_left_right_fist,riemann_ts_lr,30,1,15,15,0.866667
imagery_left_right_fist,riemann_ts_lr,4,2,15,15,0.866667
imagery_left_right_fist,riemann_ts_lr,8,2,15,15,0.866667
imagery_left_right_fist,riemann_ts_lr,16,2,15,15,0.866667
imagery_left_right_fist,riemann_ts_lr,30,2,15,15,0.866667
imagery_left_right_fist,riemann_ts_lr,0,0,16,15,0.533333
imagery_left_right_fist,riemann_ts_lr,4,0,16,15,0.533333
imagery_left_right_fist,riemann_ts_lr,8,0,16,15,0.733333
imagery_left_right_fist,riemann_ts_lr,16,0,16,15,0.733333
imagery_left_right_fist,riemann_ts_lr,30,0,16,15,0.666667
imagery_left_right_fist,riemann_ts_lr,4,1,16,15,0.6
imagery_left_right_fist,riemann_ts_lr,8,1,16,15,0.733333
imagery_left_right_fist,riemann_ts_lr,16,1,16,15,0.733333
imagery_left_right_fist,riemann_ts_lr,30,1,16,15,0.666667
imagery_left_right_fist,riemann_ts_lr,4,2,16,15,0.533333
imagery_left_right_fist,riemann_ts_lr,8,2,16,15,0.733333
imagery_left_right_fist,riemann_ts_lr,16,2,16,15,0.733333
imagery_left_right_fist,riemann_ts_lr,30,2,16,15,0.666667
imagery_left_right_fist,riemann_ts_lr,0,0,17,15,0.533333
imagery_left_right_fist,riemann_ts_lr,4,0,17,15,0.4
imagery_left_right_fist,riemann_ts_lr,8,0,17,15,0.466667
imagery_left_right_fist,riemann_ts_lr,16,0,17,15,0.4
imagery_left_right_fist,riemann_ts_lr,30,0,17,15,0.533333
imagery_left_right_fist,riemann_ts_lr,4,1,17,15,0.466667
imagery_left_right_fist,riemann_ts_lr,8,1,17,15,0.4
imagery_left_right_fist,riemann_ts_lr,16,1,17,15,0.466667
imagery_left_right_fist,riemann_ts_lr,30,1,17,15,0.533333
imagery_left_right_fist,riemann_ts_lr,4,2,17,15,0.4
imagery_left_right_fist,riemann_ts_lr,8,2,17,15,0.466667
imagery_left_right_fist,riemann_ts_lr,16,2,17,15,0.466667
imagery_left_right_fist,riemann_ts_lr,30,2,17,15,0.533333
imagery_left_right_fist,riemann_ts_lr,0,0,23,15,0.666667
imagery_left_right_fist,riemann_ts_lr,4,0,23,15,0.533333
imagery_left_right_fist,riemann_ts_lr,8,0,23,15,0.533333
imagery_left_right_fist,riemann_ts_lr,16,0,23,15,0.666667
imagery_left_right_fist,riemann_ts_lr,30,0,23,15,0.666667
imagery_left_right_fist,riemann_ts_lr,4,1,23,15,0.666667
imagery_left_right_fist,riemann_ts_lr,8,1,23,15,0.666667
imagery_left_right_fist,riemann_ts_lr,16,1,23,15,0.6
imagery_left_right_fist,riemann_ts_lr,30,1,23,15,0.666667
imagery_left_right_fist,riemann_ts_lr,4,2,23,15,0.666667
imagery_left_right_fist,riemann_ts_lr,8,2,23,15,0.8
imagery_left_right_fist,riemann_ts_lr,16,2,23,15,0.666667
imagery_left_right_fist,riemann_ts_lr,30,2,23,15,0.666667
imagery_left_right_fist,riemann_ts_lr,0,0,31,15,0.8
imagery_left_right_fist,riemann_ts_lr,4,0,31,15,0.866667
imagery_left_right_fist,riemann_ts_lr,8,0,31,15,0.866667
imagery_left_right_fist,riemann_ts_lr,16,0,31,15,0.866667
imagery_left_right_fist,riemann_ts_lr,30,0,31,15,0.866667
imagery_left_right_fist,riemann_ts_lr,4,1,31,15,0.866667
imagery_left_right_fist,riemann_ts_lr,8,1,31,15,0.866667
imagery_left_right_fist,riemann_ts_lr,16,1,31,15,0.866667
imagery_left_right_fist,riemann_ts_lr,30,1,31,15,0.866667
imagery_left_right_fist,riemann_ts_lr,4,2,31,15,0.866667
imagery_left_right_fist,riemann_ts_lr,8,2,31,15,0.866667
imagery_left_right_fist,riemann_ts_lr,16,2,31,15,0.866667
imagery_left_right_fist,riemann_ts_lr,30,2,31,15,0.866667
imagery_left_right_fist,riemann_ts_lr,0,0,32,15,0.733333
imagery_left_right_fist,riemann_ts_lr,4,0,32,15,0.666667
imagery_left_right_fist,riemann_ts_lr,8,0,32,15,0.533333
imagery_left_right_fist,riemann_ts_lr,16,0,32,15,0.666667
imagery_left_right_fist,riemann_ts_lr,30,0,32,15,0.666667
imagery_left_right_fist,riemann_ts_lr,4,1,32,15,0.533333
imagery_left_right_fist,riemann_ts_lr,8,1,32,15,0.466667
imagery_left_right_fist,riemann_ts_lr,16,1,32,15,0.533333
imagery_left_right_fist,riemann_ts_lr,30,1,32,15,0.666667
imagery_left_right_fist,riemann_ts_lr,4,2,32,15,0.733333
imagery_left_right_fist,riemann_ts_lr,8,2,32,15,0.6
imagery_left_right_fist,riemann_ts_lr,16,2,32,15,0.666667
imagery_left_right_fist,riemann_ts_lr,30,2,32,15,0.666667
imagery_left_right_fist,riemann_ts_lr,0,0,35,15,0.733333
imagery_left_right_fist,riemann_ts_lr,4,0,35,15,0.6
imagery_left_right_fist,riemann_ts_lr,8,0,35,15,0.666667
imagery_left_right_fist,riemann_ts_lr,16,0,35,15,0.733333
imagery_left_right_fist,riemann_ts_lr,30,0,35,15,0.733333
imagery_left_right_fist,riemann_ts_lr,4,1,35,15,0.733333
imagery_left_right_fist,riemann_ts_lr,8,1,35,15,0.6
imagery_left_right_fist,riemann_ts_lr,16,1,35,15,0.733333
imagery_left_right_fist,riemann_ts_lr,30,1,35,15,0.733333
imagery_left_right_fist,riemann_ts_lr,4,2,35,15,0.666667
imagery_left_right_fist,riemann_ts_lr,8,2,35,15,0.733333
imagery_left_right_fist,riemann_ts_lr,16,2,35,15,0.666667
