task,model,width,preproc,protocol,seed,fold,n_train,n_test,n_fit,n_val,train_acc,val_acc,test_acc,best_epoch,epochs_run,n_params
imagery_fists_feet,eegnet_v4,default,global,trial_random,20260916,trial0,3264,1633,2774,490,0.739583,0.712245,0.646663,18,24,2770
imagery_fists_feet,eegnet_v4,default,global,trial_random,20260916,trial1,3265,1632,2775,490,0.745176,0.671429,0.66299,22,28,2770
imagery_fists_feet,eegnet_v4,default,global,trial_random,20260916,trial2,3265,1632,2775,490,0.738132,0.677551,0.654412,19,25,2770
imagery_fists_feet,eegnet_v4,default,global,run_disjoint,20260916,run0,3265,1632,2775,490,0.751608,0.677551,0.672181,25,31,2770
imagery_fists_feet,eegnet_v4,default,global,run_disjoint,20260916,run1,3265,1632,2775,490,0.751608,0.702041,0.671569,24,30,2770
imagery_fists_feet,eegnet_v4,default,global,run_disjoint,20260916,run2,3264,1633,2774,490,0.741422,0.716327,0.64605,17,23,2770
imagery_fists_feet,eegnet_v4,default,global,subject_disjoint,20260916,subj0,3241,1656,2746,495,0.724159,0.60404,0.63285,15,21,2770
imagery_fists_feet,eegnet_v4,default,global,subject_disjoint,20260916,subj1,3280,1617,2785,495,0.742073,0.707071,0.639456,16,22,2770
imagery_fists_feet,eegnet_v4,default,global,subject_disjoint,20260916,subj2,3273,1624,2766,507,0.716774,0.605523,0.658867,16,22,2770
imagery_fists_feet,shallow_fbcsp,default,global,trial_random,20260916,trial0,3264,1633,2774,490,0.755821,0.655102,0.616044,7,13,106482
imagery_fists_feet,shallow_fbcsp,default,global,trial_random,20260916,trial1,3265,1632,2775,490,0.854518,0.669388,0.669118,21,27,106482
imagery_fists_feet,shallow_fbcsp,default,global,trial_random,20260916,trial2,3265,1632,2775,490,0.776417,0.653061,0.636029,10,16,106482
imagery_fists_feet,shallow_fbcsp,default,global,run_disjoint,20260916,run0,3265,1632,2775,490,0.845329,0.669388,0.668505,21,27,106482
imagery_fists_feet,shallow_fbcsp,default,global,run_disjoint,20260916,run1,3265,1632,2775,490,0.860949,0.679592,0.673407,15,21,106482
imagery_fists_feet,shallow_fbcsp,default,global,run_disjoint,20260916,run2,3264,1633,2774,490,0.846814,0.685714,0.642988,10,16,106482
imagery_fists_feet,shallow_fbcsp,default,global,subject_disjoint,20260916,subj0,3241,1656,2746,495,0.779698,0.620202,0.601449,15,21,106482
imagery_fists_feet,shallow_fbcsp,default,global,subject_disjoint,20260916,subj1,3280,1617,2785,495,0.871341,0.70101,0.644403,14,20,106482
imagery_fists_feet,shallow_fbcsp,default,global,subject_disjoint,20260916,subj2,3273,1624,2766,507,0.77788,0.621302,0.644704,7,13,106482
real_fists_feet,eegnet_v4,default,global,trial_random,20260916,trial0,3252,1627,2764,488,0.811808,0.741803,0.736325,28,34,2770
real_fists_feet,eegnet_v4,default,global,trial_random,20260916,trial1,3253,1626,2765,488,0.78297,0.72541,0.701722,24,30,2770
real_fists_feet,eegnet_v4,default,global,trial_random,20260916,trial2,3253,1626,2765,488,0.803873,0.752049,0.722632,23,29,2770
real_fists_feet,eegnet_v4,default,global,run_disjoint,20260916,run0,3260,1619,2771,489,0.785583,0.742331,0.712168,15,21,2770
real_fists_feet,eegnet_v4,default,global,run_disjoint,20260916,run1,3249,1630,2761,488,0.773161,0.696721,0.72454,19,25,2770
real_fists_feet,eegnet_v4,default,global,run_disjoint,20260916,run2,3249,1630,2761,488,0.80394,0.735656,0.717178,27,33,2770
real_fists_feet,eegnet_v4,default,global,subject_disjoint,20260916,subj0,3229,1650,2745,484,0.815113,0.681818,0.679394,24,30,2770
real_fists_feet,eegnet_v4,default,global,subject_disjoint,20260916,subj1,3262,1617,2767,495,0.74862,0.733333,0.656772,21,27,2770
real_fists_feet,eegnet_v4,default,global,subject_disjoint,20260916,subj2,3267,1612,2760,507,0.779614,0.646943,0.683002,19,25,2770
real_fists_feet,shallow_fbcsp,default,global,trial_random,20260916,trial0,3252,1627,2764,488,0.929582,0.77459,0.797173,25,31,106482
real_fists_feet,shallow_fbcsp,default,global,trial_random,20260916,trial1,3253,1626,2765,488,0.917307,0.764344,0.761378,20,26,106482
real_fists_feet,shallow_fbcsp,default,global,trial_random,20260916,trial2,3253,1626,2765,488,0.865355,0.745902,0.747232,12,18,106482
real_fists_feet,shallow_fbcsp,default,global,run_disjoint,20260916,run0,3260,1619,2771,489,0.932209,0.813906,0.777641,33,39,106482
real_fists_feet,shallow_fbcsp,default,global,run_disjoint,20260916,run1,3249,1630,2761,488,0.878424,0.756148,0.751534,14,20,106482
real_fists_feet,shallow_fbcsp,default,global,run_disjoint,20260916,run2,3249,1630,2761,488,0.943983,0.786885,0.783436,34,40,106482
real_fists_feet,shallow_fbcsp,default,global,subject_disjoint,20260916,subj0,3229,1650,2745,484,0.879529,0.696281,0.698182,15,21,106482
real_fists_feet,shallow_fbcsp,default,global,subject_disjoint,20260916,subj1,3262,1617,2767,495,0.92244,0.793939,0.703772,23,29,106482
real_fists_feet,shallow_fbcsp,default,global,subject_disjoint,20260916,subj2,3267,1612,2760,507,0.906336,0.727811,0.759926,20,26,106482
