task,fold,subject,n_test,acc_full,acc_minus,delta,ref_distance
imagery_left_right_fist,trial0,1,16,0.6875,0.6875,0,0.0609858
imagery_left_right_fist,trial0,2,11,1,1,0,0.0727401
imagery_left_right_fist,trial0,3,18,0.388889,0.388889,0,0.054594
imagery_left_right_fist,trial0,4,20,0.7,0.7,0,0.0713848
imagery_left_right_fist,trial0,5,16,0.4375,0.4375,0,0.0798318
imagery_left_right_fist,trial0,6,14,0.571429,0.571429,0,0.10754
imagery_left_right_fist,trial0,7,20,1,1,0,0.0601098
imagery_left_right_fist,trial0,8,21,0.619048,0.619048,0,0.0625559
imagery_left_right_fist,trial0,9,7,0.142857,0.142857,0,0.208807
imagery_left_right_fist,trial0,10,14,0.571429,0.571429,0,0.0601157
imagery_left_right_fist,trial0,11,13,0.615385,0.615385,0,0.138351
imagery_left_right_fist,trial0,12,15,0.6,0.666667,-0.0666667,0.119763
imagery_left_right_fist,trial0,13,20,0.8,0.8,0,0.116971
imagery_left_right_fist,trial0,14,13,0.538462,0.538462,0,0.074712
imagery_left_right_fist,trial0,15,17,0.764706,0.764706,0,0.0812296
imagery_left_right_fist,trial0,16,15,0.466667,0.466667,0,0.0780493
imagery_left_right_fist,trial0,17,13,0.615385,0.615385,0,0.151719
imagery_left_right_fist,trial0,18,10,0.6,0.6,0,0.243647
imagery_left_right_fist,trial0,19,14,0.714286,0.714286,0,0.100713
imagery_left_right_fist,trial0,20,18,0.555556,0.555556,0,0.15093
imagery_left_right_fist,trial0,21,20,0.55,0.55,0,0.100067
imagery_left_right_fist,trial0,22,13,0.230769,0.230769,0,0.0999242
imagery_left_right_fist,trial0,23,11,0.727273,0.636364,0.0909091,0.104564
imagery_left_right_fist,trial0,24,12,0.666667,0.666667,0,0.12809
imagery_left_right_fist,trial0,25,18,0.444444,0.444444,0,0.0927274
imagery_left_right_fist,trial0,26,14,0.428571,0.428571,0,0.156838
imagery_left_right_fist,trial0,27,12,0.333333,0.333333,0,0.0738564
imagery_left_right_fist,trial0,28,18,0.555556,0.555556,0,0.0850316
imagery_left_right_fist,trial0,29,16,0.9375,0.9375,0,0.113979
imagery_left_right_fist,trial0,30,21,0.761905,0.761905,0,0.185384
imagery_left_right_fist,trial0,31,13,0.769231,0.769231,0,0.0649812
imagery_left_right_fist,trial0,32,17,0.823529,0.823529,0,0.0982782
imagery_left_right_fist,trial0,33,12,0.583333,0.583333,0,0.0550629
imagery_left_right_fist,trial0,34,12,0.75,0.75,0,0.145826
imagery_left_right_fist,trial0,35,17,0.941176,0.941176,0,0.128639
imagery_left_right_fist,trial0,36,16,0.5625,0.5625,0,0.0623346
imagery_left_right_fist,trial0,37,15,0.733333,0.733333,0,0.163817
imagery_left_right_fist,trial0,38,9,0.555556,0.555556,0,0.0847405
imagery_left_right_fist,trial0,39,12,0.583333,0.583333,0,0.123201
imagery_left_right_fist,trial0,40,10,0.6,0.6,0,0.0873908
imagery_left_right_fist,trial0,41,16,0.4375,0.4375,0,0.187758
imagery_left_right_fist,trial0,42,19,0.947368,0.947368,0,0.125507
imagery_left_right_fist,trial0,43,13,1,1,0,0.109809
imagery_left_right_fist,trial0,44,15,0.6,0.6,0,0.0971133
imagery_left_right_fist,trial0,45,14,0.857143,0.857143,0,0.0826299
imagery_left_right_fist,trial0,46,22,0.545455,0.590909,-0.0454545,0.0458383
imagery_left_right_fist,trial0,47,18,0.333333,0.333333,0,0.146794
imagery_left_right_fist,trial0,48,9,0.666667,0.666667,0,0.179451
imagery_left_right_fist,trial0,49,10,0.7,0.7,0,0.120763
imagery_left_right_fist,trial0,50,20,0.5,0.5,0,0.0685912
imagery_left_right_fist,trial0,51,14,0.571429,0.571429,0,0.246824
imagery_left_right_fist,trial0,52,22,0.727273,0.681818,0.0454545,0.0719383
imagery_left_right_fist,trial0,53,17,0.705882,0.705882,0,0.111133
imagery_left_right_fist,trial0,54,17,0.882353,0.882353,0,0.0756524
imagery_left_right_fist,trial0,55,15,1,1,0,0.199177
imagery_left_right_fist,trial0,56,15,0.8,0.8,0,0.14002
imagery_left_right_fist,trial0,57,17,0.588235,0.588235,0,0.0843012
imagery_left_right_fist,trial0,58,21,0.571429,0.571429,0,0.0714032
imagery_left_right_fist,trial0,59,15,0.533333,0.533333,0,0.0787171
imagery_left_right_fist,trial0,60,13,0.615385,0.615385,0,0.125911
imagery_left_right_fist,trial0,61,14,0.642857,0.642857,0,0.0928933
imagery_left_right_fist,trial0,62,11,0.818182,0.818182,0,0.146701
imagery_left_right_fist,trial0,63,13,0.461538,0.461538,0,0.0909845
imagery_left_right_fist,trial0,64,9,0.444444,0.444444,0,0.199744
imagery_left_right_fist,trial0,65,12,0.416667,0.416667,0,0.0811299
imagery_left_right_fist,trial0,66,18,0.5,0.5,0,0.0661515
imagery_left_right_fist,trial0,67,15,0.8,0.8,0,0.103911
imagery_left_right_fist,trial0,68,13,0.615385,0.615385,0,0.0943548
imagery_left_right_fist,trial0,69,17,0.647059,0.647059,0,0.068382
imagery_left_right_fist,trial0,70,23,0.652174,0.652174,0,0.0414176
imagery_left_right_fist,trial0,71,13,0.538462,0.538462,0,0.0624328
imagery_left_right_fist,trial0,72,10,1,1,0,0.237037
imagery_left_right_fist,trial0,73,11,0.818182,0.818182,0,0.162024
imagery_left_right_fist,trial0,74,14,0.5,0.5,0,0.149495
imagery_left_right_fist,trial0,75,17,0.470588,0.470588,0,0.140104
imagery_left_right_fist,trial0,76,16,0.5,0.5,0,0.147592
imagery_left_right_fist,trial0,77,14,0.428571,0.428571,0,0.0915916
imagery_left_right_fist,trial0,78,20,0.5,0.5,0,0.0400397
imagery_left_right_fist,trial0,79,18,0.555556,0.555556,0,0.117932
imagery_left_right_fist,trial0,80,18,0.722222,0.722222,0,0.0525665
imagery_left_right_fist,trial0,81,20,0.8,0.8,0,0.112876
imagery_left_right_fist,trial0,82,20,0.65,0.65,0,0.0441579
imagery_left_right_fist,trial0,83,11,0.727273,0.727273,0,0.12494
imagery_left_right_fist,trial0,84,14,0.571429,0.571429,0,0.122075
imagery_left_right_fist,trial0,85,13,0.923077,0.923077,0,0.0763378
imagery_left_right_fist,trial0,86,15,0.6,0.6,0,0.0895648
imagery_left_right_fist,trial0,87,19,0.631579,0.631579,0,0.0811783
imagery_left_right_fist,trial0,88,20,0.35,0.35,0,0.095357
imagery_left_right_fist,trial0,89,12,0.583333,0.583333,0,0.24198
imagery_left_right_fist,trial0,90,11,0.545455,0.545455,0,0.101807
imagery_left_right_fist,trial0,91,12,0.666667,0.666667,0,0.0888215
imagery_left_right_fist,trial0,92,21,0.571429,0.571429,0,0.108081
imagery_left_right_fist,trial0,93,16,0.9375,0.875,0.0625,0.0779465
imagery_left_right_fist,trial0,94,14,0.785714,0.785714,0,0.105119
imagery_left_right_fist,trial0,95,16,0.5625,0.625,-0.0625,0.13472
imagery_left_right_fist,trial0,96,13,0.461538,0.461538,0,0.0947386
imagery_left_right_fist,trial0,97,16,0.625,0.625,0,0.0850518
imagery_left_right_fist,trial0,98,5,0.6,0.6,0,0.151257
imagery_left_right_fist,trial0,99,19,0.631579,0.631579,0,0.10948
imagery_left_right_fist,trial0,100,11,0.818182,0.818182,0,0.107347
imagery_left_right_fist,trial0,101,14,0.571429,0.571429,0,0.093133
imagery_left_right_fist,trial0,102,12,0.75,0.75,0,0.169123
imagery_left_right_fist,trial0,103,14,0.571429,0.571429,0,0.0957508
imagery_left_right_fist,trial0,104,14,0.428571,0.428571,0,0.0466741
imagery_left_right_fist,trial0,105,11,0.727273,0.727273,0,0.0956699
imagery_left_right_fist,trial0,106,11,0.454545,0.454545,0,0.118206
imagery_left_right_fist,trial0,107,17,0.529412,0.529412,0,0.0553031
imagery_left_right_fist,trial0,108,16,0.8125,0.8125,0,0.0802444
imagery_left_right_fist,trial0,109,15,0.466667,0.466667,0,0.117931
imagery_left_right_fist,trial1,1,18,0.777778,0.777778,0,0.0566242
imagery_left_right_fist,trial1,2,18,0.833333,0.833333,0,0.0568896
imagery_left_right_fist,trial1,3,16,0.625,0.625,0,0.0594692
imagery_left_right_fist,trial1,4,12,0.666667,0.666667,0,0.0949201
imagery_left_right_fist,trial1,5,13,0.461538,0.461538,0,0.087811
imagery_left_right_fist,trial1,6,19,0.421053,0.421053,0,0.0897048
imagery_left_right_fist,trial1,7,16,0.9375,0.9375,0,0.0696786
imagery_left_right_fist,trial1,8,13,0.538462,0.538462,0,0.0827667
imagery_left_right_fist,trial1,9,16,0.6875,0.6875,0,0.156779
imagery_left_right_fist,trial1,10,15,0.8,0.8,0,0.064013
imagery_left_right_fist,trial1,11,12,0.833333,0.75,0.0833333,0.140453
imagery_left_right_fist,trial1,12,17,0.470588,0.470588,0,0.116357
imagery_left_right_fist,trial1,13,14,0.785714,0.785714,0,0.147416
imagery_left_right_fist,trial1,14,17,0.647059,0.647059,0,0.0637019
imagery_left_right_fist,trial1,15,10,0.7,0.7,0,0.0952737
imagery_left_right_fist,trial1,16,17,0.529412,0.529412,0,0.0759532
imagery_left_right_fist,trial1,17,16,0.5625,0.5625,0,0.138087
imagery_left_right_fist,trial1,18,21,0.714286,0.714286,0,0.16598
imagery_left_right_fist,trial1,19,15,0.666667,0.666667,0,0.0904996
imagery_left_right_fist,trial1,20,16,0.75,0.75,0,0.163585
imagery_left_right_fist,trial1,21,15,0.533333,0.533333,0,0.117266
imagery_left_right_fist,trial1,22,16,0.8125,0.8125,0,0.0884499
imagery_left_right_fist,trial1,23,18,0.722222,0.722222,0,0.0820689
imagery_left_right_fist,trial1,24,15,0.6,0.6,0,0.116203
imagery_left_right_fist,trial1,25,18,0.444444,0.444444,0,0.0957272
imagery_left_right_fist,trial1,26,16,0.8125,0.8125,0,0.146163
imagery_left_right_fist,trial1,27,20,0.65,0.65,0,0.0548059
imagery_left_right_fist,trial1,28,14,0.428571,0.428571,0,0.095479
imagery_left_right_fist,trial1,29,17,0.882353,0.882353,0,0.106338
imagery_left_right_fist,trial1,30,14,0.714286,0.714286,0,0.238666
imagery_left_right_fist,trial1,31,16,0.9375,0.9375,0,0.0575276
imagery_left_right_fist,trial1,32,11,0.818182,0.818182,0,0.116288
imagery_left_right_fist,trial1,33,20,0.7,0.7,0,0.0422149
imagery_left_right_fist,trial1,34,18,0.944444,0.944444,0,0.118062
imagery_left_right_fist,trial1,35,18,0.611111,0.611111,0,0.123589
imagery_left_right_fist,trial1,36,12,0.583333,0.583333,0,0.0702928
imagery_left_right_fist,trial1,37,13,0.384615,0.384615,0,0.17761
imagery_left_right_fist,trial1,38,24,0.416667,0.416667,0,0.0474723
imagery_left_right_fist,trial1,39,15,0.533333,0.533333,0,0.116792
imagery_left_right_fist,trial1,40,14,0.785714,0.785714,0,0.0771673
imagery_left_right_fist,trial1,41,17,0.647059,0.588235,0.0588235,0.179695
imagery_left_right_fist,trial1,42,10,1,1,0,0.171626
imagery_left_right_fist,trial1,43,11,0.818182,0.818182,0,0.113796
imagery_left_right_fist,trial1,44,17,0.705882,0.705882,0,0.0916663
imagery_left_right_fist,trial1,45,10,0.7,0.7,0,0.0907137
imagery_left_right_fist,trial1,46,10,0.4,0.4,0,0.0697538
imagery_left_right_fist,trial1,47,11,0.363636,0.363636,0,0.186822
imagery_left_right_fist,trial1,48,16,0.75,0.6875,0.0625,0.150161
imagery_left_right_fist,trial1,49,21,0.857143,0.857143,0,0.0828405
imagery_left_right_fist,trial1,50,10,0.5,0.5,0,0.0961171
imagery_left_right_fist,trial1,51,18,0.722222,0.722222,0,0.215784
imagery_left_right_fist,trial1,52,15,0.666667,0.666667,0,0.0995985
imagery_left_right_fist,trial1,53,15,0.6,0.6,0,0.1194
imagery_left_right_fist,trial1,54,15,0.6,0.6,0,0.0802324
imagery_left_right_fist,trial1,55,12,0.833333,0.833333,0,0.221685
imagery_left_right_fist,trial1,56,16,0.8125,0.8125,0,0.133641
imagery_left_right_fist,trial1,57,12,0.666667,0.666667,0,0.0887876
imagery_left_right_fist,trial1,58,15,0.6,0.6,0,0.0833369
imagery_left_right_fist,trial1,59,18,0.611111,0.611111,0,0.0712247
imagery_left_right_fist,trial1,60,16,0.6875,0.6875,0,0.116456
imagery_left_right_fist,trial1,61,12,0.916667,0.916667,0,0.0997283
imagery_left_right_fist,trial1,62,19,0.842105,0.842105,0,0.112437
imagery_left_right_fist,trial1,63,19,0.526316,0.526316,0,0.0744472
imagery_left_right_fist,trial1,64,18,0.666667,0.666667,0,0.148998
imagery_left_right_fist,trial1,65,16,0.75,0.75,0,0.0701337
imagery_left_right_fist,trial1,66,11,0.363636,0.363636,0,0.0858813
imagery_left_right_fist,trial1,67,14,0.571429,0.571429,0,0.106452
imagery_left_right_fist,trial1,68,13,0.692308,0.692308,0,0.093672
imagery_left_right_fist,trial1,69,15,0.6,0.6,0,0.0737268
imagery_left_right_fist,trial1,70,11,0.909091,0.909091,0,0.0618594
imagery_left_right_fist,trial1,71,10,0.8,0.7,0.1,0.0683829
imagery_left_right_fist,trial1,72,15,0.8,0.8,0,0.199962
imagery_left_right_fist,trial1,73,15,0.866667,0.866667,0,0.140214
imagery_left_right_fist,trial1,74,17,0.588235,0.588235,0,0.131849
imagery_left_right_fist,trial1,75,16,0.6875,0.6875,0,0.137271
imagery_left_right_fist,trial1,76,11,0.636364,0.636364,0,0.170591
imagery_left_right_fist,trial1,77,18,0.611111,0.611111,0,0.0770472
imagery_left_right_fist,trial1,78,10,0.3,0.3,0,0.0607709
imagery_left_right_fist,trial1,79,11,0.727273,0.727273,0,0.146949
imagery_left_right_fist,trial1,80,13,0.769231,0.769231,0,0.0606932
imagery_left_right_fist,trial1,81,16,0.75,0.75,0,0.128927
imagery_left_right_fist,trial1,82,14,0.571429,0.571429,0,0.0539016
imagery_left_right_fist,trial1,83,15,0.666667,0.666667,0,0.1065
imagery_left_right_fist,trial1,84,15,0.6,0.6,0,0.118972
imagery_left_right_fist,trial1,85,19,0.947368,0.894737,0.0526316,0.0618726
imagery_left_right_fist,trial1,86,15,0.8,0.8,0,0.0896368
imagery_left_right_fist,trial1,87,12,0.5,0.5,0,0.104054
imagery_left_right_fist,trial1,88,17,0.411765,0.411765,0,0.106433
imagery_left_right_fist,trial1,89,12,0.583333,0.583333,0,0.238159
imagery_left_right_fist,trial1,90,15,0.6,0.6,0,0.0923517
imagery_left_right_fist,trial1,91,15,0.8,0.733333,0.0666667,0.0852872
imagery_left_right_fist,trial1,92,22,0.772727,0.772727,0,0.110256
imagery_left_right_fist,trial1,93,17,0.764706,0.764706,0,0.0796114
imagery_left_right_fist,trial1,94,18,0.888889,0.888889,0,0.0909942
imagery_left_right_fist,trial1,95,13,0.461538,0.461538,0,0.149026
imagery_left_right_fist,trial1,96,13,0.769231,0.769231,0,0.0944918
imagery_left_right_fist,trial1,97,16,0.625,0.625,0,0.0842163
imagery_left_right_fist,trial1,98,19,0.631579,0.631579,0,0.099013
imagery_left_right_fist,trial1,99,12,0.333333,0.333333,0,0.135674
imagery_left_right_fist,trial1,100,9,0.333333,0.333333,0,0.114903
imagery_left_right_fist,trial1,101,14,0.428571,0.428571,0,0.0923499
imagery_left_right_fist,trial1,102,10,0.7,0.7,0,0.181137
imagery_left_right_fist,trial1,103,14,0.714286,0.714286,0,0.0950357
imagery_left_right_fist,trial1,104,15,0.4,0.4,0,0.0451293
imagery_left_right_fist,trial1,105,16,0.75,0.75,0,0.0806118
imagery_left_right_fist,trial1,106,18,0.666667,0.666667,0,0.0933274
imagery_left_right_fist,trial1,107,12,0.416667,0.416667,0,0.0646049
imagery_left_right_fist,trial1,108,13,0.692308,0.692308,0,0.0859074
imagery_left_right_fist,trial1,109,13,0.692308,0.692308,0,0.127403
imagery_left_right_fist,trial2,1,11,0.727273,0.727273,0,0.0712503
imagery_left_right_fist,trial2,2,16,0.75,0.75,0,0.061013
imagery_left_right_fist,trial2,3,11,0.545455,0.545455,0,0.0708911
imagery_left_right_fist,trial2,4,13,0.461538,0.461538,0,0.0902572
imagery_left_right_fist,trial2,5,16,0.4375,0.4375,0,0.0803402
imagery_left_right_fist,trial2,6,12,0.666667,0.666667,0,0.113083
imagery_left_right_fist,trial2,7,9,0.888889,0.888889,0,0.08569
imagery_left_right_fist,trial2,8,11,0.363636,0.363636,0,0.0867532
imagery_left_right_fist,trial2,9,22,0.590909,0.590909,0,0.128927
imagery_left_right_fist,trial2,10,16,0.4375,0.4375,0,0.057059
imagery_left_right_fist,trial2,11,20,0.5,0.5,0,0.105266
imagery_left_right_fist,trial2,12,13,0.692308,0.692308,0,0.130768
imagery_left_right_fist,trial2,13,11,0.636364,0.636364,0,0.167512
imagery_left_right_fist,trial2,14,15,0.533333,0.533333,0,0.0688686
imagery_left_right_fist,trial2,15,18,0.888889,0.888889,0,0.0757958
imagery_left_right_fist,trial2,16,13,0.538462,0.538462,0,0.0821079
imagery_left_right_fist,trial2,17,16,0.5625,0.5625,0,0.138467
imagery_left_right_fist,trial2,18,14,0.571429,0.571429,0,0.216744
imagery_left_right_fist,trial2,19,16,0.75,0.75,0,0.0887427
imagery_left_right_fist,trial2,20,11,0.636364,0.636364,0,0.190377
imagery_left_right_fist,trial2,21,10,0.5,0.5,0,0.134475
imagery_left_right_fist,trial2,22,16,0.75,0.75,0,0.0916782
imagery_left_right_fist,trial2,23,16,0.5625,0.5625,0,0.0944954
imagery_left_right_fist,trial2,24,18,0.444444,0.444444,0,0.105302
imagery_left_right_fist,trial2,25,9,0.666667,0.666667,0,0.124547
imagery_left_right_fist,trial2,26,15,0.666667,0.666667,0,0.151209
imagery_left_right_fist,trial2,27,13,0.384615,0.384615,0,0.072186
imagery_left_right_fist,trial2,28,13,0.461538,0.461538,0,0.10126
imagery_left_right_fist,trial2,29,12,1,1,0,0.126158
imagery_left_right_fist,trial2,30,10,0.7,0.7,0,0.268653
imagery_left_right_fist,trial2,31,16,0.75,0.75,0,0.0577026
imagery_left_right_fist,trial2,32,17,0.705882,0.705882,0,0.100249
imagery_left_right_fist,trial2,33,13,1,1,0,0.0543332
imagery_left_right_fist,trial2,34,13,0.846154,0.846154,0,0.137953
imagery_left_right_fist,trial2,35,10,0.7,0.7,0,0.159702
imagery_left_right_fist,trial2,36,17,0.705882,0.705882,0,0.0590845
imagery_left_right_fist,trial2,37,15,0.6,0.6,0,0.164631
imagery_left_right_fist,trial2,38,12,0.5,0.5,0,0.0792379
imagery_left_right_fist,trial2,39,18,0.444444,0.444444,0,0.106701
imagery_left_right_fist,trial2,40,21,0.714286,0.714286,0,0.0611183
imagery_left_right_fist,trial2,41,11,0.727273,0.727273,0,0.220474
imagery_left_right_fist,trial2,42,16,1,1,0,0.137448
imagery_left_right_fist,trial2,43,21,0.666667,0.666667,0,0.0815813
imagery_left_right_fist,trial2,44,13,0.769231,0.769231,0,0.105345
imagery_left_right_fist,trial2,45,21,0.571429,0.571429,0,0.0643634
imagery_left_right_fist,trial2,46,13,0.461538,0.461538,0,0.0648594
imagery_left_right_fist,trial2,47,16,0.5,0.5,0,0.156063
imagery_left_right_fist,trial2,48,20,0.8,0.8,0,0.131883
imagery_left_right_fist,trial2,49,14,0.642857,0.642857,0,0.111351
imagery_left_right_fist,trial2,50,15,0.6,0.6,0,0.0807915
imagery_left_right_fist,trial2,51,13,1,1,0,0.254851
imagery_left_right_fist,trial2,52,8,0.75,0.75,0,0.118478
imagery_left_right_fist,trial2,53,13,0.538462,0.538462,0,0.127605
imagery_left_right_fist,trial2,54,13,0.692308,0.692308,0,0.0883285
imagery_left_right_fist,trial2,55,18,0.833333,0.833333,0,0.178452
imagery_left_right_fist,trial2,56,14,0.714286,0.714286,0,0.14465
imagery_left_right_fist,trial2,57,16,0.625,0.625,0,0.080574
imagery_left_right_fist,trial2,58,9,0.444444,0.444444,0,0.107266
imagery_left_right_fist,trial2,59,12,0.416667,0.416667,0,0.0869755
imagery_left_right_fist,trial2,60,16,0.8125,0.8125,0,0.118132
imagery_left_right_fist,trial2,61,19,0.736842,0.736842,0,0.0788136
imagery_left_right_fist,trial2,62,15,0.933333,0.933333,0,0.126731
imagery_left_right_fist,trial2,63,13,0.307692,0.307692,0,0.0918177
imagery_left_right_fist,trial2,64,17,0.705882,0.705882,0,0.153997
imagery_left_right_fist,trial2,65,17,0.705882,0.705882,0,0.0685055
imagery_left_right_fist,trial2,66,16,0.625,0.625,0,0.073587
imagery_left_right_fist,trial2,67,16,0.5625,0.625,-0.0625,0.0997022
imagery_left_right_fist,trial2,68,19,0.789474,0.789474,0,0.0768749
imagery_left_right_fist,trial2,69,13,0.461538,0.461538,0,0.0790783
imagery_left_right_fist,trial2,70,11,0.909091,0.909091,0,0.0633562
imagery_left_right_fist,trial2,71,22,0.727273,0.727273,0,0.049148
imagery_left_right_fist,trial2,72,18,0.888889,0.888889,0,0.175409
imagery_left_right_fist,trial2,73,16,0.75,0.75,0,0.13624
imagery_left_right_fist,trial2,74,12,0.416667,0.416667,0,0.156933
imagery_left_right_fist,trial2,75,12,0.583333,0.583333,0,0.162683
imagery_left_right_fist,trial2,76,15,0.733333,0.733333,0,0.144484
imagery_left_right_fist,trial2,77,13,0.538462,0.538462,0,0.0980073
imagery_left_right_fist,trial2,78,15,0.533333,0.533333,0,0.0503436
imagery_left_right_fist,trial2,79,16,0.5,0.5,0,0.127714
imagery_left_right_fist,trial2,80,14,0.357143,0.357143,0,0.0604337
imagery_left_right_fist,trial2,81,9,0.777778,0.777778,0,0.158709
imagery_left_right_fist,trial2,82,11,0.636364,0.545455,0.0909091,0.0589941
imagery_left_right_fist,trial2,83,19,0.526316,0.526316,0,0.0932492
imagery_left_right_fist,trial2,84,16,0.5625,0.5625,0,0.114965
imagery_left_right_fist,trial2,85,13,0.769231,0.769231,0,0.0767893
imagery_left_right_fist,trial2,86,15,0.8,0.8,0,0.0890323
imagery_left_right_fist,trial2,87,14,0.714286,0.714286,0,0.0979866
imagery_left_right_fist,trial2,88,20,0.6,0.6,0,0.0981791
imagery_left_right_fist,trial2,89,21,0.619048,0.619048,0,0.172379
imagery_left_right_fist,trial2,90,19,0.631579,0.631579,0,0.0840029
imagery_left_right_fist,trial2,91,18,0.777778,0.777778,0,0.0750634
imagery_left_right_fist,trial2,92,14,0.857143,0.857143,0,0.132021
imagery_left_right_fist,trial2,93,12,0.75,0.75,0,0.0881773
imagery_left_right_fist,trial2,94,13,0.923077,0.923077,0,0.108839
imagery_left_right_fist,trial2,95,16,0.375,0.375,0,0.136204
imagery_left_right_fist,trial2,96,19,0.684211,0.684211,0,0.0800838
imagery_left_right_fist,trial2,97,13,0.538462,0.538462,0,0.093801
imagery_left_right_fist,trial2,98,21,0.666667,0.666667,0,0.0941954
imagery_left_right_fist,trial2,99,14,0.714286,0.714286,0,0.128737
imagery_left_right_fist,trial2,100,16,0.5625,0.5625,0,0.0858812
imagery_left_right_fist,trial2,101,17,0.352941,0.352941,0,0.0840017
imagery_left_right_fist,trial2,102,20,0.6,0.6,0,0.123189
imagery_left_right_fist,trial2,103,17,0.529412,0.470588,0.0588235,0.0882582
imagery_left_right_fist,trial2,104,13,0.615385,0.615385,0,0.0479254
imagery_left_right_fist,trial2,105,18,0.722222,0.722222,0,0.0734779
imagery_left_right_fist,trial2,106,16,0.5625,0.5625,0,0.100633
imagery_left_right_fist,trial2,107,16,0.75,0.75,0,0.0593778
imagery_left_right_fist,trial2,108,16,0.6875,0.6875,0,0.0760843
imagery_left_right_fist,trial2,109,17,0.411765,0.411765,0,0.112045
real_left_right_fist,trial0,1,15,0.8,0.8,0,0.0662055
real_left_right_fist,trial0,2,15,0.733333,0.733333,0,0.0502714
real_left_right_fist,trial0,3,18,0.722222,0.722222,0,0.0592022
real_left_right_fist,trial0,4,19,0.842105,0.842105,0,0.0777775
real_left_right_fist,trial0,5,18,0.611111,0.611111,0,0.083913
real_left_right_fist,trial0,6,18,0.611111,0.611111,0,0.0917327
real_left_right_fist,trial0,7,13,0.769231,0.769231,0,0.0795937
real_left_right_fist,trial0,8,18,0.5,0.5,0,0.0643729
real_left_right_fist,trial0,9,16,0.6875,0.6875,0,0.157093
real_left_right_fist,trial0,10,17,0.882353,0.882353,0,0.0648682
real_left_right_fist,trial0,11,15,0.8,0.8,0,0.123771
real_left_right_fist,trial0,12,12,0.833333,0.833333,0,0.125444
real_left_right_fist,trial0,13,13,0.923077,0.923077,0,0.154387
real_left_right_fist,trial0,14,17,0.705882,0.705882,0,0.0656629
real_left_right_fist,trial0,15,16,1,1,0,0.0984016
real_left_right_fist,trial0,16,11,0.636364,0.636364,0,0.0881051
real_left_right_fist,trial0,17,12,0.5,0.5,0,0.144105
real_left_right_fist,trial0,18,10,0.6,0.6,0,0.238019
real_left_right_fist,trial0,19,16,1,1,0,0.078935
real_left_right_fist,trial0,20,17,0.647059,0.647059,0,0.166171
real_left_right_fist,trial0,21,14,0.857143,0.857143,0,0.129578
real_left_right_fist,trial0,22,14,0.714286,0.714286,0,0.120021
real_left_right_fist,trial0,23,18,0.833333,0.833333,0,0.0804293
real_left_right_fist,trial0,24,13,0.615385,0.615385,0,0.109874
real_left_right_fist,trial0,25,16,0.75,0.75,0,0.105211
real_left_right_fist,trial0,26,11,0.818182,0.818182,0,0.171604
real_left_right_fist,trial0,27,13,0.692308,0.692308,0,0.0838179
real_left_right_fist,trial0,28,13,0.769231,0.769231,0,0.0995668
real_left_right_fist,trial0,29,19,0.789474,0.789474,0,0.113523
real_left_right_fist,trial0,30,18,0.666667,0.666667,0,0.207192
real_left_right_fist,trial0,31,10,0.7,0.7,0,0.0648424
real_left_right_fist,trial0,32,15,1,1,0,0.0968042
real_left_right_fist,trial0,33,20,0.7,0.7,0,0.0427079
real_left_right_fist,trial0,34,12,0.75,0.75,0,0.141142
real_left_right_fist,trial0,35,17,0.705882,0.705882,0,0.124266
real_left_right_fist,trial0,36,14,0.642857,0.642857,0,0.0779701
real_left_right_fist,trial0,37,11,0.727273,0.727273,0,0.197809
real_left_right_fist,trial0,38,10,0.5,0.5,0,0.0924969
real_left_right_fist,trial0,39,16,0.6875,0.6875,0,0.107952
real_left_right_fist,trial0,40,11,0.727273,0.727273,0,0.088917
real_left_right_fist,trial0,41,15,0.666667,0.666667,0,0.171114
real_left_right_fist,trial0,42,14,0.928571,0.928571,0,0.16173
real_left_right_fist,trial0,43,16,0.6875,0.6875,0,0.102744
real_left_right_fist,trial0,44,18,0.777778,0.777778,0,0.0946495
real_left_right_fist,trial0,45,18,0.833333,0.833333,0,0.069095
real_left_right_fist,trial0,46,18,0.277778,0.277778,0,0.0590778
real_left_right_fist,trial0,47,20,0.35,0.35,0,0.133018
real_left_right_fist,trial0,48,8,0.75,0.75,0,0.183275
real_left_right_fist,trial0,49,8,0.75,0.75,0,0.129818
real_left_right_fist,trial0,50,16,0.9375,0.9375,0,0.0721105
real_left_right_fist,trial0,51,20,0.75,0.75,0,0.173695
real_left_right_fist,trial0,52,19,0.684211,0.684211,0,0.0748364
real_left_right_fist,trial0,53,17,0.529412,0.529412,0,0.112133
real_left_right_fist,trial0,54,17,0.882353,0.882353,0,0.0739718
real_left_right_fist,trial0,55,13,0.692308,0.692308,0,0.214805
real_left_right_fist,trial0,56,18,0.722222,0.722222,0,0.11996
real_left_right_fist,trial0,57,17,0.588235,0.588235,0,0.0664278
real_left_right_fist,trial0,58,21,0.571429,0.571429,0,0.0703219
real_left_right_fist,trial0,59,13,0.769231,0.769231,0,0.0809924
real_left_right_fist,trial0,60,14,0.857143,0.857143,0,0.123076
real_left_right_fist,trial0,61,12,0.833333,0.833333,0,0.0895052
real_left_right_fist,trial0,62,11,0.818182,0.727273,0.0909091,0.147522
real_left_right_fist,trial0,63,13,0.615385,0.615385,0,0.0842377
real_left_right_fist,trial0,64,8,0.875,0.875,0,0.18209
