task,fold,subject,n_test,acc_full,acc_minus,delta,ref_distance
imagery_fists_feet,trial2,41,14,0.714286,0.714286,0,0.19752
imagery_fists_feet,trial2,42,16,1,1,0,0.139516
imagery_fists_feet,trial2,43,15,0.6,0.6,0,0.0983065
imagery_fists_feet,trial2,44,18,0.722222,0.722222,0,0.079325
imagery_fists_feet,trial2,45,11,0.727273,0.727273,0,0.104503
imagery_fists_feet,trial2,46,17,0.823529,0.823529,0,0.057189
imagery_fists_feet,trial2,47,11,0.727273,0.727273,0,0.183674
imagery_fists_feet,trial2,48,19,0.842105,0.842105,0,0.115701
imagery_fists_feet,trial2,49,21,0.714286,0.714286,0,0.0912468
imagery_fists_feet,trial2,50,9,0.666667,0.666667,0,0.0960181
imagery_fists_feet,trial2,51,10,0.5,0.5,0,0.28051
imagery_fists_feet,trial2,52,9,0.777778,0.777778,0,0.118431
imagery_fists_feet,trial2,53,15,0.466667,0.466667,0,0.118239
imagery_fists_feet,trial2,54,12,0.75,0.75,0,0.0815744
imagery_fists_feet,trial2,55,17,0.882353,0.882353,0,0.185915
imagery_fists_feet,trial2,56,12,0.75,0.75,0,0.153886
imagery_fists_feet,trial2,57,14,0.5,0.5,0,0.0906267
imagery_fists_feet,trial2,58,13,0.538462,0.538462,0,0.11452
imagery_fists_feet,trial2,59,13,0.461538,0.461538,0,0.0831805
imagery_fists_feet,trial2,60,21,0.571429,0.571429,0,0.105057
imagery_fists_feet,trial2,61,17,0.588235,0.588235,0,0.0866666
imagery_fists_feet,trial2,62,13,1,1,0,0.131069
imagery_fists_feet,trial2,63,13,0.615385,0.615385,0,0.0839553
imagery_fists_feet,trial2,64,21,0.380952,0.380952,0,0.127483
imagery_fists_feet,trial2,65,16,0.4375,0.4375,0,0.0733384
imagery_fists_feet,trial2,66,12,0.833333,0.833333,0,0.0830754
imagery_fists_feet,trial2,67,20,0.3,0.3,0,0.0872073
imagery_fists_feet,trial2,68,18,0.388889,0.388889,0,0.0820443
imagery_fists_feet,trial2,69,11,0.454545,0.363636,0.0909091,0.0871618
imagery_fists_feet,trial2,70,17,0.941176,0.941176,0,0.0511452
imagery_fists_feet,trial2,71,19,0.578947,0.578947,0,0.0564126
imagery_fists_feet,trial2,72,21,0.904762,0.904762,0,0.149975
imagery_fists_feet,trial2,73,13,0.846154,0.846154,0,0.148916
imagery_fists_feet,trial2,74,8,0.5,0.5,0,0.155204
imagery_fists_feet,trial2,75,12,0.75,0.75,0,0.159461
imagery_fists_feet,trial2,76,16,0.375,0.375,0,0.148862
imagery_fists_feet,trial2,77,16,0.5,0.5,0,0.0859398
imagery_fists_feet,trial2,78,14,0.428571,0.428571,0,0.0524741
imagery_fists_feet,trial2,79,14,0.428571,0.428571,0,0.123479
imagery_fists_feet,trial2,80,12,0.666667,0.666667,0,0.0610466
imagery_fists_feet,trial2,81,11,0.272727,0.272727,0,0.150804
imagery_fists_feet,trial2,82,14,0.785714,0.785714,0,0.0546833
imagery_fists_feet,trial2,83,18,0.555556,0.555556,0,0.102517
imagery_fists_feet,trial2,84,17,0.411765,0.411765,0,0.108937
imagery_fists_feet,trial2,85,13,0.846154,0.846154,0,0.0780359
imagery_fists_feet,trial2,86,12,0.75,0.75,0,0.0921623
imagery_fists_feet,trial2,87,18,0.611111,0.611111,0,0.0831016
imagery_fists_feet,trial2,88,17,0.411765,0.411765,0,0.100124
imagery_fists_feet,trial2,89,18,0.666667,0.666667,0,0.203779
imagery_fists_feet,trial2,90,18,0.666667,0.666667,0,0.0724995
imagery_fists_feet,trial2,91,18,0.555556,0.555556,0,0.0835059
imagery_fists_feet,trial2,92,13,0.538462,0.538462,0,0.14972
imagery_fists_feet,trial2,93,12,0.666667,0.666667,0,0.0889879
imagery_fists_feet,trial2,94,14,0.785714,0.785714,0,0.102412
imagery_fists_feet,trial2,95,16,0.625,0.625,0,0.128096
imagery_fists_feet,trial2,96,18,0.388889,0.388889,0,0.0779315
imagery_fists_feet,trial2,97,17,0.529412,0.529412,0,0.0823825
imagery_fists_feet,trial2,98,20,0.65,0.65,0,0.0915605
imagery_fists_feet,trial2,99,17,0.411765,0.411765,0,0.101775
imagery_fists_feet,trial2,100,11,0.818182,0.818182,0,0.101434
imagery_fists_feet,trial2,101,22,0.590909,0.590909,0,0.07223
imagery_fists_feet,trial2,102,20,0.55,0.5,0.05,0.120623
imagery_fists_feet,trial2,103,15,0.866667,0.866667,0,0.0995517
imagery_fists_feet,trial2,104,19,0.578947,0.578947,0,0.0446966
imagery_fists_feet,trial2,105,14,0.5,0.571429,-0.0714286,0.089089
imagery_fists_feet,trial2,106,18,0.666667,0.666667,0,0.0961252
imagery_fists_feet,trial2,107,14,0.5,0.5,0,0.0629812
imagery_fists_feet,trial2,108,14,0.571429,0.571429,0,0.0692376
imagery_fists_feet,trial2,109,19,0.578947,0.578947,0,0.100672
real_fists_feet,trial0,1,13,0.923077,0.923077,0,0.069447
real_fists_feet,trial0,2,17,1,1,0,0.0534414
real_fists_feet,trial0,3,16,0.625,0.625,0,0.0589224
real_fists_feet,trial0,4,21,0.714286,0.714286,0,0.0689189
real_fists_feet,trial0,5,18,0.666667,0.666667,0,0.0789683
real_fists_feet,trial0,6,20,0.65,0.65,0,0.0927867
real_fists_feet,trial0,7,12,0.916667,0.916667,0,0.0832749
real_fists_feet,trial0,8,14,0.642857,0.642857,0,0.0701559
real_fists_feet,trial0,9,7,0.428571,0.428571,0,0.20608
real_fists_feet,trial0,10,22,0.818182,0.818182,0,0.0463007
real_fists_feet,trial0,11,10,0.6,0.6,0,0.152636
real_fists_feet,trial0,12,12,0.666667,0.666667,0,0.126951
real_fists_feet,trial0,13,17,0.882353,0.882353,0,0.161517
real_fists_feet,trial0,14,17,0.647059,0.647059,0,0.0670758
real_fists_feet,trial0,15,12,0.833333,0.833333,0,0.100728
real_fists_feet,trial0,16,10,1,1,0,0.0958983
real_fists_feet,trial0,17,16,0.625,0.625,0,0.135946
real_fists_feet,trial0,18,15,0.666667,0.666667,0,0.203948
real_fists_feet,trial0,19,17,0.941176,0.941176,0,0.0881108
real_fists_feet,trial0,20,17,0.882353,0.882353,0,0.144942
real_fists_feet,trial0,21,15,0.866667,0.866667,0,0.12466
real_fists_feet,trial0,22,16,0.8125,0.8125,0,0.135962
real_fists_feet,trial0,23,16,1,1,0,0.0823308
real_fists_feet,trial0,24,17,0.823529,0.823529,0,0.107195
real_fists_feet,trial0,25,12,1,1,0,0.120296
real_fists_feet,trial0,26,12,0.833333,0.833333,0,0.169645
real_fists_feet,trial0,27,18,0.888889,0.888889,0,0.091548
real_fists_feet,trial0,28,18,0.611111,0.555556,0.0555556,0.0795577
real_fists_feet,trial0,29,18,1,1,0,0.115884
real_fists_feet,trial0,30,12,0.666667,0.666667,0,0.255852
real_fists_feet,trial0,31,16,0.875,0.875,0,0.0570743
real_fists_feet,trial0,32,12,0.833333,0.833333,0,0.112309
real_fists_feet,trial0,33,14,0.642857,0.642857,0,0.0529585
real_fists_feet,trial0,34,18,0.944444,0.944444,0,0.118742
real_fists_feet,trial0,35,14,0.928571,0.928571,0,0.137926
real_fists_feet,trial0,36,11,0.818182,0.818182,0,0.0807759
real_fists_feet,trial0,37,8,0.625,0.625,0,0.222919
real_fists_feet,trial0,38,13,0.692308,0.692308,0,0.0803113
real_fists_feet,trial0,39,15,0.466667,0.466667,0,0.110183
real_fists_feet,trial0,40,15,0.533333,0.533333,0,0.0786629
real_fists_feet,trial0,41,14,0.928571,0.928571,0,0.181575
real_fists_feet,trial0,42,11,1,1,0,0.180967
real_fists_feet,trial0,43,17,0.705882,0.705882,0,0.10263
real_fists_feet,trial0,44,19,0.842105,0.842105,0,0.0914786
real_fists_feet,trial0,45,19,0.631579,0.631579,0,0.0736093
real_fists_feet,trial0,46,15,0.933333,0.933333,0,0.0741333
real_fists_feet,trial0,47,9,0.555556,0.555556,0,0.195045
real_fists_feet,trial0,48,12,0.666667,0.666667,0,0.151821
real_fists_feet,trial0,49,16,0.9375,0.9375,0,0.10706
real_fists_feet,trial0,50,12,0.583333,0.583333,0,0.0806025
real_fists_feet,trial0,51,24,0.625,0.625,0,0.139089
real_fists_feet,trial0,52,15,0.866667,0.866667,0,0.0879241
real_fists_feet,trial0,53,17,0.529412,0.529412,0,0.0982334
real_fists_feet,trial0,54,15,1,1,0,0.0757315
real_fists_feet,trial0,55,14,1,1,0,0.211083
real_fists_feet,trial0,56,19,0.789474,0.789474,0,0.106611
real_fists_feet,trial0,57,20,0.9,0.9,0,0.0495926
real_fists_feet,trial0,58,14,0.5,0.5,0,0.0966364
real_fists_feet,trial0,59,15,0.8,0.8,0,0.0790051
real_fists_feet,trial0,60,12,0.916667,0.916667,0,0.129826
real_fists_feet,trial0,61,15,0.866667,0.866667,0,0.0843548
real_fists_feet,trial0,62,8,1,1,0,0.166973
real_fists_feet,trial0,63,9,0.333333,0.333333,0,0.0953331
real_fists_feet,trial0,64,17,0.705882,0.705882,0,0.137586
real_fists_feet,trial0,65,17,0.705882,0.705882,0,0.0778216
real_fists_feet,trial0,66,14,0.928571,0.928571,0,0.0791693
real_fists_feet,trial0,67,9,0.666667,0.666667,0,0.108438
real_fists_feet,trial0,68,23,0.652174,0.652174,0,0.0734927
real_fists_feet,trial0,69,20,0.55,0.55,0,0.0619384
real_fists_feet,trial0,70,11,0.636364,0.636364,0,0.0623338
real_fists_feet,trial0,71,10,1,1,0,0.0707103
real_fists_feet,trial0,72,12,0.833333,0.833333,0,0.214574
real_fists_feet,trial0,73,15,0.866667,0.866667,0,0.13883
real_fists_feet,trial0,74,16,0.8125,0.8125,0,0.125831
real_fists_feet,trial0,75,15,0.933333,1,-0.0666667,0.146851
real_fists_feet,trial0,76,15,0.8,0.8,0,0.14473
real_fists_feet,trial0,77,19,0.894737,0.894737,0,0.088686
real_fists_feet,trial0,78,19,0.526316,0.526316,0,0.0394569
real_fists_feet,trial0,79,18,0.888889,0.888889,0,0.109146
real_fists_feet,trial0,80,25,0.64,0.64,0,0.0399925
real_fists_feet,trial0,81,13,0.923077,0.923077,0,0.148348
real_fists_feet,trial0,82,15,0.8,0.8,0,0.05344
real_fists_feet,trial0,83,10,1,1,0,0.119294
real_fists_feet,trial0,84,15,0.6,0.6,0,0.114781
real_fists_feet,trial0,85,16,1,1,0,0.0774782
real_fists_feet,trial0,86,13,0.923077,0.923077,0,0.107133
real_fists_feet,trial0,87,19,0.684211,0.684211,0,0.0712244
real_fists_feet,trial0,88,15,0.6,0.6,0,0.102442
real_fists_feet,trial0,89,10,0.9,0.9,0,0.261389
real_fists_feet,trial0,90,18,0.611111,0.611111,0,0.0701222
real_fists_feet,trial0,91,20,1,1,0,0.071924
real_fists_feet,trial0,92,19,0.473684,0.473684,0,0.126805
real_fists_feet,trial0,93,17,0.882353,0.882353,0,0.0778663
real_fists_feet,trial0,94,15,0.933333,0.933333,0,0.0898212
real_fists_feet,trial0,95,17,0.529412,0.529412,0,0.125463
real_fists_feet,trial0,96,7,0.714286,0.714286,0,0.112599
real_fists_feet,trial0,97,18,0.5,0.5,0,0.0828596
real_fists_feet,trial0,98,9,0.666667,0.666667,0,0.143878
real_fists_feet,trial0,99,18,0.777778,0.777778,0,0.106865
real_fists_feet,trial0,100,11,0.818182,0.818182,0,0.0994956
real_fists_feet,trial0,101,10,0.8,0.8,0,0.106017
real_fists_feet,trial0,102,18,0.777778,0.777778,0,0.132025
real_fists_feet,trial0,103,8,1,1,0,0.127162
real_fists_feet,trial0,104,14,0.785714,0.785714,0,0.0454059
real_fists_feet,trial0,105,16,1,1,0,0.0699827
real_fists_feet,trial0,106,9,0.666667,0.666667,0,0.0835195
real_fists_feet,trial0,107,16,0.6875,0.6875,0,0.0712847
real_fists_feet,trial0,108,13,1,1,0,0.0418261
real_fists_feet,trial0,109,19,0.789474,0.789474,0,0.111385
real_fists_feet,trial1,1,18,0.833333,0.833333,0,0.0592164
real_fists_feet,trial1,2,19,1,1,0,0.0500246
real_fists_feet,trial1,3,15,0.666667,0.666667,0,0.0600573
real_fists_feet,trial1,4,10,0.7,0.7,0,0.102256
real_fists_feet,trial1,5,14,0.785714,0.785714,0,0.0857912
real_fists_feet,trial1,6,16,0.625,0.625,0,0.106812
real_fists_feet,trial1,7,13,0.923077,0.923077,0,0.0808795
real_fists_feet,trial1,8,13,0.538462,0.538462,0,0.0733311
real_fists_feet,trial1,9,21,0.52381,0.52381,0,0.127013
real_fists_feet,trial1,10,10,1,1,0,0.0660757
real_fists_feet,trial1,11,20,0.65,0.65,0,0.109089
real_fists_feet,trial1,12,17,0.705882,0.705882,0,0.109748
real_fists_feet,trial1,13,19,0.894737,0.894737,0,0.15025
real_fists_feet,trial1,14,12,1,1,0,0.0783899
real_fists_feet,trial1,15,19,0.736842,0.736842,0,0.0774302
real_fists_feet,trial1,16,16,0.875,0.875,0,0.0806232
real_fists_feet,trial1,17,14,0.571429,0.571429,0,0.144669
real_fists_feet,trial1,18,18,0.555556,0.555556,0,0.186126
real_fists_feet,trial1,19,18,0.888889,0.888889,0,0.084003
real_fists_feet,trial1,20,13,0.615385,0.615385,0,0.172282
real_fists_feet,trial1,21,15,0.8,0.8,0,0.126023
real_fists_feet,trial1,22,15,0.933333,0.933333,0,0.136344
real_fists_feet,trial1,23,15,0.6,0.6,0,0.0816716
real_fists_feet,trial1,24,13,0.769231,0.769231,0,0.121265
real_fists_feet,trial1,25,19,0.894737,0.894737,0,0.0956291
real_fists_feet,trial1,26,17,0.823529,0.823529,0,0.145895
real_fists_feet,trial1,27,13,0.846154,0.846154,0,0.104332
real_fists_feet,trial1,28,10,0.9,0.9,0,0.110211
real_fists_feet,trial1,29,9,1,1,0,0.154958
real_fists_feet,trial1,30,18,0.666667,0.666667,0,0.207754
real_fists_feet,trial1,31,12,0.833333,0.833333,0,0.0648484
real_fists_feet,trial1,32,24,0.791667,0.791667,0,0.0709155
real_fists_feet,trial1,33,16,0.4375,0.4375,0,0.0501539
real_fists_feet,trial1,34,14,0.928571,0.928571,0,0.142812
real_fists_feet,trial1,35,15,0.933333,0.933333,0,0.13469
real_fists_feet,trial1,36,24,0.75,0.75,0,0.0500582
real_fists_feet,trial1,37,15,0.533333,0.533333,0,0.173885
real_fists_feet,trial1,38,18,0.722222,0.722222,0,0.0686043
real_fists_feet,trial1,39,18,0.722222,0.722222,0,0.0967263
real_fists_feet,trial1,40,12,0.583333,0.583333,0,0.0835126
real_fists_feet,trial1,41,10,0.9,0.9,0,0.210969
real_fists_feet,trial1,42,16,0.75,0.75,0,0.156051
real_fists_feet,trial1,43,12,0.75,0.75,0,0.128851
real_fists_feet,trial1,44,12,0.666667,0.666667,0,0.111857
real_fists_feet,trial1,45,16,0.4375,0.4375,0,0.0769009
real_fists_feet,trial1,46,12,0.916667,0.916667,0,0.0815078
real_fists_feet,trial1,47,17,0.647059,0.647059,0,0.154668
real_fists_feet,trial1,48,16,0.9375,0.9375,0,0.125703
real_fists_feet,trial1,49,14,0.714286,0.714286,0,0.109131
real_fists_feet,trial1,50,20,0.75,0.75,0,0.0612519
real_fists_feet,trial1,51,12,0.666667,0.666667,0,0.234223
real_fists_feet,trial1,52,16,0.6875,0.6875,0,0.0860778
real_fists_feet,trial1,53,17,0.411765,0.411765,0,0.0964438
real_fists_feet,trial1,54,14,0.928571,0.928571,0,0.0773679
real_fists_feet,trial1,55,14,1,1,0,0.214438
real_fists_feet,trial1,56,15,0.8,0.8,0,0.12776
real_fists_feet,trial1,57,13,0.846154,0.846154,0,0.0620373
real_fists_feet,trial1,58,20,0.65,0.65,0,0.0777515
real_fists_feet,trial1,59,12,0.583333,0.583333,0,0.0855897
real_fists_feet,trial1,60,14,0.928571,0.928571,0,0.124202
real_fists_feet,trial1,61,15,0.933333,0.933333,0,0.0820572
real_fists_feet,trial1,62,19,0.842105,0.842105,0,0.12056
real_fists_feet,trial1,63,23,0.521739,0.521739,0,0.0586205
real_fists_feet,trial1,64,11,0.727273,0.727273,0,0.172664
real_fists_feet,trial1,65,11,0.727273,0.727273,0,0.0922941
real_fists_feet,trial1,66,17,0.764706,0.764706,0,0.0715981
real_fists_feet,trial1,67,16,0.375,0.375,0,0.0876624
real_fists_feet,trial1,68,12,0.916667,0.916667,0,0.107596
real_fists_feet,trial1,69,10,1,1,0,0.0853581
real_fists_feet,trial1,70,15,0.8,0.8,0,0.0539812
real_fists_feet,trial1,71,14,1,1,0,0.0626513
real_fists_feet,trial1,72,19,0.736842,0.736842,0,0.166198
real_fists_feet,trial1,73,15,0.733333,0.733333,0,0.139049
real_fists_feet,trial1,74,12,0.666667,0.666667,0,0.148592
real_fists_feet,trial1,75,19,0.736842,0.736842,0,0.126023
real_fists_feet,trial1,76,12,0.75,0.75,0,0.159287
real_fists_feet,trial1,77,11,0.818182,0.818182,0,0.112719
real_fists_feet,trial1,78,12,0.333333,0.333333,0,0.0507721
real_fists_feet,trial1,79,12,0.833333,0.833333,0,0.126401
real_fists_feet,trial1,80,9,0.444444,0.444444,0,0.0684247
real_fists_feet,trial1,81,17,0.588235,0.588235,0,0.129924
real_fists_feet,trial1,82,14,0.785714,0.785714,0,0.0571189
real_fists_feet,trial1,83,20,0.85,0.85,0,0.083696
real_fists_feet,trial1,84,15,0.6,0.6,0,0.114727
real_fists_feet,trial1,85,13,0.923077,0.923077,0,0.0852447
real_fists_feet,trial1,86,16,0.8125,0.8125,0,0.0976166
real_fists_feet,trial1,87,12,0.5,0.5,0,0.0888132
real_fists_feet,trial1,88,21,0.809524,0.809524,0,0.0874469
real_fists_feet,trial1,89,14,0.785714,0.785714,0,0.237088
real_fists_feet,trial1,90,12,0.5,0.5,0,0.0799539
real_fists_feet,trial1,91,15,0.933333,0.933333,0,0.0877468
real_fists_feet,trial1,92,20,0.55,0.55,0,0.116512
real_fists_feet,trial1,93,19,0.894737,0.894737,0,0.0741142
real_fists_feet,trial1,94,15,0.866667,0.866667,0,0.0881872
real_fists_feet,trial1,95,10,0.7,0.7,0,0.158027
real_fists_feet,trial1,96,18,0.777778,0.777778,0,0.0813411
real_fists_feet,trial1,97,14,0.571429,0.571429,0,0.0934848
real_fists_feet,trial1,98,15,0.533333,0.533333,0,0.119348
real_fists_feet,trial1,99,11,0.363636,0.363636,0,0.127501
real_fists_feet,trial1,100,7,0.857143,0.857143,0,0.112288
real_fists_feet,trial1,101,11,0.545455,0.545455,0,0.101507
real_fists_feet,trial1,102,13,0.923077,0.923077,0,0.163964
real_fists_feet,trial1,103,17,1,1,0,0.0939654
real_fists_feet,trial1,104,18,0.833333,0.833333,0,0.0396773
real_fists_feet,trial1,105,16,1,1,0,0.0682658
real_fists_feet,trial1,106,12,0.666667,0.666667,0,0.0735558
real_fists_feet,trial1,107,14,0.714286,0.714286,0,0.0707382
real_fists_feet,trial1,108,15,0.666667,0.666667,0,0.0401264
real_fists_feet,trial1,109,9,0.666667,0.666667,0,0.154249
real_fists_feet,trial2,1,14,0.571429,0.571429,0,0.0666068
real_fists_feet,trial2,2,9,0.888889,0.888889,0,0.0681179
real_fists_feet,trial2,3,14,0.5,0.5,0,0.0617718
real_fists_feet,trial2,4,14,0.928571,0.928571,0,0.089299
real_fists_feet,trial2,5,13,0.692308,0.692308,0,0.0898541
real_fists_feet,trial2,6,9,0.777778,0.777778,0,0.134996
real_fists_feet,trial2,7,20,1,1,0,0.0622291
real_fists_feet,trial2,8,18,0.666667,0.666667,0,0.0620826
real_fists_feet,trial2,9,17,0.470588,0.470588,0,0.151297
real_fists_feet,trial2,10,13,0.692308,0.692308,0,0.0631919
real_fists_feet,trial2,11,15,0.6,0.6,0,0.133097
real_fists_feet,trial2,12,16,0.6875,0.6875,0,0.114817
real_fists_feet,trial2,13,9,1,1,0,0.208927
real_fists_feet,trial2,14,16,0.875,0.875,0,0.0688303
real_fists_feet,trial2,15,14,1,1,0,0.0934615
real_fists_feet,trial2,16,19,0.842105,0.842105,0,0.0703884
real_fists_feet,trial2,17,15,0.666667,0.666667,0,0.141402
real_fists_feet,trial2,18,12,0.5,0.5,0,0.227768
real_fists_feet,trial2,19,10,0.8,0.8,0,0.107379
real_fists_feet,trial2,20,15,0.6,0.6,0,0.166541
real_fists_feet,trial2,21,15,0.733333,0.733333,0,0.124878
real_fists_feet,trial2,22,14,0.785714,0.785714,0,0.147635
real_fists_feet,trial2,23,14,0.571429,0.571429,0,0.0905998
real_fists_feet,trial2,24,15,0.866667,0.866667,0,0.114713
real_fists_feet,trial2,25,14,0.857143,0.857143,0,0.113089
real_fists_feet,trial2,26,16,0.8125,0.8125,0,0.153542
real_fists_feet,trial2,27,14,0.642857,0.642857,0,0.100748
real_fists_feet,trial2,28,17,0.705882,0.705882,0,0.0906121
real_fists_feet,trial2,29,18,1,1,0,0.115545
real_fists_feet,trial2,30,15,0.8,0.8,0,0.232375
real_fists_feet,trial2,31,17,0.941176,0.941176,0,0.0553759
real_fists_feet,trial2,32,9,0.888889,0.888889,0,0.121048
real_fists_feet,trial2,33,15,0.8,0.8,0,0.052054
real_fists_feet,trial2,34,10,0.9,0.9,0,0.162634
real_fists_feet,trial2,35,16,1,1,0,0.130341
real_fists_feet,trial2,36,10,0.8,0.8,0,0.0817785
real_fists_feet,trial2,37,19,0.421053,0.421053,0,0.148848
real_fists_feet,trial2,38,14,0.642857,0.642857,0,0.0754664
real_fists_feet,trial2,39,12,0.75,0.75,0,0.117099
real_fists_feet,trial2,40,18,0.5,0.5,0,0.0704744
real_fists_feet,trial2,41,18,0.944444,0.944444,0,0.16006
real_fists_feet,trial2,42,18,0.944444,0.944444,0,0.144978
real_fists_feet,trial2,43,16,0.8125,0.8125,0,0.106497
real_fists_feet,trial2,44,14,0.642857,0.642857,0,0.104802
real_fists_feet,trial2,45,10,0.7,0.7,0,0.0953285
real_fists_feet,trial2,46,18,0.944444,0.944444,0,0.0667944
real_fists_feet,trial2,47,19,0.684211,0.684211,0,0.141935
real_fists_feet,trial2,48,17,0.647059,0.647059,0,0.12563
real_fists_feet,trial2,49,15,0.933333,0.933333,0,0.10784
real_fists_feet,trial2,50,13,0.461538,0.461538,0,0.0789042
real_fists_feet,trial2,51,6,0.5,0.5,0,0.282508
real_fists_feet,trial2,52,14,0.642857,0.642857,0,0.092011
real_fists_feet,trial2,53,11,0.363636,0.363636,0,0.116542
real_fists_feet,trial2,54,16,0.9375,1,-0.0625,0.0701656
real_fists_feet,trial2,55,17,0.941176,0.941176,0,0.193508
real_fists_feet,trial2,56,11,0.636364,0.636364,0,0.14363
real_fists_feet,trial2,57,12,0.916667,0.916667,0,0.0647915
real_fists_feet,trial2,58,11,0.636364,0.636364,0,0.106375
real_fists_feet,trial2,59,18,0.722222,0.722222,0,0.0701923
real_fists_feet,trial2,60,19,0.789474,0.789474,0,0.100298
real_fists_feet,trial2,61,15,0.8,0.8,0,0.0819252
real_fists_feet,trial2,62,18,0.833333,0.833333,0,0.12409
real_fists_feet,trial2,63,13,0.461538,0.538462,-0.0769231,0.0846373
real_fists_feet,trial2,64,14,0.714286,0.714286,0,0.158072
real_fists_feet,trial2,65,17,0.705882,0.705882,0,0.0783128
real_fists_feet,trial2,66,14,0.785714,0.785714,0,0.0805182
real_fists_feet,trial2,67,20,0.5,0.5,0,0.0790752
real_fists_feet,trial2,68,10,0.8,0.8,0,0.117198
real_fists_feet,trial2,69,15,0.733333,0.733333,0,0.0747673
real_fists_feet,trial2,70,19,0.578947,0.578947,0,0.046346
real_fists_feet,trial2,71,21,0.952381,0.952381,0,0.0484889
real_fists_feet,trial2,72,11,0.909091,0.909091,0,0.224253
real_fists_feet,trial2,73,12,0.833333,0.833333,0,0.156131
real_fists_feet,trial2,74,14,0.857143,0.857143,0,0.13843
real_fists_feet,trial2,75,11,0.818182,0.818182,0,0.163799
real_fists_feet,trial2,76,15,0.466667,0.466667,0,0.144167
real_fists_feet,trial2,77,15,0.866667,0.866667,0,0.0968753
real_fists_feet,trial2,78,14,0.571429,0.571429,0,0.0460178
real_fists_feet,trial2,79,15,0.866667,0.866667,0,0.11598
real_fists_feet,trial2,80,11,0.636364,0.636364,0,0.0653341
real_fists_feet,trial2,81,15,0.8,0.8,0,0.139576
real_fists_feet,trial2,82,16,0.875,0.875,0,0.0524329
real_fists_feet,trial2,83,15,0.866667,0.866667,0,0.0984885
real_fists_feet,trial2,84,15,0.8,0.8,0,0.113734
real_fists_feet,trial2,85,16,0.875,0.875,0,0.075952
real_fists_feet,trial2,86,16,0.9375,0.9375,0,0.0998768
real_fists_feet,trial2,87,14,0.571429,0.571429,0,0.0865355
real_fists_feet,trial2,88,21,0.666667,0.666667,0,0.0876142
real_fists_feet,trial2,89,21,0.952381,0.952381,0,0.182865
real_fists_feet,trial2,90,15,0.2,0.2,0,0.0742137
real_fists_feet,trial2,91,10,0.7,0.7,0,0.0994737
real_fists_feet,trial2,92,18,0.833333,0.833333,0,0.122567
real_fists_feet,trial2,93,9,0.888889,0.888889,0,0.102272
real_fists_feet,trial2,94,15,0.933333,0.933333,0,0.0857535
real_fists_feet,trial2,95,18,0.777778,0.777778,0,0.119623
real_fists_feet,trial2,96,20,0.8,0.8,0,0.0759217
real_fists_feet,trial2,97,13,0.538462,0.538462,0,0.0961901
real_fists_feet,trial2,98,21,0.714286,0.714286,0,0.0964914
real_fists_feet,trial2,99,16,0.6875,0.6875,0,0.110009
real_fists_feet,trial2,100,18,0.777778,0.777778,0,0.0725306
real_fists_feet,trial2,101,24,0.5,0.458333,0.0416667,0.063084
real_fists_feet,trial2,102,11,0.818182,0.818182,0,0.175264
real_fists_feet,trial2,103,20,0.95,0.95,0,0.0833653
real_fists_feet,trial2,104,13,0.692308,0.692308,0,0.0470812
real_fists_feet,trial2,105,13,1,1,0,0.0775629
real_fists_feet,trial2,106,13,0.461538,0.461538,0,0.0687747
real_fists_feet,trial2,107,15,0.933333,0.933333,0,0.0719153
real_fists_feet,trial2,108,17,0.882353,0.882353,0,0.0353835
real_fists_feet,trial2,109,17,0.882353,0.882353,0,0.118897
