dataset,task,model,preproc,protocol,seed,fold,n_train,n_test,n_fit,n_val,train_acc,val_acc,test_acc,best_epoch,epochs_run,n_params
bci2a,bci2a_left_right,shallow_fbcsp,ztrial,run_disjoint,20260918,run4,2160,432,1836,324,0.837037,0.743827,0.708333,19,25,41202
bci2a,bci2a_left_right,shallow_fbcsp,ztrial,run_disjoint,20260918,run5,2160,432,1836,324,0.848148,0.75,0.715278,16,22,41202
bci2a,bci2a_left_right,shallow_fbcsp,ztrial,session_disjoint,20260916,sess0,1296,1296,1101,195,0.799383,0.723077,0.689815,6,12,41202
bci2a,bci2a_left_right,shallow_fbcsp,ztrial,session_disjoint,20260916,sess1,1296,1296,1101,195,0.916667,0.758974,0.719907,19,25,41202
bci2a,bci2a_left_right,shallow_fbcsp,ztrial,session_disjoint,20260917,sess0,1296,1296,1101,195,0.805556,0.717949,0.671296,6,12,41202
bci2a,bci2a_left_right,shallow_fbcsp,ztrial,session_disjoint,20260917,sess1,1296,1296,1101,195,0.854938,0.738462,0.693673,13,19,41202
bci2a,bci2a_left_right,shallow_fbcsp,ztrial,session_disjoint,20260918,sess0,1296,1296,1101,195,0.73071,0.646154,0.623457,3,9,41202
bci2a,bci2a_left_right,shallow_fbcsp,ztrial,session_disjoint,20260918,sess1,1296,1296,1101,195,0.824846,0.74359,0.688272,7,13,41202
bci2a,bci2a_left_right,shallow_fbcsp,ztrial,loso,20260916,loso1,2304,288,1728,576,0.818142,0.633681,0.805556,11,17,41202
bci2a,bci2a_left_right,shallow_fbcsp,ztrial,loso,20260916,loso2,2304,288,1728,576,0.845052,0.741319,0.590278,11,17,41202
bci2a,bci2a_left_right,shallow_fbcsp,ztrial,loso,20260916,loso3,2304,288,1728,576,0.809462,0.690972,0.701389,10,16,41202
bci2a,bci2a_left_right,shallow_fbcsp,ztrial,loso,20260916,loso4,2304,288,1728,576,0.822917,0.75,0.611111,9,15,41202
bci2a,bci2a_left_right,shallow_fbcsp,ztrial,loso,20260916,loso5,2304,288,1728,576,0.822917,0.739583,0.493056,7,13,41202
bci2a,bci2a_left_right,shallow_fbcsp,ztrial,loso,20260916,loso6,2304,288,1728,576,0.760851,0.664931,0.631944,6,12,41202
bci2a,bci2a_left_right,shallow_fbcsp,ztrial,loso,20260916,loso7,2304,288,1728,576,0.833767,0.664931,0.579861,10,16,41202
bci2a,bci2a_left_right,shallow_fbcsp,ztrial,loso,20260916,loso8,2304,288,1728,576,0.769965,0.652778,0.78125,14,20,41202
bci2a,bci2a_left_right,shallow_fbcsp,ztrial,loso,20260916,loso9,2304,288,1728,576,0.748698,0.645833,0.743056,5,11,41202
bci2a,bci2a_left_right,shallow_fbcsp,ztrial,loso,20260917,loso1,2304,288,1728,576,0.802951,0.805556,0.746528,10,16,41202
bci2a,bci2a_left_right,shallow_fbcsp,ztrial,loso,20260917,loso2,2304,288,1728,576,0.828993,0.810764,0.5625,9,15,41202
bci2a,bci2a_left_right,shallow_fbcsp,ztrial,loso,20260917,loso3,2304,288,1728,576,0.809462,0.668403,0.892361,10,16,41202
bci2a,bci2a_left_right,shallow_fbcsp,ztrial,loso,20260917,loso4,2304,288,1728,576,0.812934,0.666667,0.552083,9,15,41202
bci2a,bci2a_left_right,shallow_fbcsp,ztrial,loso,20260917,loso5,2304,288,1728,576,0.84592,0.696181,0.510417,9,15,41202
bci2a,bci2a_left_right,shallow_fbcsp,ztrial,loso,20260917,loso6,2304,288,1728,576,0.812066,0.684028,0.631944,9,15,41202
bci2a,bci2a_left_right,shallow_fbcsp,ztrial,loso,20260917,loso7,2304,288,1728,576,0.780816,0.675347,0.520833,11,17,41202
bci2a,bci2a_left_right,shallow_fbcsp,ztrial,loso,20260917,loso8,2304,288,1728,576,0.772135,0.651042,0.864583,8,14,41202
bci2a,bci2a_left_right,shallow_fbcsp,ztrial,loso,20260917,loso9,2304,288,1728,576,0.846354,0.729167,0.732639,19,25,41202
bci2a,bci2a_left_right,shallow_fbcsp,ztrial,loso,20260918,loso1,2304,288,1728,576,0.833767,0.621528,0.78125,18,24,41202
bci2a,bci2a_left_right,shallow_fbcsp,ztrial,loso,20260918,loso2,2304,288,1728,576,0.786458,0.618056,0.510417,4,10,41202
bci2a,bci2a_left_right,shallow_fbcsp,ztrial,loso,20260918,loso3,2304,288,1728,576,0.767795,0.633681,0.753472,21,27,41202
bci2a,bci2a_left_right,shallow_fbcsp,ztrial,loso,20260918,loso4,2304,288,1728,576,0.795573,0.631944,0.552083,8,14,41202
bci2a,bci2a_left_right,shallow_fbcsp,ztrial,loso,20260918,loso5,2304,288,1728,576,0.827257,0.65625,0.517361,12,18,41202
bci2a,bci2a_left_right,shallow_fbcsp,ztrial,loso,20260918,loso6,2304,288,1728,576,0.804253,0.564236,0.701389,12,18,41202
bci2a,bci2a_left_right,shallow_fbcsp,ztrial,loso,20260918,loso7,2304,288,1728,576,0.815104,0.616319,0.520833,9,15,41202
bci2a,bci2a_left_right,shallow_fbcsp,ztrial,loso,20260918,loso8,2304,288,1728,576,0.809462,0.600694,0.892361,11,17,41202
bci2a,bci2a_left_right,shallow_fbcsp,ztrial,loso,20260918,loso9,2304,288,1728,576,0.746528,0.611111,0.649306,4,10,41202
bci2a,bci2a_left_right,shallow_fbcsp,ztrial,subject_disjoint_5,20260916,subj0,2016,576,1440,576,0.706349,0.602431,0.619792,3,9,41202
bci2a,bci2a_left_right,shallow_fbcsp,ztrial,subject_disjoint_5,20260916,subj1,2016,576,1440,576,0.850694,0.678819,0.586806,13,19,41202
bci2a,bci2a_left_right,shallow_fbcsp,ztrial,subject_disjoint_5,20260916,subj2,2016,576,1440,576,0.869048,0.732639,0.532986,17,23,41202
bci2a,bci2a_left_right,shallow_fbcsp,ztrial,subject_disjoint_5,20260916,subj3,2016,576,1440,576,0.756448,0.578125,0.711806,9,15,41202
bci2a,bci2a_left_right,shallow_fbcsp,ztrial,subject_disjoint_5,20260916,subj4,2304,288,1728,576,0.769965,0.652778,0.78125,14,20,41202
bci2a,bci2a_left_right,shallow_fbcsp,ztrial,subject_disjoint_5,20260917,subj0,2016,576,1440,576,0.831845,0.6875,0.649306,11,17,41202
bci2a,bci2a_left_right,shallow_fbcsp,ztrial,subject_disjoint_5,20260917,subj1,2016,576,1440,576,0.757937,0.635417,0.588542,6,12,41202
bci2a,bci2a_left_right,shallow_fbcsp,ztrial,subject_disjoint_5,20260917,subj2,2016,576,1440,576,0.854167,0.786458,0.600694,17,23,41202
bci2a,bci2a_left_right,shallow_fbcsp,ztrial,subject_disjoint_5,20260917,subj3,2016,576,1440,576,0.921627,0.824653,0.628472,29,35,41202
bci2a,bci2a_left_right,shallow_fbcsp,ztrial,subject_disjoint_5,20260917,subj4,2304,288,1728,576,0.772135,0.651042,0.864583,8,14,41202
bci2a,bci2a_left_right,shallow_fbcsp,ztrial,subject_disjoint_5,20260918,subj0,2016,576,1440,576,0.773313,0.675347,0.675347,6,12,41202
bci2a,bci2a_left_right,shallow_fbcsp,ztrial,subject_disjoint_5,20260918,subj1,2016,576,1440,576,0.831349,0.626736,0.717014,14,20,41202
bci2a,bci2a_left_right,shallow_fbcsp,ztrial,subject_disjoint_5,20260918,subj2,2016,576,1440,576,0.75,0.675347,0.637153,4,10,41202
bci2a,bci2a_left_right,shallow_fbcsp,ztrial,subject_disjoint_5,20260918,subj3,2016,576,1440,576,0.829861,0.730903,0.597222,10,16,41202
bci2a,bci2a_left_right,shallow_fbcsp,ztrial,subject_disjoint_5,20260918,subj4,2304,288,1728,576,0.833767,0.621528,0.78125,18,24,41202
bci2a,bci2a_left_right,shallow_fbcsp,ztrial,within_session,20260916,within_s1_h0,144,144,122,22,0.5,0.5,0.5,1,7,41202
bci2a,bci2a_left_right,shallow_fbcsp,ztrial,within_session,20260916,within_s1_h1,144,144,122,22,0.819444,0.590909,0.590278,2,8,41202
bci2a,bci2a_left_right,shallow_fbcsp,ztrial,within_session,20260916,within_s2_h0,144,144,122,22,0.618056,0.590909,0.5,1,7,41202
bci2a,bci2a_left_right,shallow_fbcsp,ztrial,within_session,20260916,within_s2_h1,144,144,122,22,0.645833,0.545455,0.493056,4,10,41202
bci2a,bci2a_left_right,shallow_fbcsp,ztrial,within_session,20260916,within_s3_h0,144,144,122,22,0.965278,0.818182,0.743056,10,16,41202
bci2a,bci2a_left_right,shallow_fbcsp,ztrial,within_session,20260916,within_s3_h1,144,144,122,22,0.5,0.5,0.5,1,7,41202
bci2a,bci2a_left_right,shallow_fbcsp,ztrial,within_session,20260916,within_s4_h0,144,144,122,22,0.645833,0.545455,0.611111,1,7,41202
bci2a,bci2a_left_right,shallow_fbcsp,ztrial,within_session,20260916,within_s4_h1,144,144,122,22,0.840278,0.681818,0.534722,4,10,41202
bci2a,bci2a_left_right,shallow_fbcsp,ztrial,within_session,20260916,within_s5_h0,144,144,122,22,0.555556,0.545455,0.520833,4,10,41202
bci2a,bci2a_left_right,shallow_fbcsp,ztrial,within_session,20260916,within_s5_h1,144,144,122,22,0.708333,0.545455,0.493056,4,10,41202
bci2a,bci2a_left_right,shallow_fbcsp,ztrial,within_session,20260916,within_s6_h0,144,144,122,22,0.743056,0.636364,0.513889,2,8,41202
bci2a,bci2a_left_right,shallow_fbcsp,ztrial,within_session,20260916,within_s6_h1,144,144,122,22,0.694444,0.590909,0.486111,6,12,41202
bci2a,bci2a_left_right,shallow_fbcsp,ztrial,within_session,20260916,within_s7_h0,144,144,122,22,0.5,0.5,0.5,1,7,41202
bci2a,bci2a_left_right,shallow_fbcsp,ztrial,within_session,20260916,within_s7_h1,144,144,122,22,0.506944,0.5,0.5,1,7,41202
bci2a,bci2a_left_right,shallow_fbcsp,ztrial,within_session,20260916,within_s8_h0,144,144,122,22,0.986111,0.954545,0.833333,12,18,41202
bci2a,bci2a_left_right,shallow_fbcsp,ztrial,within_session,20260916,within_s8_h1,144,144,122,22,0.583333,0.5,0.527778,1,7,41202
bci2a,bci2a_left_right,shallow_fbcsp,ztrial,within_session,20260916,within_s9_h0,144,144,122,22,0.993056,0.954545,0.777778,11,17,41202
bci2a,bci2a_left_right,shallow_fbcsp,ztrial,within_session,20260916,within_s9_h1,144,144,122,22,0.986111,0.909091,0.743056,16,22,41202
bci2a,bci2a_left_right,shallow_fbcsp,ztrial,within_session,20260917,within_s1_h0,144,144,122,22,0.5625,0.545455,0.534722,1,7,41202
bci2a,bci2a_left_right,shallow_fbcsp,ztrial,within_session,20260917,within_s1_h1,144,144,122,22,0.888889,0.636364,0.638889,10,16,41202
bci2a,bci2a_left_right,shallow_fbcsp,ztrial,within_session,20260917,within_s2_h0,144,144,122,22,0.666667,0.545455,0.541667,3,9,41202
bci2a,bci2a_left_right,shallow_fbcsp,ztrial,within_session,20260917,within_s2_h1,144,144,122,22,0.5,0.5,0.5,2,8,41202
bci2a,bci2a_left_right,shallow_fbcsp,ztrial,within_session,20260917,within_s3_h0,144,144,122,22,0.986111,0.909091,0.826389,10,16,41202
bci2a,bci2a_left_right,shallow_fbcsp,ztrial,within_session,20260917,within_s3_h1,144,144,122,22,0.986111,0.909091,0.895833,22,28,41202
bci2a,bci2a_left_right,shallow_fbcsp,ztrial,within_session,20260917,within_s4_h0,144,144,122,22,0.722222,0.590909,0.527778,1,7,41202
bci2a,bci2a_left_right,shallow_fbcsp,ztrial,within_session,20260917,within_s4_h1,144,144,122,22,0.736111,0.545455,0.534722,4,10,41202
bci2a,bci2a_left_right,shallow_fbcsp,ztrial,within_session,20260917,within_s5_h0,144,144,122,22,0.631944,0.5,0.465278,3,9,41202
bci2a,bci2a_left_right,shallow_fbcsp,ztrial,within_session,20260917,within_s5_h1,144,144,122,22,0.618056,0.545455,0.5,2,8,41202
bci2a,bci2a_left_right,shallow_fbcsp,ztrial,within_session,20260917,within_s6_h0,144,144,122,22,0.916667,0.590909,0.479167,10,16,41202
bci2a,bci2a_left_right,shallow_fbcsp,ztrial,within_session,20260917,within_s6_h1,144,144,122,22,0.513889,0.545455,0.493056,1,7,41202
bci2a,bci2a_left_right,shallow_fbcsp,ztrial,within_session,20260917,within_s7_h0,144,144,122,22,0.951389,0.772727,0.534722,10,16,41202
bci2a,bci2a_left_right,shallow_fbcsp,ztrial,within_session,20260917,within_s7_h1,144,144,122,22,0.645833,0.590909,0.479167,3,9,41202
bci2a,bci2a_left_right,shallow_fbcsp,ztrial,within_session,20260917,within_s8_h0,144,144,122,22,0.944444,0.818182,0.777778,7,13,41202
bci2a,bci2a_left_right,shallow_fbcsp,ztrial,within_session,20260917,within_s8_h1,144,144,122,22,0.993056,0.954545,0.923611,17,23,41202
bci2a,bci2a_left_right,shallow_fbcsp,ztrial,within_session,20260917,within_s9_h0,144,144,122,22,0.861111,0.909091,0.708333,4,10,41202
bci2a,bci2a_left_right,shallow_fbcsp,ztrial,within_session,20260917,within_s9_h1,144,144,122,22,0.965278,0.772727,0.75,12,18,41202
bci2a,bci2a_left_right,shallow_fbcsp,ztrial,within_session,20260918,within_s1_h0,144,144,122,22,0.951389,0.727273,0.694444,10,16,41202
bci2a,bci2a_left_right,shallow_fbcsp,ztrial,within_session,20260918,within_s1_h1,144,144,122,22,0.819444,0.590909,0.590278,5,11,41202
bci2a,bci2a_left_right,shallow_fbcsp,ztrial,within_session,20260918,within_s2_h0,144,144,122,22,0.5,0.5,0.5,1,7,41202
bci2a,bci2a_left_right,shallow_fbcsp,ztrial,within_session,20260918,within_s2_h1,144,144,122,22,0.5,0.5,0.5,1,7,41202
bci2a,bci2a_left_right,shallow_fbcsp,ztrial,within_session,20260918,within_s3_h0,144,144,122,22,0.972222,0.818182,0.833333,11,17,41202
bci2a,bci2a_left_right,shallow_fbcsp,ztrial,within_session,20260918,within_s3_h1,144,144,122,22,0.972222,0.863636,0.770833,9,15,41202
bci2a,bci2a_left_right,shallow_fbcsp,ztrial,within_session,20260918,within_s4_h0,144,144,122,22,0.5,0.5,0.5,1,7,41202
bci2a,bci2a_left_right,shallow_fbcsp,ztrial,within_session,20260918,within_s4_h1,144,144,122,22,0.770833,0.681818,0.513889,4,10,41202
bci2a,bci2a_left_right,shallow_fbcsp,ztrial,within_session,20260918,within_s5_h0,144,144,122,22,0.888889,0.636364,0.444444,7,13,41202
bci2a,bci2a_left_right,shallow_fbcsp,ztrial,within_session,20260918,within_s5_h1,144,144,122,22,0.819444,0.636364,0.520833,5,11,41202
bci2a,bci2a_left_right,shallow_fbcsp,ztrial,within_session,20260918,within_s6_h0,144,144,122,22,0.895833,0.681818,0.458333,8,14,41202
bci2a,bci2a_left_right,shallow_fbcsp,ztrial,within_session,20260918,within_s6_h1,144,144,122,22,0.9375,0.727273,0.472222,13,19,41202
bci2a,bci2a_left_right,shallow_fbcsp,ztrial,within_session,20260918,within_s7_h0,144,144,122,22,0.5,0.5,0.5,2,8,41202
bci2a,bci2a_left_right,shallow_fbcsp,ztrial,within_session,20260918,within_s7_h1,144,144,122,22,0.631944,0.590909,0.486111,1,7,41202
bci2a,bci2a_left_right,shallow_fbcsp,ztrial,within_session,20260918,within_s8_h0,144,144,122,22,0.555556,0.590909,0.520833,1,7,41202
bci2a,bci2a_left_right,shallow_fbcsp,ztrial,within_session,20260918,within_s8_h1,144,144,122,22,0.993056,1,0.847222,11,17,41202
bci2a,bci2a_left_right,shallow_fbcsp,ztrial,within_session,20260918,within_s9_h0,144,144,122,22,1,1,0.798611,17,23,41202
bci2a,bci2a_left_right,shallow_fbcsp,ztrial,within_session,20260918,within_s9_h1,144,144,122,22,0.993056,0.954545,0.847222,17,23,41202
