task,model,N,d,draw,protocol,mean_acc,n_subjects,n_trials
imagery_left_right_fist,csp_lda,36,6,8,subject_disjoint,0.584259,36,1610
imagery_left_right_fist,riemann_ts_lr,36,8,9,trial_random,0.486905,36,1601
imagery_left_right_fist,riemann_ts_lr,36,32,9,trial_random,0.468466,36,1601
imagery_left_right_fist,riemann_ts_lr,36,128,9,trial_random,0.658266,36,1601
imagery_left_right_fist,riemann_ts_lr,36,512,9,trial_random,0.664939,36,1601
imagery_left_right_fist,riemann_ts_lr,36,2080,9,trial_random,0.672179,36,1601
imagery_left_right_fist,csp_lda,36,6,9,trial_random,0.536903,36,1601
imagery_left_right_fist,riemann_ts_lr,36,8,9,subject_disjoint,0.509698,36,1601
imagery_left_right_fist,riemann_ts_lr,36,32,9,subject_disjoint,0.522463,36,1601
imagery_left_right_fist,riemann_ts_lr,36,128,9,subject_disjoint,0.578528,36,1601
imagery_left_right_fist,riemann_ts_lr,36,512,9,subject_disjoint,0.55209,36,1601
imagery_left_right_fist,riemann_ts_lr,36,2080,9,subject_disjoint,0.56924,36,1601
imagery_left_right_fist,csp_lda,36,6,9,subject_disjoint,0.575671,36,1601
imagery_left_right_fist,riemann_ts_lr,72,8,0,trial_random,0.508255,72,3223
imagery_left_right_fist,riemann_ts_lr,72,32,0,trial_random,0.494086,72,3223
imagery_left_right_fist,riemann_ts_lr,72,128,0,trial_random,0.672877,72,3223
imagery_left_right_fist,riemann_ts_lr,72,512,0,trial_random,0.671172,72,3223
imagery_left_right_fist,riemann_ts_lr,72,2080,0,trial_random,0.65484,72,3223
imagery_left_right_fist,csp_lda,72,6,0,trial_random,0.57167,72,3223
imagery_left_right_fist,riemann_ts_lr,72,8,0,subject_disjoint,0.513572,72,3223
imagery_left_right_fist,riemann_ts_lr,72,32,0,subject_disjoint,0.54113,72,3223
imagery_left_right_fist,riemann_ts_lr,72,128,0,subject_disjoint,0.622949,72,3223
imagery_left_right_fist,riemann_ts_lr,72,512,0,subject_disjoint,0.611759,72,3223
imagery_left_right_fist,riemann_ts_lr,72,2080,0,subject_disjoint,0.598445,72,3223
imagery_left_right_fist,csp_lda,72,6,0,subject_disjoint,0.603802,72,3223
imagery_left_right_fist,riemann_ts_lr,72,8,1,trial_random,0.493294,72,3245
imagery_left_right_fist,riemann_ts_lr,72,32,1,trial_random,0.490646,72,3245
imagery_left_right_fist,riemann_ts_lr,72,128,1,trial_random,0.655544,72,3245
imagery_left_right_fist,riemann_ts_lr,72,512,1,trial_random,0.67675,72,3245
imagery_left_right_fist,riemann_ts_lr,72,2080,1,trial_random,0.649343,72,3245
imagery_left_right_fist,csp_lda,72,6,1,trial_random,0.559015,72,3245
imagery_left_right_fist,riemann_ts_lr,72,8,1,subject_disjoint,0.513161,72,3245
imagery_left_right_fist,riemann_ts_lr,72,32,1,subject_disjoint,0.534989,72,3245
imagery_left_right_fist,riemann_ts_lr,72,128,1,subject_disjoint,0.629711,72,3245
imagery_left_right_fist,riemann_ts_lr,72,512,1,subject_disjoint,0.619593,72,3245
imagery_left_right_fist,riemann_ts_lr,72,2080,1,subject_disjoint,0.612752,72,3245
imagery_left_right_fist,csp_lda,72,6,1,subject_disjoint,0.595184,72,3245
imagery_left_right_fist,riemann_ts_lr,72,8,2,trial_random,0.472185,72,3227
imagery_left_right_fist,riemann_ts_lr,72,32,2,trial_random,0.486747,72,3227
imagery_left_right_fist,riemann_ts_lr,72,128,2,trial_random,0.676415,72,3227
imagery_left_right_fist,riemann_ts_lr,72,512,2,trial_random,0.689744,72,3227
imagery_left_right_fist,riemann_ts_lr,72,2080,2,trial_random,0.669439,72,3227
imagery_left_right_fist,csp_lda,72,6,2,trial_random,0.572652,72,3227
imagery_left_right_fist,riemann_ts_lr,72,8,2,subject_disjoint,0.506762,72,3227
imagery_left_right_fist,riemann_ts_lr,72,32,2,subject_disjoint,0.522194,72,3227
imagery_left_right_fist,riemann_ts_lr,72,128,2,subject_disjoint,0.615111,72,3227
imagery_left_right_fist,riemann_ts_lr,72,512,2,subject_disjoint,0.610294,72,3227
imagery_left_right_fist,riemann_ts_lr,72,2080,2,subject_disjoint,0.58238,72,3227
imagery_left_right_fist,csp_lda,72,6,2,subject_disjoint,0.59136,72,3227
imagery_left_right_fist,riemann_ts_lr,72,8,3,trial_random,0.48679,72,3240
imagery_left_right_fist,riemann_ts_lr,72,32,3,trial_random,0.493962,72,3240
imagery_left_right_fist,riemann_ts_lr,72,128,3,trial_random,0.663647,72,3240
imagery_left_right_fist,riemann_ts_lr,72,512,3,trial_random,0.664705,72,3240
imagery_left_right_fist,riemann_ts_lr,72,2080,3,trial_random,0.636838,72,3240
imagery_left_right_fist,csp_lda,72,6,3,trial_random,0.557014,72,3240
imagery_left_right_fist,riemann_ts_lr,72,8,3,subject_disjoint,0.512741,72,3240
imagery_left_right_fist,riemann_ts_lr,72,32,3,subject_disjoint,0.527741,72,3240
imagery_left_right_fist,riemann_ts_lr,72,128,3,subject_disjoint,0.612743,72,3240
imagery_left_right_fist,riemann_ts_lr,72,512,3,subject_disjoint,0.608391,72,3240
imagery_left_right_fist,riemann_ts_lr,72,2080,3,subject_disjoint,0.596374,72,3240
imagery_left_right_fist,csp_lda,72,6,3,subject_disjoint,0.598934,72,3240
imagery_left_right_fist,riemann_ts_lr,72,8,4,trial_random,0.487004,72,3229
imagery_left_right_fist,riemann_ts_lr,72,32,4,trial_random,0.493603,72,3229
imagery_left_right_fist,riemann_ts_lr,72,128,4,trial_random,0.664728,72,3229
imagery_left_right_fist,riemann_ts_lr,72,512,4,trial_random,0.666512,72,3229
imagery_left_right_fist,riemann_ts_lr,72,2080,4,trial_random,0.643479,72,3229
imagery_left_right_fist,csp_lda,72,6,4,trial_random,0.55651,72,3229
imagery_left_right_fist,riemann_ts_lr,72,8,4,subject_disjoint,0.516538,72,3229
imagery_left_right_fist,riemann_ts_lr,72,32,4,subject_disjoint,0.534107,72,3229
imagery_left_right_fist,riemann_ts_lr,72,128,4,subject_disjoint,0.612684,72,3229
imagery_left_right_fist,riemann_ts_lr,72,512,4,subject_disjoint,0.598493,72,3229
imagery_left_right_fist,riemann_ts_lr,72,2080,4,subject_disjoint,0.602282,72,3229
imagery_left_right_fist,csp_lda,72,6,4,subject_disjoint,0.59186,72,3229
imagery_left_right_fist,riemann_ts_lr,72,8,5,trial_random,0.493117,72,3244
imagery_left_right_fist,riemann_ts_lr,72,32,5,trial_random,0.483118,72,3244
imagery_left_right_fist,riemann_ts_lr,72,128,5,trial_random,0.661834,72,3244
imagery_left_right_fist,riemann_ts_lr,72,512,5,trial_random,0.674195,72,3244
imagery_left_right_fist,riemann_ts_lr,72,2080,5,trial_random,0.656374,72,3244
imagery_left_right_fist,csp_lda,72,6,5,trial_random,0.535791,72,3244
imagery_left_right_fist,riemann_ts_lr,72,8,5,subject_disjoint,0.520213,72,3244
imagery_left_right_fist,riemann_ts_lr,72,32,5,subject_disjoint,0.534912,72,3244
imagery_left_right_fist,riemann_ts_lr,72,128,5,subject_disjoint,0.605456,72,3244
imagery_left_right_fist,riemann_ts_lr,72,512,5,subject_disjoint,0.613251,72,3244
imagery_left_right_fist,riemann_ts_lr,72,2080,5,subject_disjoint,0.600403,72,3244
imagery_left_right_fist,csp_lda,72,6,5,subject_disjoint,0.581905,72,3244
imagery_left_right_fist,riemann_ts_lr,72,8,6,trial_random,0.47332,72,3244
imagery_left_right_fist,riemann_ts_lr,72,32,6,trial_random,0.478981,72,3244
imagery_left_right_fist,riemann_ts_lr,72,128,6,trial_random,0.621586,72,3244
imagery_left_right_fist,riemann_ts_lr,72,512,6,trial_random,0.633948,72,3244
imagery_left_right_fist,riemann_ts_lr,72,2080,6,trial_random,0.632644,72,3244
imagery_left_right_fist,csp_lda,72,6,6,trial_random,0.53865,72,3244
imagery_left_right_fist,riemann_ts_lr,72,8,6,subject_disjoint,0.505282,72,3244
imagery_left_right_fist,riemann_ts_lr,72,32,6,subject_disjoint,0.525597,72,3244
imagery_left_right_fist,riemann_ts_lr,72,128,6,subject_disjoint,0.601385,72,3244
imagery_left_right_fist,riemann_ts_lr,72,512,6,subject_disjoint,0.599688,72,3244
imagery_left_right_fist,riemann_ts_lr,72,2080,6,subject_disjoint,0.585474,72,3244
imagery_left_right_fist,csp_lda,72,6,6,subject_disjoint,0.581989,72,3244
imagery_left_right_fist,riemann_ts_lr,72,8,7,trial_random,0.489705,72,3240
imagery_left_right_fist,riemann_ts_lr,72,32,7,trial_random,0.501968,72,3240
imagery_left_right_fist,riemann_ts_lr,72,128,7,trial_random,0.681162,72,3240
imagery_left_right_fist,riemann_ts_lr,72,512,7,trial_random,0.677102,72,3240
imagery_left_right_fist,riemann_ts_lr,72,2080,7,trial_random,0.665661,72,3240
imagery_left_right_fist,csp_lda,72,6,7,trial_random,0.570323,72,3240
imagery_left_right_fist,riemann_ts_lr,72,8,7,subject_disjoint,0.525709,72,3240
imagery_left_right_fist,riemann_ts_lr,72,32,7,subject_disjoint,0.534757,72,3240
imagery_left_right_fist,riemann_ts_lr,72,128,7,subject_disjoint,0.618883,72,3240
imagery_left_right_fist,riemann_ts_lr,72,512,7,subject_disjoint,0.625603,72,3240
imagery_left_right_fist,riemann_ts_lr,72,2080,7,subject_disjoint,0.605495,72,3240
imagery_left_right_fist,csp_lda,72,6,7,subject_disjoint,0.588345,72,3240
imagery_left_right_fist,riemann_ts_lr,72,8,8,trial_random,0.481793,72,3239
imagery_left_right_fist,riemann_ts_lr,72,32,8,trial_random,0.483182,72,3239
imagery_left_right_fist,riemann_ts_lr,72,128,8,trial_random,0.650068,72,3239
imagery_left_right_fist,riemann_ts_lr,72,512,8,trial_random,0.658921,72,3239
imagery_left_right_fist,riemann_ts_lr,72,2080,8,trial_random,0.650256,72,3239
imagery_left_right_fist,csp_lda,72,6,8,trial_random,0.525929,72,3239
imagery_left_right_fist,riemann_ts_lr,72,8,8,subject_disjoint,0.517918,72,3239
imagery_left_right_fist,riemann_ts_lr,72,32,8,subject_disjoint,0.530404,72,3239
imagery_left_right_fist,riemann_ts_lr,72,128,8,subject_disjoint,0.592431,72,3239
imagery_left_right_fist,riemann_ts_lr,72,512,8,subject_disjoint,0.60491,72,3239
imagery_left_right_fist,riemann_ts_lr,72,2080,8,subject_disjoint,0.589323,72,3239
imagery_left_right_fist,csp_lda,72,6,8,subject_disjoint,0.587129,72,3239
imagery_left_right_fist,riemann_ts_lr,72,8,9,trial_random,0.494827,72,3243
imagery_left_right_fist,riemann_ts_lr,72,32,9,trial_random,0.497367,72,3243
imagery_left_right_fist,riemann_ts_lr,72,128,9,trial_random,0.664605,72,3243
imagery_left_right_fist,riemann_ts_lr,72,512,9,trial_random,0.67457,72,3243
imagery_left_right_fist,riemann_ts_lr,72,2080,9,trial_random,0.646105,72,3243
imagery_left_right_fist,csp_lda,72,6,9,trial_random,0.564924,72,3243
imagery_left_right_fist,riemann_ts_lr,72,8,9,subject_disjoint,0.506186,72,3243
imagery_left_right_fist,riemann_ts_lr,72,32,9,subject_disjoint,0.5297,72,3243
imagery_left_right_fist,riemann_ts_lr,72,128,9,subject_disjoint,0.627591,72,3243
imagery_left_right_fist,riemann_ts_lr,72,512,9,subject_disjoint,0.618555,72,3243
imagery_left_right_fist,riemann_ts_lr,72,2080,9,subject_disjoint,0.605412,72,3243
imagery_left_right_fist,csp_lda,72,6,9,subject_disjoint,0.613378,72,3243
imagery_left_right_fist,riemann_ts_lr,109,8,0,trial_random,0.500532,109,4898
imagery_left_right_fist,riemann_ts_lr,109,32,0,trial_random,0.512855,109,4898
imagery_left_right_fist,riemann_ts_lr,109,128,0,trial_random,0.632716,109,4898
imagery_left_right_fist,riemann_ts_lr,109,512,0,trial_random,0.680062,109,4898
imagery_left_right_fist,riemann_ts_lr,109,2080,0,trial_random,0.648881,109,4898
imagery_left_right_fist,csp_lda,109,6,0,trial_random,0.535072,109,4898
imagery_left_right_fist,riemann_ts_lr,109,8,0,subject_disjoint,0.51823,109,4898
imagery_left_right_fist,riemann_ts_lr,109,32,0,subject_disjoint,0.533294,109,4898
imagery_left_right_fist,riemann_ts_lr,109,128,0,subject_disjoint,0.609644,109,4898
imagery_left_right_fist,riemann_ts_lr,109,512,0,subject_disjoint,0.613514,109,4898
imagery_left_right_fist,riemann_ts_lr,109,2080,0,subject_disjoint,0.593498,109,4898
imagery_left_right_fist,csp_lda,109,6,0,subject_disjoint,0.607526,109,4898
real_left_right_fist,riemann_ts_lr,9,8,0,trial_random,0.432099,9,405
real_left_right_fist,riemann_ts_lr,9,32,0,trial_random,0.639506,9,405
real_left_right_fist,riemann_ts_lr,9,128,0,trial_random,0.688889,9,405
real_left_right_fist,riemann_ts_lr,9,2080,0,trial_random,0.688889,9,405
real_left_right_fist,csp_lda,9,6,0,trial_random,0.525926,9,405
real_left_right_fist,riemann_ts_lr,9,8,0,subject_disjoint,0.491358,9,405
real_left_right_fist,riemann_ts_lr,9,32,0,subject_disjoint,0.558025,9,405
real_left_right_fist,riemann_ts_lr,9,128,0,subject_disjoint,0.587654,9,405
real_left_right_fist,riemann_ts_lr,9,2080,0,subject_disjoint,0.590123,9,405
real_left_right_fist,csp_lda,9,6,0,subject_disjoint,0.545679,9,405
real_left_right_fist,riemann_ts_lr,9,8,1,trial_random,0.451323,9,399
real_left_right_fist,riemann_ts_lr,9,32,1,trial_random,0.649383,9,399
real_left_right_fist,riemann_ts_lr,9,128,1,trial_random,0.708289,9,399
real_left_right_fist,riemann_ts_lr,9,2080,1,trial_random,0.734568,9,399
real_left_right_fist,csp_lda,9,6,1,trial_random,0.490829,9,399
real_left_right_fist,riemann_ts_lr,9,8,1,subject_disjoint,0.495591,9,399
real_left_right_fist,riemann_ts_lr,9,32,1,subject_disjoint,0.501058,9,399
real_left_right_fist,riemann_ts_lr,9,128,1,subject_disjoint,0.520106,9,399
real_left_right_fist,riemann_ts_lr,9,2080,1,subject_disjoint,0.554674,9,399
real_left_right_fist,csp_lda,9,6,1,subject_disjoint,0.481305,9,399
real_left_right_fist,riemann_ts_lr,9,8,2,trial_random,0.38254,9,393
real_left_right_fist,riemann_ts_lr,9,32,2,trial_random,0.658289,9,393
real_left_right_fist,riemann_ts_lr,9,128,2,trial_random,0.703175,9,393
real_left_right_fist,riemann_ts_lr,9,2080,2,trial_random,0.692593,9,393
real_left_right_fist,csp_lda,9,6,2,trial_random,0.473457,9,393
real_left_right_fist,riemann_ts_lr,9,8,2,subject_disjoint,0.506173,9,393
real_left_right_fist,riemann_ts_lr,9,32,2,subject_disjoint,0.582011,9,393
real_left_right_fist,riemann_ts_lr,9,128,2,subject_disjoint,0.552557,9,393
real_left_right_fist,riemann_ts_lr,9,2080,2,subject_disjoint,0.558554,9,393
real_left_right_fist,csp_lda,9,6,2,subject_disjoint,0.547002,9,393
real_left_right_fist,riemann_ts_lr,9,8,3,trial_random,0.416714,9,412
real_left_right_fist,riemann_ts_lr,9,32,3,trial_random,0.5283,9,412
real_left_right_fist,riemann_ts_lr,9,128,3,trial_random,0.640693,9,412
real_left_right_fist,riemann_ts_lr,9,2080,3,trial_random,0.639696,9,412
real_left_right_fist,csp_lda,9,6,3,trial_random,0.547056,9,412
real_left_right_fist,riemann_ts_lr,9,8,3,subject_disjoint,0.512346,9,412
real_left_right_fist,riemann_ts_lr,9,32,3,subject_disjoint,0.530437,9,412
real_left_right_fist,riemann_ts_lr,9,128,3,subject_disjoint,0.526496,9,412
real_left_right_fist,riemann_ts_lr,9,2080,3,subject_disjoint,0.539506,9,412
real_left_right_fist,csp_lda,9,6,3,subject_disjoint,0.507075,9,412
real_left_right_fist,riemann_ts_lr,9,8,4,trial_random,0.422575,9,402
real_left_right_fist,riemann_ts_lr,9,32,4,trial_random,0.626984,9,402
real_left_right_fist,riemann_ts_lr,9,128,4,trial_random,0.682187,9,402
real_left_right_fist,riemann_ts_lr,9,2080,4,trial_random,0.706349,9,402
real_left_right_fist,csp_lda,9,6,4,trial_random,0.46455,9,402
real_left_right_fist,riemann_ts_lr,9,8,4,subject_disjoint,0.529453,9,402
real_left_right_fist,riemann_ts_lr,9,32,4,subject_disjoint,0.554321,9,402
real_left_right_fist,riemann_ts_lr,9,128,4,subject_disjoint,0.582716,9,402
real_left_right_fist,riemann_ts_lr,9,2080,4,subject_disjoint,0.600353,9,402
real_left_right_fist,csp_lda,9,6,4,subject_disjoint,0.508113,9,402
real_left_right_fist,riemann_ts_lr,9,8,5,trial_random,0.417284,9,405
real_left_right_fist,riemann_ts_lr,9,32,5,trial_random,0.693827,9,405
real_left_right_fist,riemann_ts_lr,9,128,5,trial_random,0.750617,9,405
real_left_right_fist,riemann_ts_lr,9,2080,5,trial_random,0.758025,9,405
real_left_right_fist,csp_lda,9,6,5,trial_random,0.493827,9,405
real_left_right_fist,riemann_ts_lr,9,8,5,subject_disjoint,0.518519,9,405
real_left_right_fist,riemann_ts_lr,9,32,5,subject_disjoint,0.637037,9,405
real_left_right_fist,riemann_ts_lr,9,128,5,subject_disjoint,0.612346,9,405
real_left_right_fist,riemann_ts_lr,9,2080,5,subject_disjoint,0.617284,9,405
real_left_right_fist,csp_lda,9,6,5,subject_disjoint,0.511111,9,405
real_left_right_fist,riemann_ts_lr,9,8,6,trial_random,0.471958,9,402
real_left_right_fist,riemann_ts_lr,9,32,6,trial_random,0.653263,9,402
real_left_right_fist,riemann_ts_lr,9,128,6,trial_random,0.723104,9,402
real_left_right_fist,riemann_ts_lr,9,2080,6,trial_random,0.72575,9,402
real_left_right_fist,csp_lda,9,6,6,trial_random,0.49418,9,402
real_left_right_fist,riemann_ts_lr,9,8,6,subject_disjoint,0.490123,9,402
real_left_right_fist,riemann_ts_lr,9,32,6,subject_disjoint,0.646384,9,402
real_left_right_fist,riemann_ts_lr,9,128,6,subject_disjoint,0.638624,9,402
real_left_right_fist,riemann_ts_lr,9,2080,6,subject_disjoint,0.669489,9,402
real_left_right_fist,csp_lda,9,6,6,subject_disjoint,0.492593,9,402
real_left_right_fist,riemann_ts_lr,9,8,7,trial_random,0.462963,9,402
real_left_right_fist,riemann_ts_lr,9,32,7,trial_random,0.634744,9,402
real_left_right_fist,riemann_ts_lr,9,128,7,trial_random,0.687478,9,402
real_left_right_fist,riemann_ts_lr,9,2080,7,trial_random,0.719224,9,402
real_left_right_fist,csp_lda,9,6,7,trial_random,0.495414,9,402
real_left_right_fist,riemann_ts_lr,9,8,7,subject_disjoint,0.522222,9,402
real_left_right_fist,riemann_ts_lr,9,32,7,subject_disjoint,0.539506,9,402
real_left_right_fist,riemann_ts_lr,9,128,7,subject_disjoint,0.561728,9,402
real_left_right_fist,riemann_ts_lr,9,2080,7,subject_disjoint,0.564198,9,402
real_left_right_fist,csp_lda,9,6,7,subject_disjoint,0.509877,9,402
real_left_right_fist,riemann_ts_lr,9,8,8,trial_random,0.406349,9,402
real_left_right_fist,riemann_ts_lr,9,32,8,trial_random,0.535626,9,402
real_left_right_fist,riemann_ts_lr,9,128,8,trial_random,0.640564,9,402
real_left_right_fist,riemann_ts_lr,9,2080,8,trial_random,0.652734,9,402
real_left_right_fist,csp_lda,9,6,8,trial_random,0.542328,9,402
real_left_right_fist,riemann_ts_lr,9,8,8,subject_disjoint,0.5,9,402
real_left_right_fist,riemann_ts_lr,9,32,8,subject_disjoint,0.55679,9,402
real_left_right_fist,riemann_ts_lr,9,128,8,subject_disjoint,0.551852,9,402
real_left_right_fist,riemann_ts_lr,9,2080,8,subject_disjoint,0.576543,9,402
real_left_right_fist,csp_lda,9,6,8,subject_disjoint,0.523104,9,402
real_left_right_fist,riemann_ts_lr,9,8,9,trial_random,0.4,9,405
real_left_right_fist,riemann_ts_lr,9,32,9,trial_random,0.612346,9,405
real_left_right_fist,riemann_ts_lr,9,128,9,trial_random,0.696296,9,405
real_left_right_fist,riemann_ts_lr,9,2080,9,trial_random,0.701235,9,405
real_left_right_fist,csp_lda,9,6,9,trial_random,0.523457,9,405
real_left_right_fist,riemann_ts_lr,9,8,9,subject_disjoint,0.479012,9,405
real_left_right_fist,riemann_ts_lr,9,32,9,subject_disjoint,0.582716,9,405
real_left_right_fist,riemann_ts_lr,9,128,9,subject_disjoint,0.604938,9,405
real_left_right_fist,riemann_ts_lr,9,2080,9,subject_disjoint,0.597531,9,405
real_left_right_fist,csp_lda,9,6,9,subject_disjoint,0.523457,9,405
real_left_right_fist,riemann_ts_lr,18,8,0,trial_random,0.439789,18,813
real_left_right_fist,riemann_ts_lr,18,32,0,trial_random,0.504883,18,813
real_left_right_fist,riemann_ts_lr,18,128,0,trial_random,0.695433,18,813
real_left_right_fist,riemann_ts_lr,18,512,0,trial_random,0.683166,18,813
real_left_right_fist,riemann_ts_lr,18,2080,0,trial_random,0.688105,18,813
real_left_right_fist,csp_lda,18,6,0,trial_random,0.52342,18,813
real_left_right_fist,riemann_ts_lr,18,8,0,subject_disjoint,0.519526,18,813
real_left_right_fist,riemann_ts_lr,18,32,0,subject_disjoint,0.530108,18,813
real_left_right_fist,riemann_ts_lr,18,128,0,subject_disjoint,0.588248,18,813
real_left_right_fist,riemann_ts_lr,18,512,0,subject_disjoint,0.571656,18,813
real_left_right_fist,riemann_ts_lr,18,2080,0,subject_disjoint,0.559046,18,813
real_left_right_fist,csp_lda,18,6,0,subject_disjoint,0.534187,18,813
real_left_right_fist,riemann_ts_lr,18,8,1,trial_random,0.45638,18,826
real_left_right_fist,riemann_ts_lr,18,32,1,trial_random,0.544334,18,826
real_left_right_fist,riemann_ts_lr,18,128,1,trial_random,0.675426,18,826
real_left_right_fist,riemann_ts_lr,18,512,1,trial_random,0.69897,18,826
real_left_right_fist,riemann_ts_lr,18,2080,1,trial_random,0.700998,18,826
real_left_right_fist,csp_lda,18,6,1,trial_random,0.507511,18,826
real_left_right_fist,riemann_ts_lr,18,8,1,subject_disjoint,0.503314,18,826
real_left_right_fist,riemann_ts_lr,18,32,1,subject_disjoint,0.562443,18,826
real_left_right_fist,riemann_ts_lr,18,128,1,subject_disjoint,0.59056,18,826
real_left_right_fist,riemann_ts_lr,18,512,1,subject_disjoint,0.588406,18,826
real_left_right_fist,riemann_ts_lr,18,2080,1,subject_disjoint,0.590262,18,826
real_left_right_fist,csp_lda,18,6,1,subject_disjoint,0.510981,18,826
real_left_right_fist,riemann_ts_lr,18,8,2,trial_random,0.458164,18,819
real_left_right_fist,riemann_ts_lr,18,32,2,trial_random,0.5295,18,819
real_left_right_fist,riemann_ts_lr,18,128,2,trial_random,0.761371,18,819
real_left_right_fist,riemann_ts_lr,18,512,2,trial_random,0.769215,18,819
real_left_right_fist,riemann_ts_lr,18,2080,2,trial_random,0.767632,18,819
real_left_right_fist,csp_lda,18,6,2,trial_random,0.51804,18,819
real_left_right_fist,riemann_ts_lr,18,8,2,subject_disjoint,0.498538,18,819
real_left_right_fist,riemann_ts_lr,18,32,2,subject_disjoint,0.54108,18,819
real_left_right_fist,riemann_ts_lr,18,128,2,subject_disjoint,0.632869,18,819
real_left_right_fist,riemann_ts_lr,18,512,2,subject_disjoint,0.630855,18,819
real_left_right_fist,riemann_ts_lr,18,2080,2,subject_disjoint,0.623188,18,819
real_left_right_fist,csp_lda,18,6,2,subject_disjoint,0.581013,18,819
real_left_right_fist,riemann_ts_lr,18,8,3,trial_random,0.435097,18,795
real_left_right_fist,riemann_ts_lr,18,32,3,trial_random,0.50194,18,795
real_left_right_fist,riemann_ts_lr,18,128,3,trial_random,0.705379,18,795
real_left_right_fist,riemann_ts_lr,18,512,3,trial_random,0.744533,18,795
real_left_right_fist,riemann_ts_lr,18,2080,3,trial_random,0.743122,18,795
real_left_right_fist,csp_lda,18,6,3,trial_random,0.521693,18,795
real_left_right_fist,riemann_ts_lr,18,8,3,subject_disjoint,0.504056,18,795
real_left_right_fist,riemann_ts_lr,18,32,3,subject_disjoint,0.523192,18,795
real_left_right_fist,riemann_ts_lr,18,128,3,subject_disjoint,0.583598,18,795
real_left_right_fist,riemann_ts_lr,18,512,3,subject_disjoint,0.582363,18,795
real_left_right_fist,riemann_ts_lr,18,2080,3,subject_disjoint,0.579718,18,795
real_left_right_fist,csp_lda,18,6,3,subject_disjoint,0.541799,18,795
real_left_right_fist,riemann_ts_lr,18,8,4,trial_random,0.43157,18,801
real_left_right_fist,riemann_ts_lr,18,32,4,trial_random,0.525309,18,801
real_left_right_fist,riemann_ts_lr,18,128,4,trial_random,0.699118,18,801
real_left_right_fist,riemann_ts_lr,18,512,4,trial_random,0.718959,18,801
real_left_right_fist,riemann_ts_lr,18,2080,4,trial_random,0.70873,18,801
real_left_right_fist,csp_lda,18,6,4,trial_random,0.520723,18,801
real_left_right_fist,riemann_ts_lr,18,8,4,subject_disjoint,0.510494,18,801
real_left_right_fist,riemann_ts_lr,18,32,4,subject_disjoint,0.555115,18,801
real_left_right_fist,riemann_ts_lr,18,128,4,subject_disjoint,0.59806,18,801
real_left_right_fist,riemann_ts_lr,18,512,4,subject_disjoint,0.623633,18,801
real_left_right_fist,riemann_ts_lr,18,2080,4,subject_disjoint,0.624956,18,801
real_left_right_fist,csp_lda,18,6,4,subject_disjoint,0.518519,18,801
real_left_right_fist,riemann_ts_lr,18,8,5,trial_random,0.470635,18,795
real_left_right_fist,riemann_ts_lr,18,32,5,trial_random,0.513316,18,795
real_left_right_fist,riemann_ts_lr,18,128,5,trial_random,0.731658,18,795
real_left_right_fist,riemann_ts_lr,18,512,5,trial_random,0.734303,18,795
real_left_right_fist,riemann_ts_lr,18,2080,5,trial_random,0.736772,18,795
real_left_right_fist,csp_lda,18,6,5,trial_random,0.489771,18,795
real_left_right_fist,riemann_ts_lr,18,8,5,subject_disjoint,0.5194,18,795
real_left_right_fist,riemann_ts_lr,18,32,5,subject_disjoint,0.547266,18,795
real_left_right_fist,riemann_ts_lr,18,128,5,subject_disjoint,0.580423,18,795
real_left_right_fist,riemann_ts_lr,18,512,5,subject_disjoint,0.578924,18,795
real_left_right_fist,riemann_ts_lr,18,2080,5,subject_disjoint,0.580423,18,795
real_left_right_fist,csp_lda,18,6,5,subject_disjoint,0.54321,18,795
real_left_right_fist,riemann_ts_lr,18,8,6,trial_random,0.45485,18,783
real_left_right_fist,riemann_ts_lr,18,32,6,trial_random,0.549471,18,783
real_left_right_fist,riemann_ts_lr,18,128,6,trial_random,0.716314,18,783
real_left_right_fist,riemann_ts_lr,18,512,6,trial_random,0.725088,18,783
real_left_right_fist,riemann_ts_lr,18,2080,6,trial_random,0.727646,18,783
real_left_right_fist,csp_lda,18,6,6,trial_random,0.528219,18,783
real_left_right_fist,riemann_ts_lr,18,8,6,subject_disjoint,0.536332,18,783
real_left_right_fist,riemann_ts_lr,18,32,6,subject_disjoint,0.565256,18,783
real_left_right_fist,riemann_ts_lr,18,128,6,subject_disjoint,0.623369,18,783
real_left_right_fist,riemann_ts_lr,18,512,6,subject_disjoint,0.608113,18,783
real_left_right_fist,riemann_ts_lr,18,2080,6,subject_disjoint,0.613139,18,783
real_left_right_fist,csp_lda,18,6,6,subject_disjoint,0.554277,18,783
real_left_right_fist,riemann_ts_lr,18,8,7,trial_random,0.461699,18,826
real_left_right_fist,riemann_ts_lr,18,32,7,trial_random,0.507022,18,826
real_left_right_fist,riemann_ts_lr,18,128,7,trial_random,0.692931,18,826
real_left_right_fist,riemann_ts_lr,18,512,7,trial_random,0.703743,18,826
real_left_right_fist,riemann_ts_lr,18,2080,7,trial_random,0.707319,18,826
real_left_right_fist,csp_lda,18,6,7,trial_random,0.519091,18,826
real_left_right_fist,riemann_ts_lr,18,8,7,subject_disjoint,0.51319,18,826
real_left_right_fist,riemann_ts_lr,18,32,7,subject_disjoint,0.538863,18,826
real_left_right_fist,riemann_ts_lr,18,128,7,subject_disjoint,0.600301,18,826
