dataset,task,model,protocol,seed,fold,n_train,n_test,train_acc,test_acc
eegbci,imagery_left_right_fist,riemann_ts_lr,within_subject,20260916,within_s18_h1,30,15,1,0.466667
eegbci,imagery_left_right_fist,csp_lda,within_subject,20260916,within_s18_h2,30,15,1,0.6
eegbci,imagery_left_right_fist,riemann_ts_lr,within_subject,20260916,within_s18_h2,30,15,1,0.266667
eegbci,imagery_left_right_fist,csp_lda,within_subject,20260916,within_s19_h0,30,15,1,0.533333
eegbci,imagery_left_right_fist,riemann_ts_lr,within_subject,20260916,within_s19_h0,30,15,1,0.466667
eegbci,imagery_left_right_fist,csp_lda,within_subject,20260916,within_s19_h1,30,15,0.933333,0.4
eegbci,imagery_left_right_fist,riemann_ts_lr,within_subject,20260916,within_s19_h1,30,15,1,0.4
eegbci,imagery_left_right_fist,csp_lda,within_subject,20260916,within_s19_h2,30,15,1,0.4
eegbci,imagery_left_right_fist,riemann_ts_lr,within_subject,20260916,within_s19_h2,30,15,1,0.533333
eegbci,imagery_left_right_fist,csp_lda,within_subject,20260916,within_s20_h0,30,15,1,0.8
eegbci,imagery_left_right_fist,riemann_ts_lr,within_subject,20260916,within_s20_h0,30,15,1,0.8
eegbci,imagery_left_right_fist,csp_lda,within_subject,20260916,within_s20_h1,30,15,1,0.466667
eegbci,imagery_left_right_fist,riemann_ts_lr,within_subject,20260916,within_s20_h1,30,15,1,0.6
eegbci,imagery_left_right_fist,csp_lda,within_subject,20260916,within_s20_h2,30,15,0.966667,0.533333
eegbci,imagery_left_right_fist,riemann_ts_lr,within_subject,20260916,within_s20_h2,30,15,1,0.533333
eegbci,imagery_left_right_fist,csp_lda,within_subject,20260916,within_s21_h0,30,15,1,0.4
eegbci,imagery_left_right_fist,riemann_ts_lr,within_subject,20260916,within_s21_h0,30,15,1,0.4
eegbci,imagery_left_right_fist,csp_lda,within_subject,20260916,within_s21_h1,30,15,1,0.666667
eegbci,imagery_left_right_fist,riemann_ts_lr,within_subject,20260916,within_s21_h1,30,15,1,0.466667
eegbci,imagery_left_right_fist,csp_lda,within_subject,20260916,within_s21_h2,30,15,1,0.533333
eegbci,imagery_left_right_fist,riemann_ts_lr,within_subject,20260916,within_s21_h2,30,15,1,0.533333
eegbci,imagery_left_right_fist,csp_lda,within_subject,20260916,within_s22_h0,30,15,1,0.866667
eegbci,imagery_left_right_fist,riemann_ts_lr,within_subject,20260916,within_s22_h0,30,15,1,0.733333
eegbci,imagery_left_right_fist,csp_lda,within_subject,20260916,within_s22_h1,30,15,1,0.866667
eegbci,imagery_left_right_fist,riemann_ts_lr,within_subject,20260916,within_s22_h1,30,15,1,0.933333
eegbci,imagery_left_right_fist,csp_lda,within_subject,20260916,within_s22_h2,30,15,1,0.933333
eegbci,imagery_left_right_fist,riemann_ts_lr,within_subject,20260916,within_s22_h2,30,15,1,0.8
eegbci,imagery_left_right_fist,csp_lda,within_subject,20260916,within_s23_h0,30,15,0.866667,0.6
eegbci,imagery_left_right_fist,riemann_ts_lr,within_subject,20260916,within_s23_h0,30,15,1,0.666667
eegbci,imagery_left_right_fist,csp_lda,within_subject,20260916,within_s23_h1,30,15,0.9,0.466667
eegbci,imagery_left_right_fist,riemann_ts_lr,within_subject,20260916,within_s23_h1,30,15,1,0.533333
eegbci,imagery_left_right_fist,csp_lda,within_subject,20260916,within_s23_h2,30,15,0.866667,0.533333
