dataset,task,model,protocol,seed,fold,n_train,n_test,train_acc,test_acc
eegbci,imagery_left_right_fist,csp_lda,within_subject,20260916,within_s78_h0,30,15,0.9,0.6
eegbci,imagery_left_right_fist,riemann_ts_lr,within_subject,20260916,within_s78_h0,30,15,1,0.6
eegbci,imagery_left_right_fist,csp_lda,within_subject,20260916,within_s78_h1,30,15,0.8,0.333333
eegbci,imagery_left_right_fist,riemann_ts_lr,within_subject,20260916,within_s78_h1,30,15,1,0.6
eegbci,imagery_left_right_fist,csp_lda,within_subject,20260916,within_s78_h2,30,15,0.833333,0.266667
eegbci,imagery_left_right_fist,riemann_ts_lr,within_subject,20260916,within_s78_h2,30,15,1,0.666667
eegbci,imagery_left_right_fist,csp_lda,within_subject,20260916,within_s79_h0,30,15,0.933333,0.466667
eegbci,imagery_left_right_fist,riemann_ts_lr,within_subject,20260916,within_s79_h0,30,15,1,0.466667
eegbci,imagery_left_right_fist,csp_lda,within_subject,20260916,within_s79_h1,30,15,0.866667,0.533333
eegbci,imagery_left_right_fist,riemann_ts_lr,within_subject,20260916,within_s79_h1,30,15,1,0.466667
eegbci,imagery_left_right_fist,csp_lda,within_subject,20260916,within_s79_h2,30,15,0.866667,0.533333
eegbci,imagery_left_right_fist,riemann_ts_lr,within_subject,20260916,within_s79_h2,30,15,1,0.533333
eegbci,imagery_left_right_fist,csp_lda,within_subject,20260916,within_s80_h0,30,15,1,0.533333
eegbci,imagery_left_right_fist,riemann_ts_lr,within_subject,20260916,within_s80_h0,30,15,1,0.6
eegbci,imagery_left_right_fist,csp_lda,within_subject,20260916,within_s80_h1,30,15,1,0.666667
eegbci,imagery_left_right_fist,riemann_ts_lr,within_subject,20260916,within_s80_h1,30,15,1,0.8
eegbci,imagery_left_right_fist,csp_lda,within_subject,20260916,within_s80_h2,30,15,0.966667,0.466667
eegbci,imagery_left_right_fist,riemann_ts_lr,within_subject,20260916,within_s80_h2,30,15,1,0.466667
eegbci,imagery_left_right_fist,csp_lda,within_subject,20260916,within_s81_h0,30,15,1,0.6
eegbci,imagery_left_right_fist,riemann_ts_lr,within_subject,20260916,within_s81_h0,30,15,1,0.8
eegbci,imagery_left_right_fist,csp_lda,within_subject,20260916,within_s81_h1,30,15,1,0.8
eegbci,imagery_left_right_fist,riemann_ts_lr,within_subject,20260916,within_s81_h1,30,15,1,0.666667
eegbci,imagery_left_right_fist,csp_lda,within_subject,20260916,within_s81_h2,30,15,1,0.666667
eegbci,imagery_left_right_fist,riemann_ts_lr,within_subject,20260916,within_s81_h2,30,15,1,0.733333
eegbci,imagery_left_right_fist,csp_lda,within_subject,20260916,within_s82_h0,30,15,0.866667,0.466667
eegbci,imagery_left_right_fist,riemann_ts_lr,within_subject,20260916,within_s82_h0,30,15,1,0.6
eegbci,imagery_left_right_fist,csp_lda,within_subject,20260916,within_s82_h1,30,15,0.933333,0.533333
eegbci,imagery_left_right_fist,riemann_ts_lr,within_subject,20260916,within_s82_h1,30,15,1,0.666667
eegbci,imagery_left_right_fist,csp_lda,within_subject,20260916,within_s82_h2,30,15,0.833333,0.533333
eegbci,imagery_left_right_fist,riemann_ts_lr,within_subject,20260916,within_s82_h2,30,15,1,0.733333
eegbci,imagery_left_right_fist,csp_lda,within_subject,20260916,within_s83_h0,30,15,0.966667,0.8
eegbci,imagery_left_right_fist,riemann_ts_lr,within_subject,20260916,within_s83_h0,30,15,1,0.6
eegbci,imagery_left_right_fist,csp_lda,within_subject,20260916,within_s83_h1,30,15,0.966667,0.666667
eegbci,imagery_left_right_fist,riemann_ts_lr,within_subject,20260916,within_s83_h1,30,15,1,0.666667
eegbci,imagery_left_right_fist,csp_lda,within_subject,20260916,within_s83_h2,30,15,1,0.666667
eegbci,imagery_left_right_fist,riemann_ts_lr,within_subject,20260916,within_s83_h2,30,15,1,0.533333
eegbci,imagery_left_right_fist,csp_lda,within_subject,20260916,within_s84_h0,30,15,1,0.4
eegbci,imagery_left_right_fist,riemann_ts_lr,within_subject,20260916,within_s84_h0,30,15,1,0.666667
eegbci,imagery_left_right_fist,csp_lda,within_subject,20260916,within_s84_h1,30,15,0.966667,0.6
eegbci,imagery_left_right_fist,riemann_ts_lr,within_subject,20260916,within_s84_h1,30,15,1,0.6
eegbci,imagery_left_right_fist,csp_lda,within_subject,20260916,within_s84_h2,30,15,1,0.533333
eegbci,imagery_left_right_fist,riemann_ts_lr,within_subject,20260916,within_s84_h2,30,15,1,0.466667
eegbci,imagery_left_right_fist,csp_lda,within_subject,20260916,within_s85_h0,30,15,1,0.933333
eegbci,imagery_left_right_fist,riemann_ts_lr,within_subject,20260916,within_s85_h0,30,15,1,1
eegbci,imagery_left_right_fist,csp_lda,within_subject,20260916,within_s85_h1,30,15,1,0.933333
eegbci,imagery_left_right_fist,riemann_ts_lr,within_subject,20260916,within_s85_h1,30,15,1,0.933333
eegbci,imagery_left_right_fist,csp_lda,within_subject,20260916,within_s85_h2,30,15,1,0.8
eegbci,imagery_left_right_fist,riemann_ts_lr,within_subject,20260916,within_s85_h2,30,15,1,0.933333
eegbci,imagery_left_right_fist,csp_lda,within_subject,20260916,within_s86_h0,30,15,1,0.466667
eegbci,imagery_left_right_fist,riemann_ts_lr,within_subject,20260916,within_s86_h0,30,15,1,0.6
eegbci,imagery_left_right_fist,csp_lda,within_subject,20260916,within_s86_h1,30,15,0.766667,0.466667
eegbci,imagery_left_right_fist,riemann_ts_lr,within_subject,20260916,within_s86_h1,30,15,1,0.6
eegbci,imagery_left_right_fist,csp_lda,within_subject,20260916,within_s86_h2,30,15,0.8,0.533333
eegbci,imagery_left_right_fist,riemann_ts_lr,within_subject,20260916,within_s86_h2,30,15,1,0.666667
eegbci,imagery_left_right_fist,csp_lda,within_subject,20260916,within_s87_h0,30,15,0.9,0.6
eegbci,imagery_left_right_fist,riemann_ts_lr,within_subject,20260916,within_s87_h0,30,15,1,0.666667
eegbci,imagery_left_right_fist,csp_lda,within_subject,20260916,within_s87_h1,30,15,0.933333,0.333333
eegbci,imagery_left_right_fist,riemann_ts_lr,within_subject,20260916,within_s87_h1,30,15,1,0.333333
eegbci,imagery_left_right_fist,csp_lda,within_subject,20260916,within_s87_h2,30,15,1,0.6
eegbci,imagery_left_right_fist,riemann_ts_lr,within_subject,20260916,within_s87_h2,30,15,1,0.466667
eegbci,imagery_left_right_fist,csp_lda,within_subject,20260916,within_s88_h0,38,19,0.763158,0.526316
eegbci,imagery_left_right_fist,riemann_ts_lr,within_subject,20260916,within_s88_h0,38,19,1,0.526316
eegbci,imagery_left_right_fist,csp_lda,within_subject,20260916,within_s88_h1,38,19,0.973684,0.473684
eegbci,imagery_left_right_fist,riemann_ts_lr,within_subject,20260916,within_s88_h1,38,19,1,0.473684
eegbci,imagery_left_right_fist,csp_lda,within_subject,20260916,within_s88_h2,38,19,0.763158,0.526316
eegbci,imagery_left_right_fist,riemann_ts_lr,within_subject,20260916,within_s88_h2,38,19,1,0.421053
eegbci,imagery_left_right_fist,csp_lda,within_subject,20260916,within_s89_h0,30,15,1,0.533333
eegbci,imagery_left_right_fist,riemann_ts_lr,within_subject,20260916,within_s89_h0,30,15,1,0.533333
eegbci,imagery_left_right_fist,csp_lda,within_subject,20260916,within_s89_h1,30,15,1,0.733333
eegbci,imagery_left_right_fist,riemann_ts_lr,within_subject,20260916,within_s89_h1,30,15,1,0.666667
eegbci,imagery_left_right_fist,csp_lda,within_subject,20260916,within_s89_h2,30,15,1,0.466667
eegbci,imagery_left_right_fist,riemann_ts_lr,within_subject,20260916,within_s89_h2,30,15,1,0.8
eegbci,imagery_left_right_fist,csp_lda,within_subject,20260916,within_s90_h0,30,15,1,0.866667
eegbci,imagery_left_right_fist,riemann_ts_lr,within_subject,20260916,within_s90_h0,30,15,1,0.933333
eegbci,imagery_left_right_fist,csp_lda,within_subject,20260916,within_s90_h1,30,15,1,0.8
eegbci,imagery_left_right_fist,riemann_ts_lr,within_subject,20260916,within_s90_h1,30,15,1,0.533333
eegbci,imagery_left_right_fist,csp_lda,within_subject,20260916,within_s90_h2,30,15,1,0.733333
eegbci,imagery_left_right_fist,riemann_ts_lr,within_subject,20260916,within_s90_h2,30,15,1,0.8
eegbci,imagery_left_right_fist,csp_lda,within_subject,20260916,within_s91_h0,30,15,0.966667,0.6
eegbci,imagery_left_right_fist,riemann_ts_lr,within_subject,20260916,within_s91_h0,30,15,1,0.666667
eegbci,imagery_left_right_fist,csp_lda,within_subject,20260916,within_s91_h1,30,15,0.966667,0.6
eegbci,imagery_left_right_fist,riemann_ts_lr,within_subject,20260916,within_s91_h1,30,15,1,0.666667
eegbci,imagery_left_right_fist,csp_lda,within_subject,20260916,within_s91_h2,30,15,0.866667,0.533333
eegbci,imagery_left_right_fist,riemann_ts_lr,within_subject,20260916,within_s91_h2,30,15,1,0.8
eegbci,imagery_left_right_fist,csp_lda,within_subject,20260916,within_s92_h0,38,19,0.868421,0.526316
eegbci,imagery_left_right_fist,riemann_ts_lr,within_subject,20260916,within_s92_h0,38,19,1,0.578947
eegbci,imagery_left_right_fist,csp_lda,within_subject,20260916,within_s92_h1,38,19,0.947368,0.578947
eegbci,imagery_left_right_fist,riemann_ts_lr,within_subject,20260916,within_s92_h1,38,19,1,0.684211
eegbci,imagery_left_right_fist,csp_lda,within_subject,20260916,within_s92_h2,38,19,0.868421,0.473684
eegbci,imagery_left_right_fist,riemann_ts_lr,within_subject,20260916,within_s92_h2,38,19,1,0.578947
eegbci,imagery_left_right_fist,csp_lda,within_subject,20260916,within_s93_h0,30,15,1,0.6
eegbci,imagery_left_right_fist,riemann_ts_lr,within_subject,20260916,within_s93_h0,30,15,1,0.866667
eegbci,imagery_left_right_fist,csp_lda,within_subject,20260916,within_s93_h1,30,15,0.966667,0.8
eegbci,imagery_left_right_fist,riemann_ts_lr,within_subject,20260916,within_s93_h1,30,15,1,0.866667
eegbci,imagery_left_right_fist,csp_lda,within_subject,20260916,within_s93_h2,30,15,0.966667,0.733333
eegbci,imagery_left_right_fist,riemann_ts_lr,within_subject,20260916,within_s93_h2,30,15,1,0.8
eegbci,imagery_left_right_fist,csp_lda,within_subject,20260916,within_s94_h0,30,15,0.933333,0.6
eegbci,imagery_left_right_fist,riemann_ts_lr,within_subject,20260916,within_s94_h0,30,15,1,0.933333
eegbci,imagery_left_right_fist,csp_lda,within_subject,20260916,within_s94_h1,30,15,1,1
eegbci,imagery_left_right_fist,riemann_ts_lr,within_subject,20260916,within_s94_h1,30,15,1,1
eegbci,imagery_left_right_fist,csp_lda,within_subject,20260916,within_s94_h2,30,15,0.866667,0.466667
eegbci,imagery_left_right_fist,riemann_ts_lr,within_subject,20260916,within_s94_h2,30,15,1,0.866667
eegbci,imagery_left_right_fist,csp_lda,within_subject,20260916,within_s95_h0,30,15,0.833333,0.533333
eegbci,imagery_left_right_fist,riemann_ts_lr,within_subject,20260916,within_s95_h0,30,15,1,0.533333
eegbci,imagery_left_right_fist,csp_lda,within_subject,20260916,within_s95_h1,30,15,0.966667,0.733333
eegbci,imagery_left_right_fist,riemann_ts_lr,within_subject,20260916,within_s95_h1,30,15,1,0.666667
eegbci,imagery_left_right_fist,csp_lda,within_subject,20260916,within_s95_h2,30,15,0.833333,0.6
eegbci,imagery_left_right_fist,riemann_ts_lr,within_subject,20260916,within_s95_h2,30,15,1,0.733333
eegbci,imagery_left_right_fist,csp_lda,within_subject,20260916,within_s96_h0,30,15,0.8,0.4
eegbci,imagery_left_right_fist,riemann_ts_lr,within_subject,20260916,within_s96_h0,30,15,1,0.533333
eegbci,imagery_left_right_fist,csp_lda,within_subject,20260916,within_s96_h1,30,15,0.8,0.533333
eegbci,imagery_left_right_fist,riemann_ts_lr,within_subject,20260916,within_s96_h1,30,15,1,0.666667
eegbci,imagery_left_right_fist,csp_lda,within_subject,20260916,within_s96_h2,30,15,0.9,0.533333
eegbci,imagery_left_right_fist,riemann_ts_lr,within_subject,20260916,within_s96_h2,30,15,1,0.533333
eegbci,imagery_left_right_fist,csp_lda,within_subject,20260916,within_s97_h0,30,15,1,0.2
eegbci,imagery_left_right_fist,riemann_ts_lr,within_subject,20260916,within_s97_h0,30,15,1,0.533333
eegbci,imagery_left_right_fist,csp_lda,within_subject,20260916,within_s97_h1,30,15,1,0.666667
eegbci,imagery_left_right_fist,riemann_ts_lr,within_subject,20260916,within_s97_h1,30,15,1,0.666667
eegbci,imagery_left_right_fist,csp_lda,within_subject,20260916,within_s97_h2,30,15,1,0.533333
eegbci,imagery_left_right_fist,riemann_ts_lr,within_subject,20260916,within_s97_h2,30,15,1,0.733333
eegbci,imagery_left_right_fist,csp_lda,within_subject,20260916,within_s98_h0,30,15,0.9,0.466667
eegbci,imagery_left_right_fist,riemann_ts_lr,within_subject,20260916,within_s98_h0,30,15,1,0.666667
eegbci,imagery_left_right_fist,csp_lda,within_subject,20260916,within_s98_h1,30,15,0.933333,0.8
eegbci,imagery_left_right_fist,riemann_ts_lr,within_subject,20260916,within_s98_h1,30,15,1,0.533333
eegbci,imagery_left_right_fist,csp_lda,within_subject,20260916,within_s98_h2,30,15,0.933333,0.533333
eegbci,imagery_left_right_fist,riemann_ts_lr,within_subject,20260916,within_s98_h2,30,15,1,0.533333
eegbci,imagery_left_right_fist,csp_lda,within_subject,20260916,within_s99_h0,30,15,1,0.466667
eegbci,imagery_left_right_fist,riemann_ts_lr,within_subject,20260916,within_s99_h0,30,15,1,0.6
eegbci,imagery_left_right_fist,csp_lda,within_subject,20260916,within_s99_h1,30,15,0.866667,0.466667
eegbci,imagery_left_right_fist,riemann_ts_lr,within_subject,20260916,within_s99_h1,30,15,1,0.466667
eegbci,imagery_left_right_fist,csp_lda,within_subject,20260916,within_s99_h2,30,15,0.966667,0.6
eegbci,imagery_left_right_fist,riemann_ts_lr,within_subject,20260916,within_s99_h2,30,15,1,0.733333
eegbci,imagery_left_right_fist,csp_lda,within_subject,20260916,within_s100_h0,24,12,1,0.583333
eegbci,imagery_left_right_fist,riemann_ts_lr,within_subject,20260916,within_s100_h0,24,12,1,0.5
eegbci,imagery_left_right_fist,csp_lda,within_subject,20260916,within_s100_h1,24,12,1,0.333333
eegbci,imagery_left_right_fist,riemann_ts_lr,within_subject,20260916,within_s100_h1,24,12,1,0.5
eegbci,imagery_left_right_fist,csp_lda,within_subject,20260916,within_s100_h2,24,12,1,0.416667
eegbci,imagery_left_right_fist,riemann_ts_lr,within_subject,20260916,within_s100_h2,24,12,1,0.666667
eegbci,imagery_left_right_fist,csp_lda,within_subject,20260916,within_s101_h0,30,15,1,0.266667
eegbci,imagery_left_right_fist,riemann_ts_lr,within_subject,20260916,within_s101_h0,30,15,1,0.6
eegbci,imagery_left_right_fist,csp_lda,within_subject,20260916,within_s101_h1,30,15,1,0.6
eegbci,imagery_left_right_fist,riemann_ts_lr,within_subject,20260916,within_s101_h1,30,15,1,0.333333
eegbci,imagery_left_right_fist,csp_lda,within_subject,20260916,within_s101_h2,30,15,1,0.333333
eegbci,imagery_left_right_fist,riemann_ts_lr,within_subject,20260916,within_s101_h2,30,15,1,0.333333
eegbci,imagery_left_right_fist,csp_lda,within_subject,20260916,within_s102_h0,28,14,1,0.642857
eegbci,imagery_left_right_fist,riemann_ts_lr,within_subject,20260916,within_s102_h0,28,14,1,0.785714
eegbci,imagery_left_right_fist,csp_lda,within_subject,20260916,within_s102_h1,28,14,1,0.642857
eegbci,imagery_left_right_fist,riemann_ts_lr,within_subject,20260916,within_s102_h1,28,14,1,0.714286
eegbci,imagery_left_right_fist,csp_lda,within_subject,20260916,within_s102_h2,28,14,1,0.857143
eegbci,imagery_left_right_fist,riemann_ts_lr,within_subject,20260916,within_s102_h2,28,14,1,0.785714
eegbci,imagery_left_right_fist,csp_lda,within_subject,20260916,within_s103_h0,30,15,0.966667,0.533333
eegbci,imagery_left_right_fist,riemann_ts_lr,within_subject,20260916,within_s103_h0,30,15,1,0.8
eegbci,imagery_left_right_fist,csp_lda,within_subject,20260916,within_s103_h1,30,15,1,0.666667
eegbci,imagery_left_right_fist,riemann_ts_lr,within_subject,20260916,within_s103_h1,30,15,1,0.6
eegbci,imagery_left_right_fist,csp_lda,within_subject,20260916,within_s103_h2,30,15,0.9,0.466667
eegbci,imagery_left_right_fist,riemann_ts_lr,within_subject,20260916,within_s103_h2,30,15,1,0.666667
eegbci,imagery_left_right_fist,csp_lda,within_subject,20260916,within_s104_h0,27,15,1,0.8
eegbci,imagery_left_right_fist,riemann_ts_lr,within_subject,20260916,within_s104_h0,27,15,1,0.533333
eegbci,imagery_left_right_fist,csp_lda,within_subject,20260916,within_s104_h1,30,12,1,0.583333
eegbci,imagery_left_right_fist,riemann_ts_lr,within_subject,20260916,within_s104_h1,30,12,1,0.666667
eegbci,imagery_left_right_fist,csp_lda,within_subject,20260916,within_s104_h2,27,15,1,0.6
eegbci,imagery_left_right_fist,riemann_ts_lr,within_subject,20260916,within_s104_h2,27,15,1,0.666667
eegbci,imagery_left_right_fist,csp_lda,within_subject,20260916,within_s105_h0,30,15,1,0.4
eegbci,imagery_left_right_fist,riemann_ts_lr,within_subject,20260916,within_s105_h0,30,15,1,0.666667
eegbci,imagery_left_right_fist,csp_lda,within_subject,20260916,within_s105_h1,30,15,1,0.8
eegbci,imagery_left_right_fist,riemann_ts_lr,within_subject,20260916,within_s105_h1,30,15,1,0.8
eegbci,imagery_left_right_fist,csp_lda,within_subject,20260916,within_s105_h2,30,15,0.966667,0.4
eegbci,imagery_left_right_fist,riemann_ts_lr,within_subject,20260916,within_s105_h2,30,15,1,0.6
eegbci,imagery_left_right_fist,csp_lda,within_subject,20260916,within_s106_h0,30,15,1,0.4
eegbci,imagery_left_right_fist,riemann_ts_lr,within_subject,20260916,within_s106_h0,30,15,1,0.533333
eegbci,imagery_left_right_fist,csp_lda,within_subject,20260916,within_s106_h1,30,15,1,0.666667
eegbci,imagery_left_right_fist,riemann_ts_lr,within_subject,20260916,within_s106_h1,30,15,1,0.666667
eegbci,imagery_left_right_fist,csp_lda,within_subject,20260916,within_s106_h2,30,15,0.933333,0.6
eegbci,imagery_left_right_fist,riemann_ts_lr,within_subject,20260916,within_s106_h2,30,15,1,0.533333
eegbci,imagery_left_right_fist,csp_lda,within_subject,20260916,within_s107_h0,30,15,0.933333,0.6
eegbci,imagery_left_right_fist,riemann_ts_lr,within_subject,20260916,within_s107_h0,30,15,1,0.666667
eegbci,imagery_left_right_fist,csp_lda,within_subject,20260916,within_s107_h1,30,15,0.966667,0.666667
eegbci,imagery_left_right_fist,riemann_ts_lr,within_subject,20260916,within_s107_h1,30,15,1,0.666667
eegbci,imagery_left_right_fist,csp_lda,within_subject,20260916,within_s107_h2,30,15,0.833333,0.6
eegbci,imagery_left_right_fist,riemann_ts_lr,within_subject,20260916,within_s107_h2,30,15,1,0.6
eegbci,imagery_left_right_fist,csp_lda,within_subject,20260916,within_s108_h0,30,15,1,0.733333
eegbci,imagery_left_right_fist,riemann_ts_lr,within_subject,20260916,within_s108_h0,30,15,1,0.933333
eegbci,imagery_left_right_fist,csp_lda,within_subject,20260916,within_s108_h1,30,15,0.9,0.733333
eegbci,imagery_left_right_fist,riemann_ts_lr,within_subject,20260916,within_s108_h1,30,15,1,0.733333
eegbci,imagery_left_right_fist,csp_lda,within_subject,20260916,within_s108_h2,30,15,1,0.666667
eegbci,imagery_left_right_fist,riemann_ts_lr,within_subject,20260916,within_s108_h2,30,15,1,0.533333
eegbci,imagery_left_right_fist,csp_lda,within_subject,20260916,within_s109_h0,30,15,1,0.4
eegbci,imagery_left_right_fist,riemann_ts_lr,within_subject,20260916,within_s109_h0,30,15,1,0.666667
eegbci,imagery_left_right_fist,csp_lda,within_subject,20260916,within_s109_h1,30,15,1,0.6
eegbci,imagery_left_right_fist,riemann_ts_lr,within_subject,20260916,within_s109_h1,30,15,1,0.533333
eegbci,imagery_left_right_fist,csp_lda,within_subject,20260916,within_s109_h2,30,15,1,0.266667
eegbci,imagery_left_right_fist,riemann_ts_lr,within_subject,20260916,within_s109_h2,30,15,1,0.466667
eegbci,real_left_right_fist,csp_lda,trial_random,20260916,trial0,3264,1633,0.583027,0.543784
eegbci,real_left_right_fist,riemann_ts_lr,trial_random,20260916,trial0,3264,1633,0.974571,0.695652
eegbci,real_left_right_fist,csp_lda,trial_random,20260916,trial1,3265,1632,0.564165,0.567402
eegbci,real_left_right_fist,riemann_ts_lr,trial_random,20260916,trial1,3265,1632,0.975191,0.70098
eegbci,real_left_right_fist,csp_lda,trial_random,20260916,trial2,3265,1632,0.58683,0.547181
eegbci,real_left_right_fist,riemann_ts_lr,trial_random,20260916,trial2,3265,1632,0.973354,0.698529
eegbci,real_left_right_fist,csp_lda,trial_random,20260917,trial0,3264,1633,0.599265,0.554807
eegbci,real_left_right_fist,riemann_ts_lr,trial_random,20260917,trial0,3264,1633,0.969056,0.719535
eegbci,real_left_right_fist,csp_lda,trial_random,20260917,trial1,3265,1632,0.556508,0.536152
eegbci,real_left_right_fist,riemann_ts_lr,trial_random,20260917,trial1,3265,1632,0.973354,0.709559
eegbci,real_left_right_fist,csp_lda,trial_random,20260917,trial2,3265,1632,0.563247,0.551471
eegbci,real_left_right_fist,riemann_ts_lr,trial_random,20260917,trial2,3265,1632,0.968147,0.721201
eegbci,real_left_right_fist,csp_lda,trial_random,20260918,trial0,3264,1633,0.592831,0.583588
eegbci,real_left_right_fist,riemann_ts_lr,trial_random,20260918,trial0,3264,1633,0.970282,0.715248
eegbci,real_left_right_fist,csp_lda,trial_random,20260918,trial1,3265,1632,0.562328,0.528799
eegbci,real_left_right_fist,riemann_ts_lr,trial_random,20260918,trial1,3265,1632,0.969372,0.710784
eegbci,real_left_right_fist,csp_lda,trial_random,20260918,trial2,3265,1632,0.588361,0.560049
eegbci,real_left_right_fist,riemann_ts_lr,trial_random,20260918,trial2,3265,1632,0.96876,0.719975
eegbci,real_left_right_fist,csp_lda,trial_random,20260919,trial0,3264,1633,0.579044,0.556032
eegbci,real_left_right_fist,riemann_ts_lr,trial_random,20260919,trial0,3264,1633,0.97212,0.714636
eegbci,real_left_right_fist,csp_lda,trial_random,20260919,trial1,3265,1632,0.581011,0.559436
eegbci,real_left_right_fist,riemann_ts_lr,trial_random,20260919,trial1,3265,1632,0.974273,0.716299
eegbci,real_left_right_fist,csp_lda,trial_random,20260919,trial2,3265,1632,0.556202,0.563113
eegbci,real_left_right_fist,riemann_ts_lr,trial_random,20260919,trial2,3265,1632,0.975191,0.730392
eegbci,real_left_right_fist,csp_lda,trial_random,20260920,trial0,3264,1633,0.620098,0.603184
eegbci,real_left_right_fist,riemann_ts_lr,trial_random,20260920,trial0,3264,1633,0.96875,0.711574
eegbci,real_left_right_fist,csp_lda,trial_random,20260920,trial1,3265,1632,0.568453,0.544118
eegbci,real_left_right_fist,riemann_ts_lr,trial_random,20260920,trial1,3265,1632,0.973354,0.697917
eegbci,real_left_right_fist,csp_lda,trial_random,20260920,trial2,3265,1632,0.564778,0.52451
eegbci,real_left_right_fist,riemann_ts_lr,trial_random,20260920,trial2,3265,1632,0.969985,0.73223
eegbci,real_left_right_fist,csp_lda,run_disjoint,20260916,run0,3260,1637,0.589571,0.574832
eegbci,real_left_right_fist,riemann_ts_lr,run_disjoint,20260916,run0,3260,1637,0.969325,0.69212
eegbci,real_left_right_fist,csp_lda,run_disjoint,20260916,run1,3267,1630,0.602388,0.591411
eegbci,real_left_right_fist,riemann_ts_lr,run_disjoint,20260916,run1,3267,1630,0.973064,0.714724
eegbci,real_left_right_fist,csp_lda,run_disjoint,20260916,run2,3267,1630,0.606367,0.604294
eegbci,real_left_right_fist,riemann_ts_lr,run_disjoint,20260916,run2,3267,1630,0.969391,0.723926
eegbci,real_left_right_fist,csp_lda,subject_disjoint,20260916,subj0,3240,1657,0.60216,0.567894
eegbci,real_left_right_fist,riemann_ts_lr,subject_disjoint,20260916,subj0,3240,1657,0.975309,0.628847
eegbci,real_left_right_fist,csp_lda,subject_disjoint,20260916,subj1,3280,1617,0.622256,0.583797
eegbci,real_left_right_fist,riemann_ts_lr,subject_disjoint,20260916,subj1,3280,1617,0.97439,0.623995
eegbci,real_left_right_fist,csp_lda,subject_disjoint,20260916,subj2,3274,1623,0.593769,0.590881
eegbci,real_left_right_fist,riemann_ts_lr,subject_disjoint,20260916,subj2,3274,1623,0.968235,0.675909
eegbci,real_left_right_fist,csp_lda,subject_disjoint,20260917,subj0,3219,1678,0.566636,0.589988
eegbci,real_left_right_fist,riemann_ts_lr,subject_disjoint,20260917,subj0,3219,1678,0.977633,0.643623
eegbci,real_left_right_fist,csp_lda,subject_disjoint,20260917,subj1,3292,1605,0.605711,0.598754
eegbci,real_left_right_fist,riemann_ts_lr,subject_disjoint,20260917,subj1,3292,1605,0.970535,0.619938
eegbci,real_left_right_fist,csp_lda,subject_disjoint,20260917,subj2,3283,1614,0.592446,0.548947
eegbci,real_left_right_fist,riemann_ts_lr,subject_disjoint,20260917,subj2,3283,1614,0.971977,0.649318
eegbci,real_left_right_fist,csp_lda,subject_disjoint,20260918,subj0,3235,1662,0.586399,0.61793
eegbci,real_left_right_fist,riemann_ts_lr,subject_disjoint,20260918,subj0,3235,1662,0.973725,0.637786
eegbci,real_left_right_fist,csp_lda,subject_disjoint,20260918,subj1,3289,1608,0.609608,0.605721
eegbci,real_left_right_fist,riemann_ts_lr,subject_disjoint,20260918,subj1,3289,1608,0.976589,0.628731
eegbci,real_left_right_fist,csp_lda,subject_disjoint,20260918,subj2,3270,1627,0.600306,0.559926
eegbci,real_left_right_fist,riemann_ts_lr,subject_disjoint,20260918,subj2,3270,1627,0.975841,0.634296
eegbci,real_left_right_fist,csp_lda,subject_disjoint,20260919,subj0,3244,1653,0.56566,0.563823
eegbci,real_left_right_fist,riemann_ts_lr,subject_disjoint,20260919,subj0,3244,1653,0.969482,0.648518
eegbci,real_left_right_fist,csp_lda,subject_disjoint,20260919,subj1,3258,1639,0.633211,0.61867
eegbci,real_left_right_fist,riemann_ts_lr,subject_disjoint,20260919,subj1,3258,1639,0.975138,0.636974
eegbci,real_left_right_fist,csp_lda,subject_disjoint,20260919,subj2,3292,1605,0.599028,0.554517
eegbci,real_left_right_fist,riemann_ts_lr,subject_disjoint,20260919,subj2,3292,1605,0.973876,0.637383
eegbci,real_left_right_fist,csp_lda,subject_disjoint,20260920,subj0,3237,1660,0.598085,0.56747
eegbci,real_left_right_fist,riemann_ts_lr,subject_disjoint,20260920,subj0,3237,1660,0.977757,0.64759
eegbci,real_left_right_fist,csp_lda,subject_disjoint,20260920,subj1,3280,1617,0.566463,0.579468
eegbci,real_left_right_fist,riemann_ts_lr,subject_disjoint,20260920,subj1,3280,1617,0.966463,0.670377
eegbci,real_left_right_fist,csp_lda,subject_disjoint,20260920,subj2,3277,1620,0.623741,0.575309
eegbci,real_left_right_fist,riemann_ts_lr,subject_disjoint,20260920,subj2,3277,1620,0.976808,0.634568
eegbci,real_left_right_fist,csp_lda,within_subject,20260916,within_s1_h0,30,15,1,0.733333
eegbci,real_left_right_fist,riemann_ts_lr,within_subject,20260916,within_s1_h0,30,15,1,0.733333
eegbci,real_left_right_fist,csp_lda,within_subject,20260916,within_s1_h1,30,15,0.966667,0.6
eegbci,real_left_right_fist,riemann_ts_lr,within_subject,20260916,within_s1_h1,30,15,1,0.533333
eegbci,real_left_right_fist,csp_lda,within_subject,20260916,within_s1_h2,30,15,0.966667,0.8
eegbci,real_left_right_fist,riemann_ts_lr,within_subject,20260916,within_s1_h2,30,15,1,0.733333
eegbci,real_left_right_fist,csp_lda,within_subject,20260916,within_s2_h0,30,15,1,0.466667
eegbci,real_left_right_fist,riemann_ts_lr,within_subject,20260916,within_s2_h0,30,15,1,0.6
