task,model,protocol,subject,accuracy
real_fists_feet,csp_lda,cross_subject,32,0.666667
real_fists_feet,csp_lda,cross_subject,33,0.622222
real_fists_feet,csp_lda,cross_subject,34,0.5
real_fists_feet,csp_lda,cross_subject,35,0.488889
real_fists_feet,csp_lda,cross_subject,36,0.533333
real_fists_feet,csp_lda,cross_subject,37,0.380952
real_fists_feet,csp_lda,cross_subject,38,0.466667
real_fists_feet,csp_lda,cross_subject,39,0.488889
real_fists_feet,csp_lda,cross_subject,40,0.511111
real_fists_feet,csp_lda,cross_subject,41,0.547619
real_fists_feet,csp_lda,cross_subject,42,0.488889
real_fists_feet,csp_lda,cross_subject,43,0.555556
real_fists_feet,csp_lda,cross_subject,44,0.533333
real_fists_feet,csp_lda,cross_subject,45,0.466667
real_fists_feet,csp_lda,cross_subject,46,0.755556
real_fists_feet,csp_lda,cross_subject,47,0.511111
real_fists_feet,csp_lda,cross_subject,48,0.444444
real_fists_feet,csp_lda,cross_subject,49,0.555556
real_fists_feet,csp_lda,cross_subject,50,0.555556
real_fists_feet,csp_lda,cross_subject,51,0.52381
real_fists_feet,csp_lda,cross_subject,52,0.511111
real_fists_feet,csp_lda,cross_subject,53,0.511111
real_fists_feet,csp_lda,cross_subject,54,0.422222
real_fists_feet,csp_lda,cross_subject,55,0.511111
real_fists_feet,csp_lda,cross_subject,56,0.555556
real_fists_feet,csp_lda,cross_subject,57,0.422222
real_fists_feet,csp_lda,cross_subject,58,0.4
real_fists_feet,csp_lda,cross_subject,59,0.488889
real_fists_feet,csp_lda,cross_subject,60,0.533333
real_fists_feet,csp_lda,cross_subject,61,0.511111
real_fists_feet,csp_lda,cross_subject,62,0.444444
real_fists_feet,csp_lda,cross_subject,63,0.488889
real_fists_feet,csp_lda,cross_subject,64,0.5
real_fists_feet,csp_lda,cross_subject,65,0.755556
real_fists_feet,csp_lda,cross_subject,66,0.533333
real_fists_feet,csp_lda,cross_subject,67,0.377778
real_fists_feet,csp_lda,cross_subject,68,0.511111
real_fists_feet,csp_lda,cross_subject,69,0.511111
real_fists_feet,csp_lda,cross_subject,70,0.466667
real_fists_feet,csp_lda,cross_subject,71,0.555556
real_fists_feet,csp_lda,cross_subject,72,0.5
real_fists_feet,csp_lda,cross_subject,73,0.52381
real_fists_feet,csp_lda,cross_subject,74,0.52381
real_fists_feet,csp_lda,cross_subject,75,0.511111
real_fists_feet,csp_lda,cross_subject,76,0.5
real_fists_feet,csp_lda,cross_subject,77,0.0888889
real_fists_feet,csp_lda,cross_subject,78,0.488889
real_fists_feet,csp_lda,cross_subject,79,0.355556
real_fists_feet,csp_lda,cross_subject,80,0.555556
real_fists_feet,csp_lda,cross_subject,81,0.466667
real_fists_feet,csp_lda,cross_subject,82,0.511111
real_fists_feet,csp_lda,cross_subject,83,0.511111
real_fists_feet,csp_lda,cross_subject,84,0.488889
real_fists_feet,csp_lda,cross_subject,85,0.555556
real_fists_feet,csp_lda,cross_subject,86,0.466667
real_fists_feet,csp_lda,cross_subject,87,0.488889
real_fists_feet,csp_lda,cross_subject,88,0.45614
real_fists_feet,csp_lda,cross_subject,89,0.488889
real_fists_feet,csp_lda,cross_subject,90,0.511111
real_fists_feet,csp_lda,cross_subject,91,0.488889
real_fists_feet,csp_lda,cross_subject,92,0.473684
real_fists_feet,csp_lda,cross_subject,93,0.644444
real_fists_feet,csp_lda,cross_subject,94,0.422222
real_fists_feet,csp_lda,cross_subject,95,0.533333
real_fists_feet,csp_lda,cross_subject,96,0.577778
real_fists_feet,csp_lda,cross_subject,97,0.6
real_fists_feet,csp_lda,cross_subject,98,0.355556
real_fists_feet,csp_lda,cross_subject,99,0.488889
real_fists_feet,csp_lda,cross_subject,100,0.5
real_fists_feet,csp_lda,cross_subject,101,0.511111
real_fists_feet,csp_lda,cross_subject,102,0.5
real_fists_feet,csp_lda,cross_subject,103,0.511111
real_fists_feet,csp_lda,cross_subject,104,0.622222
real_fists_feet,csp_lda,cross_subject,105,0.488889
real_fists_feet,csp_lda,cross_subject,106,0.5
real_fists_feet,csp_lda,cross_subject,107,0.577778
real_fists_feet,csp_lda,cross_subject,108,0.511111
real_fists_feet,csp_lda,cross_subject,109,0.466667
real_fists_feet,riemann_ts_lr,pooled_random,1,0.711111
real_fists_feet,riemann_ts_lr,pooled_random,2,0.977778
real_fists_feet,riemann_ts_lr,pooled_random,3,0.533333
real_fists_feet,riemann_ts_lr,pooled_random,4,0.777778
real_fists_feet,riemann_ts_lr,pooled_random,5,0.755556
real_fists_feet,riemann_ts_lr,pooled_random,6,0.622222
real_fists_feet,riemann_ts_lr,pooled_random,7,0.933333
real_fists_feet,riemann_ts_lr,pooled_random,8,0.555556
real_fists_feet,riemann_ts_lr,pooled_random,9,0.577778
real_fists_feet,riemann_ts_lr,pooled_random,10,0.911111
real_fists_feet,riemann_ts_lr,pooled_random,11,0.644444
real_fists_feet,riemann_ts_lr,pooled_random,12,0.733333
real_fists_feet,riemann_ts_lr,pooled_random,13,0.866667
real_fists_feet,riemann_ts_lr,pooled_random,14,0.844444
real_fists_feet,riemann_ts_lr,pooled_random,15,0.866667
real_fists_feet,riemann_ts_lr,pooled_random,16,0.888889
real_fists_feet,riemann_ts_lr,pooled_random,17,0.644444
real_fists_feet,riemann_ts_lr,pooled_random,18,0.688889
real_fists_feet,riemann_ts_lr,pooled_random,19,0.911111
real_fists_feet,riemann_ts_lr,pooled_random,20,0.666667
real_fists_feet,riemann_ts_lr,pooled_random,21,0.711111
real_fists_feet,riemann_ts_lr,pooled_random,22,0.755556
real_fists_feet,riemann_ts_lr,pooled_random,23,0.644444
real_fists_feet,riemann_ts_lr,pooled_random,24,0.8
real_fists_feet,riemann_ts_lr,pooled_random,25,0.955556
real_fists_feet,riemann_ts_lr,pooled_random,26,0.822222
real_fists_feet,riemann_ts_lr,pooled_random,27,0.822222
real_fists_feet,riemann_ts_lr,pooled_random,28,0.711111
real_fists_feet,riemann_ts_lr,pooled_random,29,0.977778
real_fists_feet,riemann_ts_lr,pooled_random,30,0.711111
real_fists_feet,riemann_ts_lr,pooled_random,31,0.866667
real_fists_feet,riemann_ts_lr,pooled_random,32,0.844444
real_fists_feet,riemann_ts_lr,pooled_random,33,0.733333
real_fists_feet,riemann_ts_lr,pooled_random,34,0.928571
real_fists_feet,riemann_ts_lr,pooled_random,35,0.977778
real_fists_feet,riemann_ts_lr,pooled_random,36,0.8
real_fists_feet,riemann_ts_lr,pooled_random,37,0.595238
real_fists_feet,riemann_ts_lr,pooled_random,38,0.666667
real_fists_feet,riemann_ts_lr,pooled_random,39,0.666667
real_fists_feet,riemann_ts_lr,pooled_random,40,0.533333
real_fists_feet,riemann_ts_lr,pooled_random,41,0.904762
real_fists_feet,riemann_ts_lr,pooled_random,42,0.888889
real_fists_feet,riemann_ts_lr,pooled_random,43,0.8
real_fists_feet,riemann_ts_lr,pooled_random,44,0.777778
real_fists_feet,riemann_ts_lr,pooled_random,45,0.644444
real_fists_feet,riemann_ts_lr,pooled_random,46,0.955556
real_fists_feet,riemann_ts_lr,pooled_random,47,0.711111
real_fists_feet,riemann_ts_lr,pooled_random,48,0.8
real_fists_feet,riemann_ts_lr,pooled_random,49,0.844444
real_fists_feet,riemann_ts_lr,pooled_random,50,0.555556
real_fists_feet,riemann_ts_lr,pooled_random,51,0.666667
real_fists_feet,riemann_ts_lr,pooled_random,52,0.644444
real_fists_feet,riemann_ts_lr,pooled_random,53,0.511111
real_fists_feet,riemann_ts_lr,pooled_random,54,0.933333
real_fists_feet,riemann_ts_lr,pooled_random,55,0.933333
real_fists_feet,riemann_ts_lr,pooled_random,56,0.733333
real_fists_feet,riemann_ts_lr,pooled_random,57,0.866667
real_fists_feet,riemann_ts_lr,pooled_random,58,0.622222
real_fists_feet,riemann_ts_lr,pooled_random,59,0.6
real_fists_feet,riemann_ts_lr,pooled_random,60,0.822222
real_fists_feet,riemann_ts_lr,pooled_random,61,0.933333
real_fists_feet,riemann_ts_lr,pooled_random,62,0.733333
real_fists_feet,riemann_ts_lr,pooled_random,63,0.511111
real_fists_feet,riemann_ts_lr,pooled_random,64,0.785714
real_fists_feet,riemann_ts_lr,pooled_random,65,0.777778
real_fists_feet,riemann_ts_lr,pooled_random,66,0.844444
real_fists_feet,riemann_ts_lr,pooled_random,67,0.511111
real_fists_feet,riemann_ts_lr,pooled_random,68,0.711111
real_fists_feet,riemann_ts_lr,pooled_random,69,0.666667
real_fists_feet,riemann_ts_lr,pooled_random,70,0.622222
real_fists_feet,riemann_ts_lr,pooled_random,71,0.911111
real_fists_feet,riemann_ts_lr,pooled_random,72,0.809524
real_fists_feet,riemann_ts_lr,pooled_random,73,0.809524
real_fists_feet,riemann_ts_lr,pooled_random,74,0.809524
real_fists_feet,riemann_ts_lr,pooled_random,75,0.844444
real_fists_feet,riemann_ts_lr,pooled_random,76,0.642857
real_fists_feet,riemann_ts_lr,pooled_random,77,0.866667
real_fists_feet,riemann_ts_lr,pooled_random,78,0.444444
real_fists_feet,riemann_ts_lr,pooled_random,79,0.888889
real_fists_feet,riemann_ts_lr,pooled_random,80,0.6
real_fists_feet,riemann_ts_lr,pooled_random,81,0.733333
real_fists_feet,riemann_ts_lr,pooled_random,82,0.711111
real_fists_feet,riemann_ts_lr,pooled_random,83,0.955556
real_fists_feet,riemann_ts_lr,pooled_random,84,0.622222
real_fists_feet,riemann_ts_lr,pooled_random,85,0.955556
real_fists_feet,riemann_ts_lr,pooled_random,86,0.911111
real_fists_feet,riemann_ts_lr,pooled_random,87,0.644444
real_fists_feet,riemann_ts_lr,pooled_random,88,0.719298
real_fists_feet,riemann_ts_lr,pooled_random,89,0.866667
real_fists_feet,riemann_ts_lr,pooled_random,90,0.488889
real_fists_feet,riemann_ts_lr,pooled_random,91,0.866667
real_fists_feet,riemann_ts_lr,pooled_random,92,0.614035
real_fists_feet,riemann_ts_lr,pooled_random,93,0.911111
real_fists_feet,riemann_ts_lr,pooled_random,94,0.933333
real_fists_feet,riemann_ts_lr,pooled_random,95,0.688889
real_fists_feet,riemann_ts_lr,pooled_random,96,0.733333
real_fists_feet,riemann_ts_lr,pooled_random,97,0.511111
real_fists_feet,riemann_ts_lr,pooled_random,98,0.711111
real_fists_feet,riemann_ts_lr,pooled_random,99,0.644444
real_fists_feet,riemann_ts_lr,pooled_random,100,0.666667
real_fists_feet,riemann_ts_lr,pooled_random,101,0.666667
real_fists_feet,riemann_ts_lr,pooled_random,102,0.904762
real_fists_feet,riemann_ts_lr,pooled_random,103,0.955556
real_fists_feet,riemann_ts_lr,pooled_random,104,0.666667
real_fists_feet,riemann_ts_lr,pooled_random,105,1
real_fists_feet,riemann_ts_lr,pooled_random,106,0.558824
real_fists_feet,riemann_ts_lr,pooled_random,107,0.777778
real_fists_feet,riemann_ts_lr,pooled_random,108,0.822222
real_fists_feet,riemann_ts_lr,pooled_random,109,0.822222
real_fists_feet,riemann_ts_lr,within_subject,1,0.955556
real_fists_feet,riemann_ts_lr,within_subject,2,1
real_fists_feet,riemann_ts_lr,within_subject,3,0.733333
real_fists_feet,riemann_ts_lr,within_subject,4,0.955556
real_fists_feet,riemann_ts_lr,within_subject,5,0.688889
real_fists_feet,riemann_ts_lr,within_subject,6,0.555556
real_fists_feet,riemann_ts_lr,within_subject,7,0.888889
real_fists_feet,riemann_ts_lr,within_subject,8,0.822222
real_fists_feet,riemann_ts_lr,within_subject,9,0.555556
real_fists_feet,riemann_ts_lr,within_subject,10,0.933333
real_fists_feet,riemann_ts_lr,within_subject,11,0.8
real_fists_feet,riemann_ts_lr,within_subject,12,0.777778
real_fists_feet,riemann_ts_lr,within_subject,13,0.688889
real_fists_feet,riemann_ts_lr,within_subject,14,1
real_fists_feet,riemann_ts_lr,within_subject,15,0.777778
real_fists_feet,riemann_ts_lr,within_subject,16,0.822222
real_fists_feet,riemann_ts_lr,within_subject,17,0.688889
real_fists_feet,riemann_ts_lr,within_subject,18,0.688889
real_fists_feet,riemann_ts_lr,within_subject,19,0.844444
real_fists_feet,riemann_ts_lr,within_subject,20,0.6
real_fists_feet,riemann_ts_lr,within_subject,21,0.711111
real_fists_feet,riemann_ts_lr,within_subject,22,0.711111
real_fists_feet,riemann_ts_lr,within_subject,23,0.644444
real_fists_feet,riemann_ts_lr,within_subject,24,0.822222
real_fists_feet,riemann_ts_lr,within_subject,25,0.911111
real_fists_feet,riemann_ts_lr,within_subject,26,0.866667
real_fists_feet,riemann_ts_lr,within_subject,27,0.844444
real_fists_feet,riemann_ts_lr,within_subject,28,0.777778
real_fists_feet,riemann_ts_lr,within_subject,29,0.955556
real_fists_feet,riemann_ts_lr,within_subject,30,0.688889
real_fists_feet,riemann_ts_lr,within_subject,31,0.866667
real_fists_feet,riemann_ts_lr,within_subject,32,0.755556
real_fists_feet,riemann_ts_lr,within_subject,33,0.777778
real_fists_feet,riemann_ts_lr,within_subject,34,0.952381
real_fists_feet,riemann_ts_lr,within_subject,35,0.977778
real_fists_feet,riemann_ts_lr,within_subject,36,0.711111
real_fists_feet,riemann_ts_lr,within_subject,37,0.714286
real_fists_feet,riemann_ts_lr,within_subject,38,0.577778
real_fists_feet,riemann_ts_lr,within_subject,39,0.577778
real_fists_feet,riemann_ts_lr,within_subject,40,0.511111
real_fists_feet,riemann_ts_lr,within_subject,41,0.928571
real_fists_feet,riemann_ts_lr,within_subject,42,1
real_fists_feet,riemann_ts_lr,within_subject,43,0.644444
real_fists_feet,riemann_ts_lr,within_subject,44,0.644444
real_fists_feet,riemann_ts_lr,within_subject,45,0.6
real_fists_feet,riemann_ts_lr,within_subject,46,0.977778
real_fists_feet,riemann_ts_lr,within_subject,47,0.555556
real_fists_feet,riemann_ts_lr,within_subject,48,0.711111
real_fists_feet,riemann_ts_lr,within_subject,49,0.911111
real_fists_feet,riemann_ts_lr,within_subject,50,0.866667
real_fists_feet,riemann_ts_lr,within_subject,51,0.785714
real_fists_feet,riemann_ts_lr,within_subject,52,0.888889
real_fists_feet,riemann_ts_lr,within_subject,53,0.688889
real_fists_feet,riemann_ts_lr,within_subject,54,0.933333
real_fists_feet,riemann_ts_lr,within_subject,55,0.955556
real_fists_feet,riemann_ts_lr,within_subject,56,0.8
real_fists_feet,riemann_ts_lr,within_subject,57,0.822222
real_fists_feet,riemann_ts_lr,within_subject,58,0.533333
real_fists_feet,riemann_ts_lr,within_subject,59,0.711111
real_fists_feet,riemann_ts_lr,within_subject,60,0.822222
real_fists_feet,riemann_ts_lr,within_subject,61,0.777778
real_fists_feet,riemann_ts_lr,within_subject,62,0.711111
real_fists_feet,riemann_ts_lr,within_subject,63,0.488889
real_fists_feet,riemann_ts_lr,within_subject,64,0.714286
real_fists_feet,riemann_ts_lr,within_subject,65,0.933333
real_fists_feet,riemann_ts_lr,within_subject,66,0.844444
real_fists_feet,riemann_ts_lr,within_subject,67,0.8
real_fists_feet,riemann_ts_lr,within_subject,68,0.844444
real_fists_feet,riemann_ts_lr,within_subject,69,0.755556
real_fists_feet,riemann_ts_lr,within_subject,70,0.8
real_fists_feet,riemann_ts_lr,within_subject,71,0.955556
real_fists_feet,riemann_ts_lr,within_subject,72,1
real_fists_feet,riemann_ts_lr,within_subject,73,0.666667
real_fists_feet,riemann_ts_lr,within_subject,74,0.642857
real_fists_feet,riemann_ts_lr,within_subject,75,0.777778
real_fists_feet,riemann_ts_lr,within_subject,76,0.595238
real_fists_feet,riemann_ts_lr,within_subject,77,1
real_fists_feet,riemann_ts_lr,within_subject,78,0.666667
real_fists_feet,riemann_ts_lr,within_subject,79,0.755556
real_fists_feet,riemann_ts_lr,within_subject,80,0.666667
real_fists_feet,riemann_ts_lr,within_subject,81,0.933333
real_fists_feet,riemann_ts_lr,within_subject,82,0.577778
real_fists_feet,riemann_ts_lr,within_subject,83,0.8
real_fists_feet,riemann_ts_lr,within_subject,84,0.555556
real_fists_feet,riemann_ts_lr,within_subject,85,0.955556
real_fists_feet,riemann_ts_lr,within_subject,86,0.755556
real_fists_feet,riemann_ts_lr,within_subject,87,0.733333
real_fists_feet,riemann_ts_lr,within_subject,88,0.666667
real_fists_feet,riemann_ts_lr,within_subject,89,0.688889
real_fists_feet,riemann_ts_lr,within_subject,90,0.511111
real_fists_feet,riemann_ts_lr,within_subject,91,0.977778
real_fists_feet,riemann_ts_lr,within_subject,92,0.736842
real_fists_feet,riemann_ts_lr,within_subject,93,0.866667
real_fists_feet,riemann_ts_lr,within_subject,94,0.911111
real_fists_feet,riemann_ts_lr,within_subject,95,0.577778
real_fists_feet,riemann_ts_lr,within_subject,96,0.777778
real_fists_feet,riemann_ts_lr,within_subject,97,0.688889
real_fists_feet,riemann_ts_lr,within_subject,98,0.511111
real_fists_feet,riemann_ts_lr,within_subject,99,0.577778
real_fists_feet,riemann_ts_lr,within_subject,100,0.888889
real_fists_feet,riemann_ts_lr,within_subject,101,0.555556
real_fists_feet,riemann_ts_lr,within_subject,102,0.857143
real_fists_feet,riemann_ts_lr,within_subject,103,0.8
real_fists_feet,riemann_ts_lr,within_subject,104,0.955556
real_fists_feet,riemann_ts_lr,within_subject,105,0.933333
real_fists_feet,riemann_ts_lr,within_subject,106,0.441176
real_fists_feet,riemann_ts_lr,within_subject,107,0.622222
real_fists_feet,riemann_ts_lr,within_subject,108,0.8
real_fists_feet,riemann_ts_lr,within_subject,109,1
real_fists_feet,riemann_ts_lr,cross_subject,1,0.688889
real_fists_feet,riemann_ts_lr,cross_subject,2,0.911111
real_fists_feet,riemann_ts_lr,cross_subject,3,0.488889
real_fists_feet,riemann_ts_lr,cross_subject,4,0.622222
real_fists_feet,riemann_ts_lr,cross_subject,5,0.577778
real_fists_feet,riemann_ts_lr,cross_subject,6,0.6
real_fists_feet,riemann_ts_lr,cross_subject,7,0.755556
real_fists_feet,riemann_ts_lr,cross_subject,8,0.511111
real_fists_feet,riemann_ts_lr,cross_subject,9,0.533333
real_fists_feet,riemann_ts_lr,cross_subject,10,0.822222
real_fists_feet,riemann_ts_lr,cross_subject,11,0.6
real_fists_feet,riemann_ts_lr,cross_subject,12,0.577778
real_fists_feet,riemann_ts_lr,cross_subject,13,0.755556
real_fists_feet,riemann_ts_lr,cross_subject,14,0.555556
real_fists_feet,riemann_ts_lr,cross_subject,15,0.844444
real_fists_feet,riemann_ts_lr,cross_subject,16,0.822222
real_fists_feet,riemann_ts_lr,cross_subject,17,0.533333
real_fists_feet,riemann_ts_lr,cross_subject,18,0.533333
real_fists_feet,riemann_ts_lr,cross_subject,19,0.555556
real_fists_feet,riemann_ts_lr,cross_subject,20,0.644444
real_fists_feet,riemann_ts_lr,cross_subject,21,0.666667
real_fists_feet,riemann_ts_lr,cross_subject,22,0.577778
real_fists_feet,riemann_ts_lr,cross_subject,23,0.555556
real_fists_feet,riemann_ts_lr,cross_subject,24,0.688889
real_fists_feet,riemann_ts_lr,cross_subject,25,0.666667
real_fists_feet,riemann_ts_lr,cross_subject,26,0.888889
real_fists_feet,riemann_ts_lr,cross_subject,27,0.711111
real_fists_feet,riemann_ts_lr,cross_subject,28,0.511111
real_fists_feet,riemann_ts_lr,cross_subject,29,0.933333
real_fists_feet,riemann_ts_lr,cross_subject,30,0.711111
real_fists_feet,riemann_ts_lr,cross_subject,31,0.822222
real_fists_feet,riemann_ts_lr,cross_subject,32,0.622222
real_fists_feet,riemann_ts_lr,cross_subject,33,0.711111
real_fists_feet,riemann_ts_lr,cross_subject,34,0.880952
real_fists_feet,riemann_ts_lr,cross_subject,35,0.844444
real_fists_feet,riemann_ts_lr,cross_subject,36,0.533333
real_fists_feet,riemann_ts_lr,cross_subject,37,0.52381
real_fists_feet,riemann_ts_lr,cross_subject,38,0.533333
real_fists_feet,riemann_ts_lr,cross_subject,39,0.511111
real_fists_feet,riemann_ts_lr,cross_subject,40,0.533333
real_fists_feet,riemann_ts_lr,cross_subject,41,0.928571
real_fists_feet,riemann_ts_lr,cross_subject,42,0.911111
real_fists_feet,riemann_ts_lr,cross_subject,43,0.644444
real_fists_feet,riemann_ts_lr,cross_subject,44,0.711111
real_fists_feet,riemann_ts_lr,cross_subject,45,0.666667
real_fists_feet,riemann_ts_lr,cross_subject,46,0.822222
real_fists_feet,riemann_ts_lr,cross_subject,47,0.511111
real_fists_feet,riemann_ts_lr,cross_subject,48,0.6
real_fists_feet,riemann_ts_lr,cross_subject,49,0.866667
real_fists_feet,riemann_ts_lr,cross_subject,50,0.511111
real_fists_feet,riemann_ts_lr,cross_subject,51,0.571429
real_fists_feet,riemann_ts_lr,cross_subject,52,0.6
real_fists_feet,riemann_ts_lr,cross_subject,53,0.577778
real_fists_feet,riemann_ts_lr,cross_subject,54,0.688889
real_fists_feet,riemann_ts_lr,cross_subject,55,0.866667
real_fists_feet,riemann_ts_lr,cross_subject,56,0.8
real_fists_feet,riemann_ts_lr,cross_subject,57,0.755556
real_fists_feet,riemann_ts_lr,cross_subject,58,0.488889
real_fists_feet,riemann_ts_lr,cross_subject,59,0.622222
real_fists_feet,riemann_ts_lr,cross_subject,60,0.777778
real_fists_feet,riemann_ts_lr,cross_subject,61,0.555556
real_fists_feet,riemann_ts_lr,cross_subject,62,0.577778
real_fists_feet,riemann_ts_lr,cross_subject,63,0.444444
real_fists_feet,riemann_ts_lr,cross_subject,64,0.761905
real_fists_feet,riemann_ts_lr,cross_subject,65,0.644444
real_fists_feet,riemann_ts_lr,cross_subject,66,0.6
real_fists_feet,riemann_ts_lr,cross_subject,67,0.4
real_fists_feet,riemann_ts_lr,cross_subject,68,0.644444
real_fists_feet,riemann_ts_lr,cross_subject,69,0.577778
real_fists_feet,riemann_ts_lr,cross_subject,70,0.533333
real_fists_feet,riemann_ts_lr,cross_subject,71,0.844444
real_fists_feet,riemann_ts_lr,cross_subject,72,0.642857
real_fists_feet,riemann_ts_lr,cross_subject,73,0.761905
real_fists_feet,riemann_ts_lr,cross_subject,74,0.571429
real_fists_feet,riemann_ts_lr,cross_subject,75,0.8
real_fists_feet,riemann_ts_lr,cross_subject,76,0.380952
real_fists_feet,riemann_ts_lr,cross_subject,77,0.644444
real_fists_feet,riemann_ts_lr,cross_subject,78,0.466667
real_fists_feet,riemann_ts_lr,cross_subject,79,0.666667
real_fists_feet,riemann_ts_lr,cross_subject,80,0.6
real_fists_feet,riemann_ts_lr,cross_subject,81,0.822222
real_fists_feet,riemann_ts_lr,cross_subject,82,0.8
real_fists_feet,riemann_ts_lr,cross_subject,83,0.711111
real_fists_feet,riemann_ts_lr,cross_subject,84,0.6
real_fists_feet,riemann_ts_lr,cross_subject,85,0.822222
real_fists_feet,riemann_ts_lr,cross_subject,86,0.844444
real_fists_feet,riemann_ts_lr,cross_subject,87,0.533333
real_fists_feet,riemann_ts_lr,cross_subject,88,0.684211
real_fists_feet,riemann_ts_lr,cross_subject,89,0.755556
real_fists_feet,riemann_ts_lr,cross_subject,90,0.511111
real_fists_feet,riemann_ts_lr,cross_subject,91,0.844444
real_fists_feet,riemann_ts_lr,cross_subject,92,0.631579
real_fists_feet,riemann_ts_lr,cross_subject,93,0.822222
real_fists_feet,riemann_ts_lr,cross_subject,94,0.955556
real_fists_feet,riemann_ts_lr,cross_subject,95,0.688889
real_fists_feet,riemann_ts_lr,cross_subject,96,0.755556
real_fists_feet,riemann_ts_lr,cross_subject,97,0.555556
real_fists_feet,riemann_ts_lr,cross_subject,98,0.511111
real_fists_feet,riemann_ts_lr,cross_subject,99,0.511111
real_fists_feet,riemann_ts_lr,cross_subject,100,0.583333
real_fists_feet,riemann_ts_lr,cross_subject,101,0.511111
real_fists_feet,riemann_ts_lr,cross_subject,102,0.547619
real_fists_feet,riemann_ts_lr,cross_subject,103,0.6
real_fists_feet,riemann_ts_lr,cross_subject,104,0.711111
real_fists_feet,riemann_ts_lr,cross_subject,105,0.822222
real_fists_feet,riemann_ts_lr,cross_subject,106,0.558824
real_fists_feet,riemann_ts_lr,cross_subject,107,0.733333
real_fists_feet,riemann_ts_lr,cross_subject,108,0.8
real_fists_feet,riemann_ts_lr,cross_subject,109,0.488889
